Boehner,0.032482320179977896,0.006387083247926802,432.0,50.0,241.0,-191.0,", Election of the Speaker"
Passed,0.03072353776222678,0.007923996467483329,411.0,35.0,223.0,-188.0,"Adopting rules for the One Hundred Twelfth Congress, On Motion to Table"
Passed,0.0318594936359326,0.006583815692702612,424.0,48.0,236.0,-188.0,"Adopting rules for the One Hundred Twelfth Congress, On Ordering the Previous Question"
Failed,-0.03224299188654718,-0.006706915656341557,-429.0,-47.0,-238.0,191.0,"Adopting rules for the One Hundred Twelfth Congress, On Motion to Commit"
Passed,0.03224323508238934,0.0067576739702550764,429.0,47.0,238.0,-191.0,"Adopting rules for the One Hundred Twelfth Congress, On Agreeing to the Resolution"
Passed,0.008723522058661023,-0.05386581909240819,67.0,395.0,231.0,164.0,"Reducing the amount authorized for salaries and expenses of Member, committee, and leadership offices in 2011 and 2012., On Motion to Suspend the Rules and Agree"
Passed,0.031496932552233306,0.005186628553129189,414.0,54.0,234.0,-180.0,"Providing for consideration of H.R. 2, to repeal the job-killing health care law and health care-related provisions in the Health Care and Education Reconciliation Act of 2010; and providing for consideration of H.Res. 9, instructing certain committees to report legislation replacing the job-killing health care law, On Ordering the Previous Question"
Passed,0.03139124725298119,0.004873274109884996,409.0,55.0,232.0,-177.0,"Providing for consideration of H.R. 2, to repeal the job-killing health care law and health care-related provisions in the Health Care and Education Reconciliation Act of 2010; and providing for consideration of H.Res. 9, instructing certain committees to report legislation replacing the job-killing health care law, On Agreeing to the Resolution"
Passed,0.029146195694348745,-0.003370473138823872,362.0,98.0,230.0,-132.0,"Relating to the status of certain actions taken by Members-elect, On Agreeing to the Resolution"
Passed,0.00850495385488329,-0.053756886256750964,69.0,399.0,234.0,165.0,"Stop the OverPrinting (STOP) Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.03220378235320908,-0.004564737381766109,-420.0,-60.0,-240.0,180.0,"Repealing the Job-Killing Health Care Law Act, On Motion to Recommit with Instructions"
Passed,0.032702927857318834,0.00555345758985001,429.0,55.0,242.0,-187.0,"Repealing the Job-Killing Health Care Law Act, On Passage"
Agreed to,0.007531609615806231,-0.05794857856974083,53.0,427.0,240.0,187.0,", On Agreeing to the Amendment"
Passed,0.031936131618693624,0.001135944038420838,400.0,78.0,239.0,-161.0,"Instructing certain committees to report legislation replacing the job-killing health care law, On Agreeing to the Resolution"
Passed,0.031109043245507634,0.0035840557519366822,400.0,64.0,232.0,-168.0,"Providing for consideration of the resolution (H.Res. 38) to reduce spending through a transition to non-security spending at fiscal year 2008 levels, On Ordering the Previous Question"
Passed,0.030718645198953582,0.0022068596178686124,392.0,72.0,232.0,-160.0,"Providing for consideration of the resolution (H.Res. 38) to reduce spending through a transition to non-security spending at fiscal year 2008 levels, On Agreeing to the Resolution"
Failed,-0.03177629725336605,-0.005012975539772602,-418.0,-58.0,-238.0,180.0,"To reduce spending through a transition to non-security spending at fiscal year 2008 levels, On Motion to Recommit with Instructions"
Passed,0.031167369253146414,-0.0007737051979642377,387.0,91.0,239.0,-148.0,"To reduce spending through a transition to non-security spending at fiscal year 2008 levels, On Agreeing to the Resolution"
Passed,0.00742965715878769,-0.0576539764901779,52.0,424.0,238.0,186.0,"Providing Capitol-flown flags for recipients of the Medal of Honor, On Motion to Suspend the Rules and Agree"
Passed,0.030841796580132204,0.005133449209873878,408.0,56.0,232.0,-176.0,"Providing for consideration of H.R. 359, to reduce Federal spending and the deficit by terminating taxpayer financing of presidential election campaigns and party conventions, On Ordering the Previous Question"
Agreed to,0.00906734475832141,-0.05203873137232083,75.0,389.0,232.0,157.0,", On Agreeing to the Amendment"
Failed,-0.030263618725064247,-0.004687091167630112,-397.0,-55.0,-226.0,171.0,"To reduce Federal spending and the deficit by terminating taxpayer financing of presidential election campaigns and party conventions, On Motion to Recommit with Instructions"
Passed,0.03003503874150807,0.0004012875590139225,378.0,78.0,228.0,-150.0,"To reduce Federal spending and the deficit by terminating taxpayer financing of presidential election campaigns and party conventions, On Passage"
Failed,0.021151897459983478,-0.014747040345477106,238.0,130.0,184.0,-54.0,"To extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004 relating to access to business records, individual terrorists as agents of foreign powers, and roving wiretaps until December 8, 2011, On Motion to Suspend the Rules and Pass"
Passed,0.007077389281898987,-0.05836574942512944,47.0,429.0,238.0,191.0,"To designate the United States courthouse under construction at 98 West First Street, Yuma, Arizona, as the “John M. Roll United States Courthouse”, On Motion to Suspend the Rules and Pass"
Failed,0.030564485123094613,-0.0009948578895730494,378.0,90.0,234.0,-144.0,"United Nations Tax Equalization Refund Act, On Motion to Suspend the Rules and Pass"
Passed,0.03071231143428452,0.00114627550723837,386.0,72.0,229.0,-157.0,"Providing for consideration of H.R. 514, to extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004, On Agreeing to the Resolution"
Passed,0.03162092144697477,0.004556857908425967,408.0,60.0,234.0,-174.0,"Providing for consideration of H. Res. 72, directing certain standing committees to inventory and review existing, pending, and proposed regulations and orders from agencies of the Federal Government, particularly with respect to their effect on jobs and economic growth, On Ordering the Previous Question"
Passed,0.030897295388359787,-0.0004215601085234041,388.0,86.0,237.0,-151.0,"Providing for consideration of H. Res. 72, directing certain standing committees to inventory and review existing, pending, and proposed regulations and orders from agencies of the Federal Government, particularly with respect to their effect on jobs and economic growth, On Agreeing to the Resolution"
Failed,-0.031779269731788934,-0.0039562399091734885,-414.0,-64.0,-239.0,175.0,"Directing certain standing committees to inventory and review existing, pending, and proposed regulations and orders from agencies of the Federal Government, particularly with respect to their effect on jobs and economic growth, On Motion to Recommit with Instructions"
Passed,0.012068999514109764,-0.0488101250030256,113.0,363.0,238.0,125.0,"Directing certain standing committees to inventory and review existing, pending, and proposed regulations and orders from agencies of the Federal Government, particularly with respect to their effect on jobs and economic growth, On Agreeing to the Resolution"
Passed,0.013501816812765159,-0.03847747685582482,148.0,294.0,221.0,73.0,", On Approving the Journal"
Failed,-0.03165750729195426,-0.006192887457319269,-416.0,-48.0,-232.0,184.0,"To extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004 relating to access to business records, individual terrorists as agents of foreign powers, and roving wiretaps until December 8, 2011, On Motion to Recommit with Instructions"
Passed,0.020859714589729073,-0.015245571573022145,234.0,132.0,183.0,-51.0,"To extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004 relating to access to business records, individual terrorists as agents of foreign powers, and roving wiretaps until December 8, 2011, On Passage"
Passed,0.011916025301614808,-0.038835289362592125,127.0,293.0,210.0,83.0,", On Approving the Journal"
Passed,0.03162335374111102,0.004332836379500571,415.0,61.0,238.0,-177.0,"Providing for consideration of H.R. 1, making appropriations for the Department of Defense and other departments and agencies of the Government for the fiscal year ending September 30, 2011, and for other purposes, On Ordering the Previous Question"
Passed,0.03118319072862495,0.002480962769130175,400.0,68.0,234.0,-166.0,"Providing for consideration of H.R. 1, making appropriations for the Department of Defense and other departments and agencies of the Government for the fiscal year ending September 30, 2011, and for other purposes, On Agreeing to the Resolution"
Passed,0.03056771440246373,0.002853493685182062,397.0,67.0,232.0,-165.0,"Adjournment Resolution, On Agreeing to the Resolution"
Failed,-0.007941577371341246,0.004873010168563011,-96.0,-16.0,-56.0,40.0,", On Agreeing to the Amendment"
Failed,0.004099098097829524,0.04656536684967037,90.0,-286.0,-98.0,-188.0,", On Agreeing to the Amendment"
Failed,-0.01749853082028122,0.029133634300752876,-191.0,-221.0,-206.0,-15.0,", On Agreeing to the Amendment"
Failed,0.009585911588425006,0.03874079425712189,149.0,-211.0,-31.0,-180.0,", On Agreeing to the Amendment"
Passed,0.031204012565451775,-2.6354286610727473e-06,386.0,78.0,232.0,-154.0,"Providing for consideration of the Senate amendment to the bill (H.R. 514) to extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004, On Agreeing to the Resolution"
Agreed to,-0.005066503670344676,-0.0036866981922841296,-76.0,36.0,-20.0,56.0,", On Agreeing to the Amendment"
Failed,-0.015403215628814936,0.02079056882673488,-173.0,-159.0,-166.0,7.0,", On Agreeing to the Amendment"
Failed,-0.021752146970811223,0.019336882218955,-250.0,-166.0,-208.0,42.0,", On Agreeing to the Amendment"
Failed,-0.02396625025627282,0.014507348080756205,-284.0,-160.0,-222.0,62.0,", On Agreeing to the Amendment"
Agreed to,-0.0043106430367817455,-0.030063750259579528,-78.0,178.0,50.0,128.0,", On Agreeing to the Amendment"
Agreed to,0.023499807385865993,-0.001795004112224152,297.0,93.0,195.0,-102.0,", On Agreeing to the Amendment"
Failed,0.01653994791788842,0.019118627730265233,213.0,-63.0,75.0,-138.0,", On Agreeing to the Amendment"
Agreed to,-0.016934946119200354,-0.013045808661586058,-223.0,25.0,-99.0,124.0,", On Agreeing to the Amendment"
Failed,0.021617650496785476,0.02483361462371325,292.0,-88.0,102.0,-190.0,", On Agreeing to the Amendment"
Failed,0.020106511529671467,0.0250133470938056,272.0,-92.0,90.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.026271882217825428,0.007337037783991178,-314.0,-114.0,-214.0,100.0,", On Agreeing to the Amendment"
Failed,-0.028661880268264654,-0.010442191821989168,-373.0,-15.0,-194.0,179.0,", On Agreeing to the Amendment"
Failed,0.015700469995927988,0.0337764105365879,220.0,-156.0,32.0,-188.0,", On Agreeing to the Amendment"
Failed,-0.012448748568801031,0.023521494936463168,-133.0,-171.0,-152.0,-19.0,", On Agreeing to the Amendment"
Agreed to,-0.010446743999543937,-0.03663958646322082,-155.0,205.0,25.0,180.0,", On Agreeing to the Amendment"
Failed,0.02742313564059821,0.013604581758616287,353.0,-3.0,175.0,-178.0,", On Agreeing to the Amendment"
Failed,-0.012216534025035216,0.035592235985591296,-129.0,-279.0,-204.0,-75.0,", On Agreeing to the Amendment"
Failed,0.024683374125524463,0.01743483534192929,315.0,-31.0,142.0,-173.0,", On Agreeing to the Amendment"
Agreed to,0.030468836588309994,0.004777090372736788,384.0,54.0,219.0,-165.0,", On Agreeing to the Amendment"
Agreed to,0.02886813213317988,0.007898162929870249,371.0,25.0,198.0,-173.0,", On Agreeing to the Amendment"
Passed,0.02071717202160114,-0.015894548132563333,233.0,137.0,185.0,-48.0,"To extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004 relating to access to business records, individual terrorists as agents of foreign powers, and roving wiretaps until December 8, 2011, On Motion to Concur in the Senate Amendment"
Failed,0.020928496035877233,0.024326344976219404,281.0,-85.0,98.0,-183.0,", On Agreeing to the Amendment"
Agreed to,0.029100470325111066,0.012355060604110577,376.0,8.0,192.0,-184.0,", On Agreeing to the Amendment"
Agreed to,0.028699431064437234,0.0014491817137994144,349.0,71.0,210.0,-139.0,", On Agreeing to the Amendment"
Agreed to,0.030213255104894098,0.00431065968335104,375.0,53.0,214.0,-161.0,", On Agreeing to the Amendment"
Failed,0.004813292218477769,0.0322518465206556,90.0,-218.0,-64.0,-154.0,", On Agreeing to the Amendment"
Failed,0.012345829984431234,0.03880474782021656,183.0,-201.0,-9.0,-192.0,", On Agreeing to the Amendment"
Agreed to,0.030221230776990418,0.002299534434051253,384.0,70.0,227.0,-157.0,", On Agreeing to the Amendment"
Agreed to,-0.007126855821324568,-0.032663417988969316,-108.0,196.0,44.0,152.0,", On Agreeing to the Amendment"
Failed,0.022872622995817507,0.02301031655802407,306.0,-74.0,116.0,-190.0,", On Agreeing to the Amendment"
Agreed to,0.026875054351558757,-0.005092278712302539,321.0,105.0,213.0,-108.0,", On Agreeing to the Amendment"
Agreed to,0.02745574660576015,-0.007296906930965088,327.0,119.0,223.0,-104.0,", On Agreeing to the Amendment"
Failed,0.02206952224709401,0.019345348748537865,293.0,-51.0,121.0,-172.0,", On Agreeing to the Amendment"
Failed,0.022897145401502717,0.023088604575282164,306.0,-74.0,116.0,-190.0,", On Agreeing to the Amendment"
Failed,-0.019002441822490744,0.031344226814506,-208.0,-248.0,-228.0,-20.0,", On Agreeing to the Amendment"
Agreed to,0.031326351931671166,0.001805165805269127,395.0,71.0,233.0,-162.0,", On Agreeing to the Amendment"
Agreed to,-0.019196108821451344,-0.025624275393464676,-262.0,108.0,-77.0,185.0,", On Agreeing to the Amendment"
Agreed to,0.030818773225583112,0.0033200737981987694,397.0,63.0,230.0,-167.0,", On Agreeing to the Amendment"
Failed,0.0010674798158056675,0.022982416153598466,35.0,-155.0,-60.0,-95.0,", On Agreeing to the Amendment"
Agreed to,0.030556133850327693,0.008132694843245965,395.0,35.0,215.0,-180.0,", On Agreeing to the Amendment"
Agreed to,0.03041587177013762,0.0011813089320260382,375.0,73.0,224.0,-151.0,", On Agreeing to the Amendment"
Agreed to,0.03155279366393502,0.002006551747638808,401.0,69.0,235.0,-166.0,", On Agreeing to the Amendment"
Failed,-0.0274704653214656,0.00468825268808403,-344.0,-110.0,-227.0,117.0,", On Agreeing to the Amendment"
Failed,-0.029223136432543186,0.003411597567681575,-364.0,-102.0,-233.0,131.0,", On Agreeing to the Amendment"
Failed,-0.01925212669534351,0.01400569291321476,-225.0,-133.0,-179.0,46.0,", On Agreeing to the Amendment"
Failed,-0.02002015846822403,0.029593517077774033,-216.0,-234.0,-225.0,-9.0,", On Agreeing to the Amendment"
Agreed to,0.025303835242434524,-0.013213433735279275,301.0,153.0,227.0,-74.0,", On Agreeing to the Amendment"
Agreed to,0.030753899445455733,0.004623349344475728,391.0,55.0,223.0,-168.0,", On Agreeing to the Amendment"
Agreed to,0.030839003215509937,0.003613591866620861,384.0,58.0,221.0,-163.0,", On Agreeing to the Amendment"
Failed,-0.02547892673178308,-0.0020032276324374117,-313.0,-35.0,-174.0,139.0,", On Agreeing to the Amendment"
Agreed to,0.0315145676547173,0.0020392147307529587,397.0,71.0,234.0,-163.0,", On Agreeing to the Amendment"
Agreed to,0.031966843747707516,0.005582991707944201,417.0,51.0,234.0,-183.0,", On Agreeing to the Amendment"
Agreed to,0.032398001562837384,0.0054016858862272555,423.0,53.0,238.0,-185.0,", On Agreeing to the Amendment"
Agreed to,0.03186841108775545,0.006437870201793159,415.0,45.0,230.0,-185.0,", On Agreeing to the Amendment"
Agreed to,0.032260614503543235,0.0035371344992862225,413.0,63.0,238.0,-175.0,", On Agreeing to the Amendment"
Failed,-0.009998650883333578,0.007836900986778765,-115.0,-63.0,-89.0,26.0,", On Agreeing to the Amendment"
Failed,-0.021055583181760807,0.02115931842552227,-247.0,-183.0,-215.0,32.0,", On Agreeing to the Amendment"
Failed,0.01768486202383691,0.030708060898599492,245.0,-135.0,55.0,-190.0,", On Agreeing to the Amendment"
Failed,-0.02542024100221943,0.007588421394458046,-309.0,-113.0,-211.0,98.0,", On Agreeing to the Amendment"
Failed,-0.01043211888485557,0.04182752857193453,-97.0,-289.0,-193.0,-96.0,", On Agreeing to the Amendment"
Failed,0.0012882904580111309,0.04287702050313937,44.0,-274.0,-115.0,-159.0,", On Agreeing to the Amendment"
Failed,0.02149538732744226,0.020649486904744642,282.0,-66.0,108.0,-174.0,", On Agreeing to the Amendment"
Failed,-0.01909736151251479,0.030011392073236897,-211.0,-251.0,-231.0,-20.0,", On Agreeing to the Amendment"
Failed,-0.029035534449558125,2.4602502869309865e-05,-353.0,-77.0,-215.0,138.0,", On Agreeing to the Amendment"
Agreed to,0.03236410939975132,0.005046101196950026,421.0,55.0,238.0,-183.0,", On Agreeing to the Amendment"
Agreed to,0.027528931676124992,0.011704627944475778,359.0,5.0,182.0,-177.0,", On Agreeing to the Amendment"
Failed,-0.012713787279889968,0.03248765050720822,-134.0,-242.0,-188.0,-54.0,", On Agreeing to the Amendment"
Agreed to,0.029450498483079728,0.007896303851892513,372.0,30.0,201.0,-171.0,", On Agreeing to the Amendment"
Failed,-0.018446590641706877,0.0039961917868825345,-216.0,-56.0,-136.0,80.0,", On Agreeing to the Amendment"
Agreed to,0.028783608409789923,-0.008451008035361664,340.0,128.0,234.0,-106.0,", On Agreeing to the Amendment"
Agreed to,0.020591604614426186,0.001550949306299492,261.0,57.0,159.0,-102.0,", On Agreeing to the Amendment"
Failed,-0.010096218291112371,0.048813708578725155,-90.0,-362.0,-226.0,-136.0,", On Agreeing to the Amendment"
Failed,-0.017022020652366666,0.03685955168983977,-177.0,-277.0,-227.0,-50.0,", On Agreeing to the Amendment"
Agreed to,0.030784590404277362,0.004759659304067958,385.0,53.0,219.0,-166.0,", On Agreeing to the Amendment"
Agreed to,0.029770501377487907,0.007383121337911527,379.0,35.0,207.0,-172.0,", On Agreeing to the Amendment"
Agreed to,0.0321083916372147,0.004707749638251974,414.0,56.0,235.0,-179.0,", On Agreeing to the Amendment"
Failed,0.003663847880305007,0.04620611548152913,77.0,-299.0,-111.0,-188.0,", On Agreeing to the Amendment"
Agreed to,0.028994706760047423,0.0047118147685098165,360.0,48.0,204.0,-156.0,", On Agreeing to the Amendment"
Agreed to,0.0283134083373418,0.005885604466790319,348.0,40.0,194.0,-154.0,", On Agreeing to the Amendment"
Agreed to,0.012813961637969351,-0.006686832006067225,157.0,103.0,130.0,-27.0,", On Agreeing to the Amendment"
Failed,0.02786006017406937,0.012447423710987589,368.0,0.0,184.0,-184.0,", On Agreeing to the Amendment"
Agreed to,0.0305059047364907,0.005911359994517892,390.0,46.0,218.0,-172.0,", On Agreeing to the Amendment"
Failed,-0.01708268199021254,0.036052418231751635,-180.0,-268.0,-224.0,-44.0,", On Agreeing to the Amendment"
Agreed to,0.030371847557365307,0.0052341263581960375,384.0,50.0,217.0,-167.0,", On Agreeing to the Amendment"
Agreed to,0.02138611362331017,-0.005544011253854977,260.0,100.0,180.0,-80.0,", On Agreeing to the Amendment"
Agreed to,0.02922691909709128,0.00149592081379004,371.0,69.0,220.0,-151.0,", On Agreeing to the Amendment"
Agreed to,0.0312884881954494,0.0032693954533867093,399.0,65.0,232.0,-167.0,", On Agreeing to the Amendment"
Failed,0.024600937682017678,0.017854914685375353,327.0,-39.0,144.0,-183.0,", On Agreeing to the Amendment"
Agreed to,0.0171517274576733,-0.01466596905077568,201.0,149.0,175.0,-26.0,", On Agreeing to the Amendment"
Agreed to,0.02925318340879572,0.0033500737480159815,360.0,58.0,209.0,-151.0,", On Agreeing to the Amendment"
Agreed to,0.028444591332496834,0.0033238555132794807,348.0,56.0,202.0,-146.0,", On Agreeing to the Amendment"
Agreed to,0.03033528150670564,0.005651820640217624,387.0,47.0,217.0,-170.0,", On Agreeing to the Amendment"
Agreed to,0.0318482526383065,0.004613005524728247,411.0,57.0,234.0,-177.0,", On Agreeing to the Amendment"
Failed,0.026777287288364718,0.012781230423286688,344.0,-4.0,170.0,-174.0,", On Agreeing to the Amendment"
Agreed to,0.030411623347968847,-0.0009664608879673513,373.0,87.0,230.0,-143.0,", On Agreeing to the Amendment"
Agreed to,0.03182367001129756,0.0048176070239730785,411.0,55.0,233.0,-178.0,", On Agreeing to the Amendment"
Failed,-0.019559576345275383,0.020774365199336182,-221.0,-179.0,-200.0,21.0,", On Agreeing to the Amendment"
Failed,0.008232033686373787,0.042141220834862936,133.0,-235.0,-51.0,-184.0,", On Agreeing to the Amendment"
Failed,0.02479508122385844,0.018833668877145264,326.0,-44.0,141.0,-185.0,", On Agreeing to the Amendment"
Agreed to,0.03168518103094821,0.006003531594308154,418.0,48.0,233.0,-185.0,", On Agreeing to the Amendment"
Failed,-0.03213385362909999,-0.005902960773325973,-424.0,-52.0,-238.0,186.0,"Making appropriations for the Department of Defense and the other departments and agencies of the Government for the fisal year ending September 30, 2011, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.031755703953028507,0.006208832113332268,419.0,45.0,232.0,-187.0,"Making appropriations for the Department of Defense and the other departments and agencies of the Government for the fisal year ending September 30, 2011, and for other purposes, On Passage"
Passed,0.007137418993479838,-0.055109030404303476,50.0,402.0,226.0,176.0,"Federal Courts Jurisdiction and Venue Clarification Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.006741564671810567,-0.05528936148664347,44.0,396.0,220.0,176.0,"Federal Restricted Buildings and Grounds Improvement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.006478526591280422,-0.05515329315151283,40.0,392.0,216.0,176.0,"Removal Clarification Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.031726795767008965,0.004081210620105847,406.0,62.0,234.0,-172.0,"Providing for consideration of the joint resolution (H.J.Res. 44) making further continuing appropriations for fiscal year 2011, and for other purposes, On Ordering the Previous Question"
Passed,0.03112425742874721,0.000665459610759576,391.0,81.0,236.0,-155.0,"Providing for consideration of the joint resolution (H.J.Res. 44) making further continuing appropriations for fiscal year 2011, and for other purposes, On Agreeing to the Resolution"
Failed,-0.03188672685553699,-0.0019298593523238907,-399.0,-73.0,-236.0,163.0,"Making further continuing appropriations for fiscal year 2011, On Motion to Recommit with Instructions"
Passed,0.01930526566612402,-0.031071571699133847,206.0,244.0,225.0,19.0,"Making further continuing appropriations for fiscal year 2011, On Passage"
Passed,0.03119000225020293,-0.0002928070045509412,389.0,87.0,238.0,-151.0,"Providing for consideration of the bill (H.R. 662) to provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, On Agreeing to the Resolution"
Passed,0.03233619611241511,0.0049779588891658575,420.0,58.0,239.0,-181.0,"Providing for consideration of the bill (H.R. 4) to repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes, On Ordering the Previous Question"
Passed,0.031849319460650956,0.0013952941082433163,399.0,77.0,238.0,-161.0,"Providing for consideration of the bill (H.R. 4) to repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes, On Agreeing to the Resolution"
Agreed to,0.007248286385455142,-0.05746646925580109,50.0,422.0,236.0,186.0,", On Agreeing to the Amendment"
Failed,-0.03207398483017927,-0.004150005880562607,-413.0,-65.0,-239.0,174.0,"Surface Transportation Extension Act of 2011, On Motion to Recommit with Instructions"
Passed,0.006680222668391802,-0.057637012021390883,41.0,417.0,229.0,188.0,"Surface Transportation Extension Act of 2011, On Passage"
Passed,0.03207517831687079,0.004484781482536287,414.0,62.0,238.0,-176.0,"Small Business Paperwork Mandate Elimination Act of 2011, On Motion to Table the Appeal of the Ruling of the Chair"
Passed,0.024173976970978655,-0.02157069213245678,274.0,202.0,238.0,-36.0,"Small Business Paperwork Mandate Elimination Act of 2011, On Passage"
Passed,0.005713462863749926,-0.05486636618631612,29.0,389.0,209.0,180.0,"Dental Emergency Responder Act of 2011, On Motion to Suspend the Rules and Pass"
Passed,-0.01635631836122735,-0.031008763452777734,-228.0,142.0,-43.0,185.0,"Veterinary Public Health Amendments Act of 2011, On Motion to Suspend the Rules and Pass"
Passed,0.031762787060689336,0.006357813263215473,419.0,49.0,234.0,-185.0,"Providing for consideration of the bill (H.R. 830) to rescind the unobligated funding for the FHA Refinance Program and to terminate the program, On Ordering the Previous Question"
Passed,0.03136644287116095,0.00414594993054073,402.0,60.0,231.0,-171.0,"Providing for consideration of the bill (H.R. 830) to rescind the unobligated funding for the FHA Refinance Program and to terminate the program, On Agreeing to the Resolution"
Passed,0.013135265415410564,-0.0304330604509946,141.0,235.0,188.0,47.0,", On Approving the Journal"
Failed,-0.03201011763130155,-0.004512558850300445,-413.0,-59.0,-236.0,177.0,", On Agreeing to the Amendment"
Agreed to,-0.016158144982009803,-0.02755774898748899,-211.0,131.0,-40.0,171.0,", On Agreeing to the Amendment"
Failed,-0.032452597275739604,-0.004905449742596501,-420.0,-58.0,-239.0,181.0,"FHA Refinance Program Termination Act, On Motion to Recommit with Instructions"
Passed,0.03140889836374367,-0.0002797334236579513,390.0,84.0,237.0,-153.0,"FHA Refinance Program Termination Act, On Passage"
Failed,-0.030366648943041766,-0.004904221142333491,-386.0,-52.0,-219.0,167.0,", On Agreeing to the Amendment"
Failed,-0.03178318380180267,-0.005318110234361012,-418.0,-56.0,-237.0,181.0,"To rescind the unobligated funding for the Emergency Mortgage Relief Program and to terminate the program, On Motion to Recommit with Instructions"
Passed,0.031201029508022622,0.0033736335618746466,400.0,64.0,232.0,-168.0,"To rescind the unobligated funding for the Emergency Mortgage Relief Program and to terminate the program, On Passage"
Passed,0.008214360170776031,-0.053828270024843874,62.0,394.0,228.0,166.0,"To designate the facility of the United States Postal Service located at 12781 Sir Francis Drake Boulevard in Inverness, California, as the “Specialist Jake Robert Velloza Post Office”, On Motion to Suspend the Rules and Pass"
Passed,0.008066338707082869,-0.054149522792432674,60.0,396.0,228.0,168.0,"Providing for the acceptance of a statue of Gerald R. Ford from the people of Michigan for placement in the United States Capitol, On Motion to Suspend the Rules and Agree"
Passed,0.031684629574121576,0.004521173028678944,412.0,60.0,236.0,-176.0,"Providing for consideration of the joint resolution (H.J.Res. 48) making further continuing appropriations for fiscal year 2011, and for other purposes, On Agreeing to the Resolution"
Failed,-0.03240603890534449,-0.0066005615386953145,-427.0,-49.0,-238.0,189.0,"Making further continuing appropriations for fiscal year 2011, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.013880572298071896,-0.016800967722236878,151.0,113.0,132.0,-19.0,"Making further continuing appropriations for fiscal year 2011, and for other purposes, On Passage"
Passed,0.029774299171902798,0.007120237887189275,391.0,35.0,213.0,-178.0,"Providing for an adjournment or recess of the two Houses, On Agreeing to the Resolution"
Passed,0.03183216686931536,0.004632779748949583,415.0,61.0,238.0,-177.0,"Rule providing for consideration of H.R. 839, the HAMP Termination Act; H.R. 861, the NSP Termination Act, On Agreeing to the Resolution"
Failed,-0.031928323099571554,-0.0048158045077074255,-415.0,-57.0,-236.0,179.0,"NSP Termination Act, On Motion to Rise and Recommend that the Enacting Clause Be Stricken"
Failed,-0.03211400773902469,-0.004386005756821987,-417.0,-61.0,-239.0,178.0,", On Agreeing to the Amendment"
Failed,-0.030918421304578007,-0.0017102062998962811,-392.0,-74.0,-233.0,159.0,", On Agreeing to the Amendment"
Failed,-0.03134721688383773,-0.0023392394038531596,-403.0,-71.0,-237.0,166.0,", On Agreeing to the Amendment"
Failed,-0.031729173575653184,-0.0031046457142725474,-407.0,-67.0,-237.0,170.0,", On Agreeing to the Amendment"
Failed,-0.028007638234561094,0.005491183126562231,-357.0,-119.0,-238.0,119.0,"NSP Termination Act, On Motion to Recommit with Instructions"
Passed,0.031707137327107206,0.00451458936745939,411.0,59.0,235.0,-176.0,"NSP Termination Act, On Passage"
Passed,0.03115063380145228,0.005421306812073938,410.0,54.0,232.0,-178.0,"Providing for consideration of the bill (H.R. 1076) to prohibit Federal funding of National Public Radio and the use of Federal funds to acquire radio content, On Ordering the Previous Question"
Passed,0.03153268446499832,0.0053988806156289775,415.0,55.0,235.0,-180.0,"Providing for consideration of the bill (H.R. 1076) to prohibit Federal funding of National Public Radio and the use of Federal funds to acquire radio content, On Agreeing to the Resolution"
Failed,-0.03169007299814984,-0.00591225881701333,-419.0,-51.0,-235.0,184.0,"To prohibit Federal funding of National Public Radio and the use of Federal funds to acquire radio content, On Motion to Recommit with Instructions"
Passed,0.030792913579738877,0.007697361585529801,407.0,35.0,221.0,-186.0,"To prohibit Federal funding of National Public Radio and the use of Federal funds to acquire radio content, On Passage"
Failed,-0.018501424368537227,0.030017789692688215,-199.0,-229.0,-214.0,-15.0,"Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Forces from Afghanistan, On Agreeing to the Resolution"
Agreed to,0.030522313292240807,0.00100474650161548,389.0,77.0,233.0,-156.0,", On Agreeing to the Amendment"
