Boehner,0.032482320179977896,0.006387083247926802,432.0,50.0,241.0,-191.0,", Election of the Speaker"
Passed,0.03170398751789031,0.0029166687279786356,398.0,66.0,232.0,-166.0,"Providing for further consideration of H.R. 4310, National Defense Authorization Act for Fiscal Year 2013, On Agreeing to the Resolution"
Passed,0.009075244846717892,-0.05437828629904688,72.0,390.0,231.0,159.0,"Expressing the sense of the House of Representatives regarding the importance of preventing the Government of Iran from acquiring a nuclear weapons capability, On Motion to Suspend the Rules and Agree, as Amended"
Passed,0.005120678442981167,-0.05548449462019001,24.0,384.0,204.0,180.0,"To extend the National Flood Insurance Program, and for other purposes, On Motion to Suspend the Rules and Pass"
Failed,0.0017974862221199588,0.04096809538991487,51.0,-251.0,-100.0,-151.0,", On Agreeing to the Amendment"
Failed,-0.021031069188724154,0.023421606463762353,-234.0,-190.0,-212.0,22.0,", On Agreeing to the Amendment"
Agreed to,0.0074115031598842454,-0.05645338528866919,53.0,411.0,232.0,179.0,", On Agreeing to the Amendment"
Agreed to,0.029350135953347966,-0.0010163050515917494,355.0,77.0,216.0,-139.0,", On Agreeing to the Amendment"
Agreed to,0.028027695984204428,0.01291162132323485,362.0,2.0,182.0,-180.0,", On Agreeing to the Amendment"
Failed,-0.021102394242383422,0.02353923836020883,-236.0,-196.0,-216.0,20.0,", On Agreeing to the Amendment"
Failed,-0.027429805297499388,0.0036459295379331026,-333.0,-87.0,-210.0,123.0,", On Agreeing to the Amendment"
Failed,-0.02812982443291029,-0.0011130469641095013,-344.0,-56.0,-200.0,144.0,", On Agreeing to the Amendment"
Agreed to,0.029974476617035523,0.0010829829519038733,376.0,70.0,223.0,-153.0,", On Agreeing to the Amendment"
Failed,0.027829695900220643,0.013197964039069978,362.0,-2.0,180.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.026772377932780016,-0.006163428729325586,-341.0,-37.0,-189.0,152.0,", On Agreeing to the Amendment"
Failed,-0.0022340315238678307,0.016152959854327204,-10.0,-92.0,-51.0,-41.0,", On Agreeing to the Amendment"
Failed,-0.02899700344251018,-0.0028929232488799643,-369.0,-61.0,-215.0,154.0,", On Agreeing to the Amendment"
Agreed to,0.003171308302690771,-0.05403263707253123,3.0,367.0,185.0,182.0,", On Agreeing to the Amendment"
Failed,-0.015359086441268818,0.023057816670700403,-173.0,-185.0,-179.0,-6.0,", On Agreeing to the Amendment"
Failed,-0.029447044811970146,0.004065207635362372,-357.0,-101.0,-229.0,128.0,", On Agreeing to the Amendment"
Failed,-0.031011554807249105,-0.002071667312962759,-390.0,-70.0,-230.0,160.0,", On Agreeing to the Amendment"
Agreed to,0.03120793792768309,0.0030098647053780113,395.0,61.0,228.0,-167.0,", On Agreeing to the Amendment"
Agreed to,0.02883819160316436,0.008366287471115123,376.0,18.0,197.0,-179.0,", On Agreeing to the Amendment"
Failed,-0.02762416796075733,0.003821631683038153,-332.0,-82.0,-207.0,125.0,", On Agreeing to the Amendment"
Agreed to,0.030444299257421915,0.00836842264506021,398.0,36.0,217.0,-181.0,", On Agreeing to the Amendment"
Agreed to,-0.019891437030366707,-0.009091234231591663,-256.0,30.0,-113.0,143.0,", On Agreeing to the Amendment"
Failed,-0.018649876729330765,0.03352856033380545,-201.0,-267.0,-234.0,-33.0,", On Agreeing to the Amendment"
Agreed to,0.030310932319562396,0.003219282435659064,378.0,60.0,219.0,-159.0,", On Agreeing to the Amendment"
Failed,-0.011387964262230883,0.025161117538766858,-119.0,-179.0,-149.0,-30.0,", On Agreeing to the Amendment"
Agreed to,0.029748722038506592,0.0005106831138551333,369.0,75.0,222.0,-147.0,", On Agreeing to the Amendment"
Agreed to,0.012489150341461268,-0.045785423316629534,123.0,341.0,232.0,109.0,", On Agreeing to the Amendment"
Failed,-0.031661582313968616,-0.005542886705712216,-414.0,-54.0,-234.0,180.0,"National Defense Authorization Act for Fiscal Year 2013, On Motion to Recommit with Instructions"
Passed,0.021009530508913934,-0.021597488898751068,234.0,178.0,206.0,-28.0,"National Defense Authorization Act for Fiscal Year 2013, On Passage"
Passed,0.02972298113632158,-0.004650433094129229,359.0,109.0,234.0,-125.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Barrow Motion to Instruct Conferees"
Passed,-0.02029802733165015,-0.021311494347151138,-270.0,76.0,-97.0,173.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Rahall Motion to Instruct Conferees"
Passed,0.006995385704672089,-0.0537945128837972,48.0,382.0,215.0,167.0,"Prescription Drug User Fee Amendments of 2012, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.007053699984582094,-0.05425270651202214,48.0,388.0,218.0,170.0,"Servicemember Family Protection Act, On Motion to Suspend the Rules and Pass"
Passed,0.006955933916142012,-0.05455860901107875,47.0,389.0,218.0,171.0,"Jamie Zapata Border Enforcement Security Task Force Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.03129753115835574,0.005910997817521024,409.0,53.0,231.0,-178.0,"Providing for consideration of the bills (H.R. 5743) Intelligence Authorization Act for FY 2013; (H.R. 5854) Military construction, the Department of Veterans Affairs Appropriation; (H.R. 5855) Department of Homeland Security Appropriation; and (H.R. 5325) Energy and Water Development Appropriation, On Ordering the Previous Question"
Passed,0.030429660724079995,0.0007242507650687066,384.0,80.0,232.0,-152.0,"Providing for consideration of the bills (H.R. 5743) Intelligence Authorization Act for FY 2013; (H.R. 5854) Military construction, the Department of Veterans Affairs Appropriation; (H.R. 5855) Department of Homeland Security Appropriation; and (H.R. 5325) Energy and Water Development Appropriation, On Agreeing to the Resolution"
Failed,0.029553672693435652,-0.00017447872625248983,360.0,78.0,219.0,-141.0,"Prenatal Non-discrimination Act (PRENDA) of 2012, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.031017692772852042,-0.005483921900151356,-405.0,-55.0,-230.0,175.0,"Intelligence Authorization Act for Fiscal Year 2013, On Motion to Recommit with Instructions"
Passed,0.009605347901976681,-0.05028963815446011,76.0,358.0,217.0,141.0,"Intelligence Authorization Act for Fiscal Year 2013, On Passage"
Agreed to,-0.02638539096066063,-0.015545007418597248,-346.0,20.0,-163.0,183.0,", On Agreeing to the Amendment"
Failed,0.023544894809839484,0.020845510001907108,313.0,-57.0,128.0,-185.0,", On Agreeing to the Amendment"
Failed,-0.03133279556350861,-0.00721707977545324,-412.0,-42.0,-227.0,185.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2013, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.006693369871590088,-0.056100872193613496,42.0,394.0,218.0,176.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2013, and for other purposes, On Passage"
Agreed to,0.005593087936672963,-0.0013844214230552061,68.0,40.0,54.0,-14.0,", On Agreeing to the Amendment"
Agreed to,0.023043667765654786,0.0077246697841158235,292.0,18.0,155.0,-137.0,", On Agreeing to the Amendment"
Failed,-0.027678390289106004,0.0016903164940517946,-332.0,-84.0,-208.0,124.0,", On Agreeing to the Amendment"
Failed,0.014006859452001572,0.027934753481369576,190.0,-126.0,32.0,-158.0,", On Agreeing to the Amendment"
Failed,0.016503024805658104,0.02661525441497953,221.0,-105.0,58.0,-163.0,", On Agreeing to the Amendment"
Failed,0.0122739252242019,0.03384875135116295,174.0,-162.0,6.0,-168.0,", On Agreeing to the Amendment"
Failed,-0.024538465289626835,-0.00819805356509296,-313.0,-17.0,-165.0,148.0,", On Agreeing to the Amendment"
Failed,-0.02634208470273873,0.003091764130816455,-318.0,-88.0,-203.0,115.0,", On Agreeing to the Amendment"
Failed,-0.025444153233703477,0.006562458211830632,-302.0,-106.0,-204.0,98.0,", On Agreeing to the Amendment"
Failed,0.005215584385417434,0.03334790029724752,89.0,-175.0,-43.0,-132.0,", On Agreeing to the Amendment"
Failed,-0.025966568627405668,0.008939258045803164,-306.0,-126.0,-216.0,90.0,", On Agreeing to the Amendment"
Failed,0.0039788997101131394,0.024558924514886716,69.0,-111.0,-21.0,-90.0,", On Agreeing to the Amendment"
Failed,-0.02711101605770232,0.0015081576680161378,-343.0,-83.0,-213.0,130.0,", On Agreeing to the Amendment"
Failed,0.018478870226287684,0.0176314285169497,228.0,-48.0,90.0,-138.0,", On Agreeing to the Amendment"
Agreed to,0.016930700448530296,-0.035886661856933205,180.0,288.0,234.0,54.0,", On Agreeing to the Amendment"
Agreed to,0.018538011874573476,-0.02982869073652717,201.0,245.0,223.0,22.0,", On Agreeing to the Amendment"
Agreed to,0.0153699743049126,-0.039732276665082694,160.0,304.0,232.0,72.0,", On Agreeing to the Amendment"
Agreed to,0.02902501972990088,0.0010305465783450977,362.0,74.0,218.0,-144.0,", On Agreeing to the Amendment"
Failed,-0.0269835475049604,0.005682727383844004,-328.0,-110.0,-219.0,109.0,", On Agreeing to the Amendment"
Agreed to,0.005699613222455032,-0.031713841644756186,57.0,239.0,148.0,91.0,", On Agreeing to the Amendment"
Failed,-0.029284618632253692,0.0041096561785877,-351.0,-103.0,-227.0,124.0,", On Agreeing to the Amendment"
Failed,0.00731450543566423,0.029535828104437438,110.0,-146.0,-18.0,-128.0,", On Agreeing to the Amendment"
Failed,-0.013189974213489082,0.01110690256757865,-149.0,-81.0,-115.0,34.0,", On Agreeing to the Amendment"
Agreed to,-0.009709343593122343,-0.0069156459117284625,-124.0,28.0,-48.0,76.0,", On Agreeing to the Amendment"
Failed,-0.029878462313826692,-0.004510035097085138,-385.0,-55.0,-220.0,165.0,", On Agreeing to the Amendment"
Failed,-0.025464398455393045,0.012630891708336523,-297.0,-143.0,-220.0,77.0,", On Agreeing to the Amendment"
Failed,-0.024638308431995257,0.0012413026982192312,-308.0,-70.0,-189.0,119.0,", On Agreeing to the Amendment"
Failed,0.015166247044799349,0.030585662558361815,205.0,-135.0,35.0,-170.0,", On Agreeing to the Amendment"
Failed,0.018136109625550154,0.027256985794444574,240.0,-104.0,68.0,-172.0,", On Agreeing to the Amendment"
Failed,0.014101609852249317,0.03596071928450511,198.0,-168.0,15.0,-183.0,", On Agreeing to the Amendment"
Failed,0.01626584174402232,0.03051985899359426,220.0,-130.0,45.0,-175.0,", On Agreeing to the Amendment"
Failed,0.023954656730545067,0.020180957241392943,315.0,-51.0,132.0,-183.0,", On Agreeing to the Amendment"
Failed,-0.0014609342886887956,0.029806845744021333,0.0,-188.0,-94.0,-94.0,", On Agreeing to the Amendment"
Agreed to,-0.01880883619003092,-0.0026826730409616885,-225.0,1.0,-112.0,113.0,", On Agreeing to the Amendment"
Failed,-0.03147052721721182,-0.0066612782417705355,-414.0,-48.0,-231.0,183.0,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2013, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.022775295955597148,-0.0077825472560310634,267.0,89.0,178.0,-89.0,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2013, and for other purposes, On Passage"
Passed,0.016617101703553957,-0.006969633561910245,193.0,105.0,149.0,-44.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Flake Motion to Instruct Conferees"
Failed,-0.029439687267822708,-0.007208305694904041,-382.0,-34.0,-208.0,174.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Doggett Motion to Instruct Conferees"
Failed,-0.030036796308431948,0.0041022660392439365,-364.0,-106.0,-235.0,129.0,", On Agreeing to the Amendment"
Failed,0.014764069389267293,0.031041542113738874,201.0,-133.0,34.0,-167.0,", On Agreeing to the Amendment"
Failed,-0.025118501862501565,-0.00011393364435921256,-307.0,-67.0,-187.0,120.0,", On Agreeing to the Amendment"
Agreed to,-0.021080010167565236,-0.011092624737427913,-277.0,9.0,-134.0,143.0,", On Agreeing to the Amendment"
Failed,-0.029661241236908432,0.0024486431992986387,-359.0,-95.0,-227.0,132.0,", On Agreeing to the Amendment"
Failed,-0.026883501517981405,0.005117854633356473,-335.0,-105.0,-220.0,115.0,", On Agreeing to the Amendment"
Failed,-0.025615059236797636,0.007859040670849722,-315.0,-129.0,-222.0,93.0,", On Agreeing to the Amendment"
Agreed to,0.019979129164029316,-0.020789075117784554,225.0,189.0,207.0,-18.0,", On Agreeing to the Amendment"
Agreed to,0.02595706337696703,0.003712844879168179,322.0,44.0,183.0,-139.0,", On Agreeing to the Amendment"
Failed,-0.031094771173546237,-0.0006258601960195281,-386.0,-82.0,-234.0,152.0,", On Agreeing to the Amendment"
Failed,-0.011850714147175017,0.040351478370647266,-117.0,-295.0,-206.0,-89.0,", On Agreeing to the Amendment"
Failed,-0.02283802947013102,0.00738157033669331,-284.0,-116.0,-200.0,84.0,", On Agreeing to the Amendment"
Failed,-0.028303433700265373,0.0001423787808269919,-353.0,-79.0,-216.0,137.0,", On Agreeing to the Amendment"
Passed,0.031787447803167015,0.004507594497868986,407.0,61.0,234.0,-173.0,"Providing for consideration of the bill (H.R. 436) to amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices, and providing for consideration of the bill (H.R. 5882) making appropriations for the Legislative Branch for fiscal year ending September 30, 2013, and for other purposes, On Ordering the Previous Question"
Passed,0.031415989605840994,0.0029526148154575466,398.0,68.0,233.0,-165.0,"Providing for consideration of the bill (H.R. 436) to amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices, and providing for consideration of the bill (H.R. 5882) making appropriations for the Legislative Branch for fiscal year ending September 30, 2013, and for other purposes, On Agreeing to the Resolution"
Failed,-0.03155686623902465,-0.0041829150624814095,-402.0,-60.0,-231.0,171.0,"Protect Medical Innovation Act of 2012, On Motion to Recommit with Instructions"
Passed,0.028532882993268355,-0.00754759551058062,343.0,123.0,233.0,-110.0,"Protect Medical Innovation Act of 2012, On Passage"
Agreed to,0.028950469081334126,0.007241313038309647,369.0,35.0,202.0,-167.0,", On Agreeing to the Amendment"
Agreed to,0.030420558071400258,0.003310252543885685,386.0,62.0,224.0,-162.0,", On Agreeing to the Amendment"
Failed,0.015029911260830588,0.032404666331673236,211.0,-151.0,30.0,-181.0,", On Agreeing to the Amendment"
Failed,0.021881852823327726,0.013073993533496468,288.0,-6.0,141.0,-147.0,", On Agreeing to the Amendment"
Agreed to,0.03059141965275175,-0.0005052735955700081,376.0,86.0,231.0,-145.0,", On Agreeing to the Amendment"
Failed,0.00934032203009076,0.03985986280520877,143.0,-213.0,-35.0,-178.0,", On Agreeing to the Amendment"
Failed,0.0034310483240668674,0.03831840090903154,67.0,-217.0,-75.0,-142.0,", On Agreeing to the Amendment"
Failed,-0.03045915480680925,0.00045607838745347984,-380.0,-86.0,-233.0,147.0,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2013, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.028318214592243054,0.001541713019926576,351.0,51.0,201.0,-150.0,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2013, and for other purposes, On Passage"
Agreed to,0.022417029566503918,0.008492709457914869,274.0,20.0,147.0,-127.0,", On Agreeing to the Amendment"
Agreed to,0.026381149545284078,0.008496957503457716,337.0,25.0,181.0,-156.0,", On Agreeing to the Amendment"
Agreed to,0.023615165988178515,0.011501445465435902,297.0,1.0,149.0,-148.0,", On Agreeing to the Amendment"
Failed,-0.02930760305043061,-0.004604008949198079,-367.0,-51.0,-209.0,158.0,", On Agreeing to the Amendment"
Failed,0.0016780740176069796,0.018266513047800734,27.0,-113.0,-43.0,-70.0,", On Agreeing to the Amendment"
Failed,-0.020038308859655563,0.02092516314791205,-250.0,-208.0,-229.0,21.0,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2013, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.015955256950683807,-0.02645459290842082,179.0,205.0,192.0,13.0,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2013, and for other purposes, On Passage"
Failed,0.0071364252578922475,0.042564390541158015,115.0,-241.0,-63.0,-178.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Broun of Georgia Motion to Instruct Conferees"
Passed,0.006596048387023035,-0.052522382558634256,46.0,380.0,213.0,167.0,"To provide for the conveyance of certain parcels of land to the town of Alta, Utah, On Motion to Suspend the Rules and Pass"
Passed,0.0072198554664767685,-0.05200348955455192,54.0,380.0,217.0,163.0,"To modify a land grant patent issued by the Secretary of the Interior, On Motion to Suspend the Rules and Pass"
Passed,0.03149743356454389,0.004642938633133142,404.0,60.0,232.0,-172.0,"Providing for consideration of the bill (H.R. 2578) to amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California, and for other purposes, On Ordering the Previous Question"
Passed,0.03127209868978992,0.0036862527313094606,403.0,65.0,234.0,-169.0,"Providing for consideration of the bill (H.R. 2578) to amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California, and for other purposes, On Agreeing to the Resolution"
Failed,-0.030296916238579767,-0.004942246141991883,-384.0,-52.0,-218.0,166.0,", On Agreeing to the Amendment"
Failed,-0.02988568784107347,0.004980814550641135,-358.0,-112.0,-235.0,123.0,", On Agreeing to the Amendment"
Failed,-0.03134115784823106,-0.002158998791102112,-388.0,-70.0,-229.0,159.0,", On Agreeing to the Amendment"
Failed,-0.031734852365250026,-0.006648232049531895,-418.0,-46.0,-232.0,186.0,"To amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.028734959336059223,0.0047963811566573995,351.0,43.0,197.0,-154.0,"To amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California, and for other purposes, On Passage"
Passed,0.017228959508941547,-0.032948338340911806,191.0,265.0,228.0,37.0,"Gila Bend Indian Reservation Lands Replacement Clarification Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.03204548685370115,0.004802619121833409,413.0,59.0,236.0,-177.0,"Providing for consideration of the bill (H.R. 4480), the Strategic Energy Production Act, On Ordering the Previous Question"
Passed,0.03180891282465079,0.00320078358264929,403.0,67.0,235.0,-168.0,"Providing for consideration of the bill (H.R. 4480), the Strategic Energy Production Act, On Agreeing to the Resolution"
Passed,0.0010381449498262875,-0.05207329208971769,-24.0,352.0,164.0,188.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Walz of Minnesota Motion to Instruct Conferees"
Agreed to,0.03074280439994134,-0.0011806099690908362,378.0,90.0,234.0,-144.0,", On Agreeing to the Amendment"
Failed,-0.030434869586053237,0.0004828450212687493,-373.0,-85.0,-229.0,144.0,", On Agreeing to the Amendment"
Failed,-0.030983219805896148,-0.003116880468091537,-389.0,-65.0,-227.0,162.0,", On Agreeing to the Amendment"
Failed,-0.029579294174561222,-0.0023348980749071904,-374.0,-70.0,-222.0,152.0,", On Agreeing to the Amendment"
Failed,-0.030789660532799773,0.0013963074396304688,-379.0,-91.0,-235.0,144.0,", On Agreeing to the Amendment"
Failed,-0.029451551995320784,0.001992256561705946,-352.0,-92.0,-222.0,130.0,", On Agreeing to the Amendment"
Failed,-0.03074375942153401,-0.00736587481209112,-400.0,-40.0,-220.0,180.0,", On Agreeing to the Amendment"
Agreed to,0.02947974806835876,-0.0024266174254585627,359.0,95.0,227.0,-132.0,", On Agreeing to the Amendment"
Failed,-0.02755685214100331,0.0026007006203102065,-337.0,-95.0,-216.0,121.0,", On Agreeing to the Amendment"
Agreed to,0.027408850199229243,0.0002711825312339709,345.0,71.0,208.0,-137.0,", On Agreeing to the Amendment"
Agreed to,0.028492624210880176,-0.006471150645280822,341.0,117.0,229.0,-112.0,", On Agreeing to the Amendment"
Failed,-0.02967986794605562,0.00040152245162003176,-360.0,-82.0,-221.0,139.0,", On Agreeing to the Amendment"
Agreed to,0.029538397989745998,-0.002251277224927103,361.0,95.0,228.0,-133.0,", On Agreeing to the Amendment"
Failed,-0.030653591369397933,-0.006115752524808004,-393.0,-47.0,-220.0,173.0,", On Agreeing to the Amendment"
Failed,-0.03071408937047942,0.0016071995040458217,-374.0,-92.0,-233.0,141.0,", On Agreeing to the Amendment"
Failed,-0.03048070987586021,0.0017432815131559855,-373.0,-93.0,-233.0,140.0,", On Agreeing to the Amendment"
Failed,-0.030977642883321856,-0.005273879407097729,-401.0,-55.0,-228.0,173.0,", On Agreeing to the Amendment"
Failed,-0.030541042346148278,-0.0009641775441849272,-381.0,-77.0,-229.0,152.0,"Strategic Energy Production Act of 2012, On Motion to Recommit with Instructions"
Passed,0.029860707030381354,-0.0005969897754056188,364.0,84.0,224.0,-140.0,"Strategic Energy Production Act of 2012, On Passage"
Passed,0.025711155819212645,-0.007627505873734782,302.0,122.0,212.0,-90.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On McKinley of West Virginia Motion to Instruct Conferees"
Passed,0.02987760617677697,0.004244480761837923,392.0,58.0,225.0,-167.0,"Providing for consideration of H.R. 5973, Agriculture Appropriations 2013, and providing for consideration of H.R. 5972, Transportation, and Housing and Urban Development Appropriations 2013, On Ordering the Previous Question"
Passed,0.029904674414333157,0.003256038875406441,387.0,63.0,225.0,-162.0,"Providing for consideration of H.R. 5973, Agriculture Appropriations 2013, and providing for consideration of H.R. 5972, Transportation, and Housing and Urban Development Appropriations 2013, On Agreeing to the Resolution"
Failed,-0.029053072894273793,-0.004918087946632008,-379.0,-53.0,-216.0,163.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Hoyer of Maryland Motion to Instruct Conferees"
Passed,0.026227749763553066,0.011342735919842905,345.0,7.0,176.0,-169.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Black of Tennessee Motion to Instruct Conferees"
Failed,-0.028763305969896333,-0.005776602724019034,-371.0,-47.0,-209.0,162.0,", On Agreeing to the Amendment"
Failed,0.016989951934063264,0.021633146460467562,228.0,-74.0,77.0,-151.0,", On Agreeing to the Amendment"
Failed,0.01864161369345889,0.024136183283836647,243.0,-83.0,80.0,-163.0,", On Agreeing to the Amendment"
Failed,-0.02854570486180905,-0.007626747942428782,-372.0,-34.0,-203.0,169.0,", On Agreeing to the Amendment"
Failed,0.021536909368471826,0.019272063201687673,277.0,-45.0,116.0,-161.0,", On Agreeing to the Amendment"
Failed,0.02072530629316341,0.021232078579527695,273.0,-57.0,108.0,-165.0,", On Agreeing to the Amendment"
Failed,0.022795338158198022,0.017093041958665484,295.0,-27.0,134.0,-161.0,", On Agreeing to the Amendment"
Failed,0.015383578896655205,0.03004643982380205,211.0,-127.0,42.0,-169.0,", On Agreeing to the Amendment"
Failed,0.020935833206169208,0.025554417219543466,278.0,-88.0,95.0,-183.0,", On Agreeing to the Amendment"
Failed,0.022322157556322834,0.022078256987490653,294.0,-62.0,116.0,-178.0,", On Agreeing to the Amendment"
Failed,0.021662822096342377,0.02374852504484135,286.0,-74.0,106.0,-180.0,", On Agreeing to the Amendment"
Failed,0.023392295780017912,0.018167239060779494,304.0,-36.0,134.0,-170.0,", On Agreeing to the Amendment"
Failed,0.022155315697182418,0.02327864446737912,291.0,-69.0,111.0,-180.0,", On Agreeing to the Amendment"
Failed,0.02079269433511391,0.024704075984277197,275.0,-81.0,97.0,-178.0,", On Agreeing to the Amendment"
Failed,0.019545984305480837,0.02773254073429581,260.0,-104.0,78.0,-182.0,", On Agreeing to the Amendment"
Failed,0.02095367157459021,0.023681430975206537,277.0,-77.0,100.0,-177.0,", On Agreeing to the Amendment"
Failed,0.021834288306112372,0.02450256373781295,288.0,-78.0,105.0,-183.0,", On Agreeing to the Amendment"
Failed,0.01949330354579157,0.028702918659907622,264.0,-110.0,77.0,-187.0,", On Agreeing to the Amendment"
Failed,0.006365258604249633,0.04575522016143016,110.0,-262.0,-76.0,-186.0,", On Agreeing to the Amendment"
Failed,0.013717604539450068,0.03687610521791742,195.0,-177.0,9.0,-186.0,", On Agreeing to the Amendment"
Failed,0.022507275291566247,0.022353496947635516,294.0,-64.0,115.0,-179.0,", On Agreeing to the Amendment"
Passed,0.03179198401657653,0.0007436033197227381,397.0,81.0,239.0,-158.0,"Relating to the consideration of House Report 112-546 and an accompanying resolution, and providing for consideration of the resolution (H. Res. 706) authorizing the Committee on Oversight and Government Reform to initiate or intervene in judicial proceedings to enforce certain subpoenas., On Agreeing to the Resolution"
Passed,0.0051696877726522495,-0.054988904837057664,23.0,381.0,202.0,179.0,"Securing Maritime Activites through Risk-based Targeting (SMART) for Port Security Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.00639189235218089,-0.056619578999134286,38.0,402.0,220.0,182.0,"Gauging American Port Security (GAPS) Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.03169832905443493,-0.0009539372684087221,-395.0,-79.0,-237.0,158.0,"Recommending that the House of Representatives find Eric H. Holder Jr., Attorney General, U.S. Department of Justice, in contempt of Congress for refusal to comply with a subpoena duly issued by the Committee on Oversight and Government Reform, On Motion to Refer the Resolution to Oversight and Government Reform"
Passed,0.023720849983662848,-0.017480580268103563,285.0,187.0,236.0,-49.0,"Recommending that the House of Representatives find Eric H. Holder Jr., Attorney General, U.S. Department of Justice, in contempt of Congress for refusal to comply with a subpoena duly issued by the Committee on Oversight and Government Reform, On Agreeing to the Resolution"
Passed,0.02585491077274844,-0.01297942668720118,312.0,162.0,237.0,-75.0,"Authorizing the Committee on Oversight and Government Reform to initiate or intervene in judicial proceedings to enforce certain subpoenas, On Agreeing to the Resolution"
Passed,0.030460063689170952,-0.002298909118661286,372.0,98.0,235.0,-137.0,"Raising a question of the privileges of the House, On Motion to Table"
Passed,0.030801932565506986,0.002411339844071487,392.0,68.0,230.0,-162.0,"Providing for consideration of H.R. 5856, Defense Appropriations for FY 2013; consideration of H.R. 6020, Financial Services and General Government Appropriations for FY 2013; consideration of the conference report to accompany H.R. 4348, the Surface Transportation Extension Act of 2012, Part II, On Agreeing to the Resolution"
Failed,0.019567423953169665,0.025194918276825278,258.0,-88.0,85.0,-173.0,", On Agreeing to the Amendment"
Agreed to,0.03094744885481868,0.005989435444889566,399.0,49.0,224.0,-175.0,", On Agreeing to the Amendment"
Agreed to,0.02983034556429271,0.0061855160709545515,369.0,43.0,206.0,-163.0,", On Agreeing to the Amendment"
Agreed to,0.03163728551564352,0.005606391670060897,412.0,54.0,233.0,-179.0,", On Agreeing to the Amendment"
Failed,-0.03143029519250218,-0.006769828135767571,-415.0,-45.0,-230.0,185.0,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2013, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.013853244725461381,-0.014042361194009905,157.0,97.0,127.0,-30.0,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2013, and for other purposes, On Passage"
Passed,-0.0015306655162044779,-0.051181200194640286,-53.0,321.0,134.0,187.0,"To provide an extension of Federal-aid highway, highway safety, motor carrier safety, transit, and other programs funded out of the Highway Trust Fund pending enactment of a multiyear law reauthorizing such programs, and for other purposes, On Agreeing to the Conference Report"
