Pelosi,0.03981691166975462,0.01787077185648573,-423.0,5.0,-209.0,214.0,", Election of the Speaker"
Failed,-0.039074534477126645,-0.01742357921191103,411.0,-21.0,195.0,-216.0,", On Agreeing to the Amendment"
Agreed to,0.021815679616752664,-0.03991657674349089,-105.0,333.0,114.0,219.0,", On Agreeing to the Amendment"
Failed,-0.04033399286062561,-0.017453764317937593,423.0,-11.0,206.0,-217.0,"ESG Disclosure Simplification Act, On Motion to Recommit"
Passed,0.03987006338999007,0.01841503697467403,-422.0,2.0,-210.0,212.0,"ESG Disclosure Simplification Act, On Passage"
Passed,0.016482931695249125,-0.04898893638041526,-39.0,401.0,181.0,220.0,"Juneteenth National Independence Day Act, On Passage"
Failed,-0.040084779030326666,-0.016730067675706256,419.0,-15.0,202.0,-217.0,"To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002, On Motion to Recommit"
Passed,0.03342181398446723,0.004635919371197238,-330.0,108.0,-111.0,219.0,"To repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002, On Passage"
Passed,0.01278306050418545,-0.04773806332084648,-7.0,377.0,185.0,192.0,"Enhancing State Energy Security Planning and Emergency Preparedness Act, On Motion to Suspend the Rules and Pass"
Passed,0.012689586008646274,-0.050198219825127365,-1.0,411.0,205.0,206.0,"Preventing Crimes Against Veterans Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.040681532844669875,0.017627108212789157,-427.0,9.0,-209.0,218.0,"Providing for consideration of the bills (H.R. 2062) Protecting Older Workers Against Discrimination Act; (H.R. 239) Equal Access to Contraception for Veterans Act; (H.R. 1443) LGBTQ Business Equal Credit Enforcement and Investment Act; S.J.Res. 13; S.J.Res. 14 and S. J.Res. 15; and for other purposes., On Ordering the Previous Question"
Passed,0.04038294039288351,0.017032908356384227,-423.0,13.0,-205.0,218.0,"Providing for consideration of the bills (H.R. 2062) Protecting Older Workers Against Discrimination Act; (H.R. 239) Equal Access to Contraception for Veterans Act; (H.R. 1443) LGBTQ Business Equal Credit Enforcement and Investment Act; S.J.Res. 13; S.J.Res. 14 and S. J.Res. 15; and for other purposes., On Agreeing to the Resolution"
Passed,0.02944464672532817,-0.02211976779165004,-214.0,222.0,4.0,218.0,", On Motion to Suspend the Rules and Pass Certain Bills"
Agreed to,0.03937653132309153,0.012123825224746044,-395.0,39.0,-178.0,217.0,", On Agreeing to the Amendment"
Failed,-0.03864031991309557,-0.00924341802610302,377.0,-61.0,158.0,-219.0,", On Agreeing to the Amendment"
Passed,0.03819611807540101,0.0070284771669422074,-368.0,70.0,-149.0,219.0,"Protecting Older Workers Against Discrimination Act of 2021, On Passage"
Passed,0.04043972964871453,0.017318431319184036,-425.0,11.0,-207.0,218.0,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of Currency relating to “National Banks and Federal Savings Associations as Lenders”, On Passage"
Passed,0.03819601582535837,0.005428948278929117,-363.0,77.0,-143.0,220.0,"LGBTQ Business Equal Credit Enforcement and Investment Act, On Passage"
Passed,0.04091265728775024,0.017661333450431475,-430.0,10.0,-210.0,220.0,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Equal Employment Opportunity Commission relating to “Update of Commission’s Conciliation Procedures”, On Passage"
Passed,0.03864497789679963,0.007812444482658353,-375.0,65.0,-155.0,220.0,"Equal Access to Contraception for Veterans Act, On Passage"
Passed,0.03931909630878757,0.01265066480621213,-397.0,39.0,-179.0,218.0,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to “Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources Review”, On Passage"
Passed,0.024350720272926004,-0.03238097077057732,-144.0,278.0,67.0,211.0,"National Science Foundation for the Future Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.02519818742217281,-0.03257883090440175,-151.0,283.0,66.0,217.0,"Department of Energy Science for the Future Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.030808386658553958,-0.016597285981761686,-239.0,195.0,-22.0,217.0,"Global Health Security Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.03908086462359787,0.016213431979542104,-409.0,19.0,-195.0,214.0,"Providing for consideration of H.R. 2662, IG Independence and Empowerment Act; H.R. 3005, directing the Joint Committee on the Library to replace certain statues in the Capitol; H.R. 3684, INVEST in America Act; H. Res. 503, establishing a Select Committee to Investigate the January 6th attack on the Capitol, On Ordering the Previous Question"
Passed,0.03973692527429961,0.016104750531812918,-415.0,21.0,-197.0,218.0,"Providing for consideration of H.R. 2662, IG Independence and Empowerment Act; H.R. 3005, directing the Joint Committee on the Library to replace certain statues in the Capitol; H.R. 3684, INVEST in America Act; H. Res. 503, establishing a Select Committee to Investigate the January 6th attack on the Capitol, On Agreeing to the Resolution"
Passed,0.022608121116105575,-0.03814661754562833,-116.0,320.0,102.0,218.0,", On Motion to Suspend the Rules and Pass Certain Bills and Agree to Certain Resolutions"
Passed,0.016318507093019068,-0.047458015590621405,-40.0,380.0,170.0,210.0,"Trans-Sahara Counterterrorism Partnership Program Act, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,0.03876853117637574,0.014118259565942485,-399.0,35.0,-182.0,217.0,", On Agreeing to the Amendment"
Failed,-0.03884700478441631,-0.013680847392998529,400.0,-38.0,181.0,-219.0,", On Agreeing to the Amendment"
Passed,0.03882012976427331,0.013339246915603101,-397.0,39.0,-179.0,218.0,"IG Independence and Empowerment Act, On Passage"
Passed,0.03211503235118132,-0.009897912410568685,-271.0,165.0,-53.0,218.0,"Directing the Joint Committee on the Library to replace certain statues in the United States Capitol, On Passage"
Passed,0.039384916972453374,0.014840697080683096,-408.0,32.0,-188.0,220.0,"Establishing the Select Committee to Investigate the January 6th Attack on the United States Capitol, On Agreeing to the Resolution"
Passed,0.03922536583818514,0.014870406329661724,-407.0,31.0,-188.0,219.0,"Providing for further consideration of the bil (H.R. 3684) to authorize funds for Federal-Aid Highways, Highway Safety Programs, and Transit Programs, and for other purposes; and for other purposes, On Ordering the Previous Question"
Failed,0.005437130803313453,0.03593556317690429,-139.0,-241.0,-190.0,-51.0,", On Agreeing to the Amendment"
Passed,0.03930958918374838,0.0151050273777789,-409.0,29.0,-190.0,219.0,"Providing for further consideration of the bil (H.R. 3684) to authorize funds for Federal-Aid Highways, Highway Safety Programs, and Transit Programs, and for other purposes; and for other purposes, On Agreeing to the Resolution"
Agreed to,0.03851080097016157,0.014373158353964396,-399.0,31.0,-184.0,215.0,", On Agreeing to the Amendment"
Failed,-0.038365603562803885,-0.01201778675014878,388.0,-46.0,171.0,-217.0,", On Agreeing to the Amendment"
Agreed to,0.03929611810632005,0.014331820132193022,-404.0,34.0,-185.0,219.0,", On Agreeing to the Amendment"
Agreed to,-0.02935479780763472,-0.021799989335732378,326.0,52.0,189.0,-137.0,", On Agreeing to the Amendment"
Agreed to,0.0397592438666022,0.016223586512942242,-412.0,18.0,-197.0,215.0,", On Agreeing to the Amendment"
Agreed to,0.040084992567081604,0.016224455107592635,-416.0,20.0,-198.0,218.0,", On Agreeing to the Amendment"
Failed,-0.040108632164858604,-0.01684420063550023,419.0,-15.0,202.0,-217.0,"INVEST in America Act, On Motion to Recommit"
Passed,0.04038578972972,0.016139866628673706,-419.0,21.0,-199.0,220.0,"INVEST in America Act, On Passage"
Passed,0.014548702429024497,-0.04977715086168972,-19.0,415.0,198.0,217.0,"Divided Families Reunification Act, On Motion to Suspend the Rules and Pass"
Passed,0.04032213119007815,0.017464895622821247,-423.0,9.0,-207.0,216.0,"Providing for consideration of H.R. 2467, the PFAS Action Act of 2021; H.R. 2668, the Consumer Protection and Recovery Act; and H.R. 3985, the Allies Act of 2021, and for other purposes, On Ordering the Previous Question"
Passed,0.040772519159784054,0.017382436723392545,-427.0,11.0,-208.0,219.0,"Providing for consideration of H.R. 2467, the PFAS Action Act of 2021; H.R. 2668, the Consumer Protection and Recovery Act; and H.R. 3985, the Allies Act of 2021, and for other purposes, On Agreeing to the Resolution"
Passed,0.03012142051838934,-0.020404469283316056,-224.0,214.0,-5.0,219.0,", On Motion to Suspend the Rules and Pass Certain Bills and Agree to Certain Resolutions"
Failed,-0.04047119172502018,-0.01730141969083139,424.0,-10.0,207.0,-217.0,"Consumer Protection and Recovery Act, On Motion to Recommit"
Passed,0.04044208582508414,0.016727636865653508,-423.0,17.0,-203.0,220.0,"Consumer Protection and Recovery Act, On Passage"
Agreed to,0.039926303143643115,0.013788276765037926,-405.0,31.0,-187.0,218.0,", On Agreeing to the Amendment"
Failed,-0.040379696849041836,-0.016873057275448584,422.0,-14.0,204.0,-218.0,"PFAS Action Act, On Motion to Recommit"
Passed,0.03845257621656559,0.009378718501361079,-379.0,59.0,-160.0,219.0,"PFAS Action Act, On Passage"
Passed,0.01656508733420215,-0.04867399685978558,-40.0,392.0,176.0,216.0,"Allies Act, On Passage"
Passed,0.039722404634843146,0.015755335418784443,-411.0,21.0,-195.0,216.0,"Raising a Question of the Privileges of the House, On Motion to Table"
Passed,0.01444071784454968,-0.05005913789641328,-18.0,416.0,199.0,217.0,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.014386277586022808,-0.04959509308326337,-18.0,412.0,197.0,215.0,"Gold Star Mothers Family Monument Extension Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04008903294914715,0.01645650214335498,-418.0,16.0,-201.0,217.0,"Providing for consideration of the bill (H.R. 4502) making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2022, and for other purposes; and for other purposes, On Ordering the Previous Question"
Passed,0.040363975317274356,0.01727571417533325,-423.0,11.0,-206.0,217.0,"Providing for consideration of the bill (H.R. 4502) making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2022, and for other purposes; and for other purposes, On Agreeing to the Resolution"
Passed,0.014339864483492145,-0.051146538022451414,-14.0,424.0,205.0,219.0,"To direct the Secretary of Veterans Affairs to ensure that certain medical facilities of the Department of Veterans Affairs have physical locations for the disposal of controlled substances medications, On Motion to Suspend the Rules and Pass"
Passed,0.014878170406584935,-0.04967888554124871,-22.0,406.0,192.0,214.0,"Major Medical Facility Authorization Act, On Motion to Suspend the Rules and Pass"
Failed,-0.035121207362766506,0.0010754263295996297,316.0,-110.0,103.0,-213.0,", On Agreeing to the Amendment"
Agreed to,0.040548516767646745,0.01635747737377731,-421.0,17.0,-202.0,219.0,", On Agreeing to the Amendment"
Failed,-0.039541821018446076,-0.012121793566580767,396.0,-40.0,178.0,-218.0,", On Agreeing to the Amendment"
Failed,-0.03380872440905056,0.0030086527854871507,303.0,-129.0,87.0,-216.0,", On Agreeing to the Amendment"
Failed,0.018376849872660063,0.029647614490449208,-239.0,-145.0,-192.0,47.0,", On Agreeing to the Amendment"
Failed,-0.03994263257697012,-0.014356146785239486,408.0,-28.0,190.0,-218.0,", On Motion to Adjourn"
Passed,0.04049256064644997,0.017692420639085944,-425.0,9.0,-208.0,217.0,"Providing for consideration of the bills (H.R. 4346) Legislative Branch Appropriations Act, 2022; (H.R. 4373) Department of State, Foreign Operations, and Related Programs Appropriations Act, 2022; and (H.R. 4505) Commerce, Justice, Science, and Related Agencies Appropriations Act, 2022, On Ordering the Previous Question"
Passed,0.03983289640807455,0.01737775261515429,-419.0,9.0,-205.0,214.0,"Providing for consideration of the bills (H.R. 4346) Legislative Branch Appropriations Act, 2022; (H.R. 4373) Department of State, Foreign Operations, and Related Programs Appropriations Act, 2022; and (H.R. 4505) Commerce, Justice, Science, and Related Agencies Appropriations Act, 2022, On Agreeing to the Resolution"
Passed,0.03698203016991902,0.01612143988113114,-387.0,9.0,-189.0,198.0,"Providing for consideration of the bills (H.R. 4346) Legislative Branch Appropriations Act, 2022; (H.R. 4373) Department of State, Foreign Operations, and Related Programs Appropriations Act, 2022; and (H.R. 4505) Commerce, Justice, Science, and Related Agencies Appropriations Act, 2022, Table Motion to Reconsider"
Failed,-0.035856329431377204,-0.010192797176964013,358.0,-42.0,158.0,-200.0,", On Motion to Adjourn"
Agreed to,0.040819618751219026,0.017096875640033114,-425.0,13.0,-206.0,219.0,", On Agreeing to the Amendment"
Failed,-0.03851309116365362,-0.007845514745917196,371.0,-63.0,154.0,-217.0,", On Agreeing to the Amendment"
Failed,-0.04032141397576732,-0.01657146500975561,420.0,-16.0,202.0,-218.0,"Making appropriations for Legislative Branch for the fiscal year ending September 30, 2022, and for other purposes, On Motion to Recommit"
Passed,0.039795852938792335,0.01732734212990963,-416.0,8.0,-204.0,212.0,"Making appropriations for Legislative Branch for the fiscal year ending September 30, 2022, and for other purposes, On Passage"
Failed,-0.03998493207214346,-0.016655548044375846,415.0,-15.0,200.0,-215.0,", On Agreeing to the Amendment"
Agreed to,0.0398918962944986,0.01630632868398862,-415.0,17.0,-199.0,216.0,", On Agreeing to the Amendment"
Failed,-0.04022904603758708,-0.01763792627536945,422.0,-10.0,206.0,-216.0,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2022, and for other programs, On Motion to Recommit"
Passed,0.0401651167988325,0.017995782168545867,-424.0,6.0,-209.0,215.0,"Making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2022, and for other programs, On Passage"
Agreed to,0.022915720922021803,-0.03793807427948269,-120.0,316.0,98.0,218.0,", On Agreeing to the Amendment"
Agreed to,0.040640337377836275,0.01663355556527068,-421.0,15.0,-203.0,218.0,", On Agreeing to the Amendment"
Failed,-0.040438628746509546,-0.01777458797579835,425.0,-9.0,208.0,-217.0,"Making appropriations for the Departments of Labor, Health and Human Services, and Eduction, and related agencies for the fiscal year ending September 30, 2022, and for other purposes, On Motion to Recommit"
Passed,0.040644594161811445,0.01749658074356531,-428.0,12.0,-208.0,220.0,"Making appropriations for the Departments of Labor, Health and Human Services, and Eduction, and related agencies for the fiscal year ending September 30, 2022, and for other purposes, On Passage"
Passed,0.040804704168497984,0.0176028120185826,-428.0,10.0,-209.0,219.0,"Making appropriations for the Departments of Labor, Health and Human Services, and Eduction, and related agencies for the fiscal year ending September 30, 2022, and for other purposes, Table Motion to Reconsider"
Failed,-0.037418272335166584,-0.00661942513967518,361.0,-69.0,146.0,-215.0,", On Motion to Adjourn"
Passed,0.013566187547270932,-0.050393554149994066,-10.0,406.0,198.0,208.0,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes, On Motion to Suspend the Rules and Concur in the Senate Amendment"
Passed,0.013667766665824173,-0.05136665754492526,-7.0,423.0,208.0,215.0,"To authorize the Secretary of the Interior to designate the September 11th National Memorial Trail, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.03783486789496471,0.008313954974089065,-372.0,58.0,-157.0,215.0,"To authorize the Secretary of the Interior to designate the September 11th National Memorial Trail, and for other purposes, Table Motion to Reconsider"
Passed,0.013906644343203777,-0.050202723778536906,-12.0,414.0,201.0,213.0,"Amache National Historic Site Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.013438409459652906,-0.050919783599504914,-6.0,420.0,207.0,213.0,"Alexander Lofgren Veterans in Parks (VIP) Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.01526322480328024,-0.050687555615359314,-23.0,411.0,194.0,217.0,"To amend the Alyce Spotted Bear and Walter Soboleff Commission on Native Children Act to extend the deadline for a report by the Alyce Spotted Bear and Walter Soboleff Commission on Native Children, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,0.014059114862820616,-0.05138800140151513,-10.0,422.0,206.0,216.0,"Congressional Budget Justification Transparency Act, On Motion to Suspend the Rules and Pass"
Passed,0.041030788880852556,0.017962502261923672,-432.0,8.0,-212.0,220.0,"Providing for consideration of (H.R. 4) John R. Lewis Voting Rights Advancement Act; providing for consideration of the Senate amendment to (H.R. 3684) Infrastructure Investment and Jobs Act; and providing for the adoption of the concurrent resolution (S. Con. Res. 14); and for other purposes, On Ordering the Previous Question"
Passed,0.041030788880852556,0.017962502261923672,-432.0,8.0,-212.0,220.0,"Providing for consideration of (H.R. 4) John R. Lewis Voting Rights Advancement Act; providing for consideration of the Senate amendment to (H.R. 3684) Infrastructure Investment and Jobs Act; and providing for the adoption of the concurrent resolution (S. Con. Res. 14); and for other purposes, On Agreeing to the Resolution"
Failed,-0.04088759850726863,-0.01804863221307692,430.0,-6.0,212.0,-218.0,"John R. Lewis Voting Rights Advancement Act, On Motion to Recommit"
Passed,0.04092127644619678,0.018051893748408786,-432.0,8.0,-212.0,220.0,"John R. Lewis Voting Rights Advancement Act, On Passage"
Passed,0.014427221697249908,-0.051005816202684795,-15.0,423.0,204.0,219.0,"Department of Veterans Affairs Expiring Authorities Act, On Motion to Suspend the Rules and Pass"
Passed,0.013823358781844063,-0.05111651496584171,-9.0,423.0,207.0,216.0,"Veterans’ Compensation Cost-of-Living Adjustment Act, On Motion to Suspend the Rules and Pass"
Passed,0.04079680481572568,0.017789508826810935,-428.0,8.0,-210.0,218.0,"Providing for consideration of H.R. 3755, the Women’s Health Protection Act of 2021; H.R. 4350, the National Defense Authorization Act for Fiscal Year 2022; and H.R. 5305, the Extending Government Funding and Delivering Emergency Assistance Act, and for other purposes, On Ordering the Previous Question"
Passed,0.04041717691270028,0.017334225557685885,-424.0,10.0,-207.0,217.0,"Providing for consideration of H.R. 3755, the Women’s Health Protection Act of 2021; H.R. 4350, the National Defense Authorization Act for Fiscal Year 2022; and H.R. 5305, the Extending Government Funding and Delivering Emergency Assistance Act, and for other purposes, On Agreeing to the Resolution"
Passed,0.013824196351779327,-0.051725600181800724,-7.0,427.0,210.0,217.0,"HAVANA Act, On Motion to Suspend the Rules and Pass"
Failed,-0.040065219619947454,-0.01802269692343986,422.0,-6.0,208.0,-214.0,"Extending Government Funding and Delivering Emergency Assistance Act, On Motion to Recommit"
Passed,0.0409702172609102,0.017823939315177232,-432.0,10.0,-211.0,221.0,"Extending Government Funding and Delivering Emergency Assistance Act, On Passage"
Failed,-0.03510666143395642,-0.008055211355761503,347.0,-53.0,147.0,-200.0,", On Motion to Adjourn"
Agreed to,0.039980152462134357,0.01648368087061551,-415.0,15.0,-200.0,215.0,", On Agreeing to the Amendment"
Agreed to,0.03903384029681766,0.011388500734002542,-389.0,45.0,-172.0,217.0,", On Agreeing to the Amendment"
Agreed to,0.04006552217564413,0.01623184025045312,-415.0,19.0,-198.0,217.0,", On Agreeing to the Amendment"
Agreed to,0.038428860689684055,0.010442748213611155,-380.0,50.0,-165.0,215.0,", On Agreeing to the Amendment"
Agreed to,0.04001417788740155,0.014989288820995327,-410.0,22.0,-194.0,216.0,", On Agreeing to the Amendment"
Agreed to,0.04062911745291678,0.015744417218755233,-418.0,20.0,-199.0,219.0,", On Agreeing to the Amendment"
Passed,0.011925094985596432,-0.05083521337245061,7.0,411.0,209.0,202.0,"Making supplemental appropriations for the fiscal year ending September 30, 2022, and for other purposes, On Motion to Suspend the Rules and Pass"
Failed,0.012913781446417229,0.029400227875310228,-189.0,-145.0,-167.0,22.0,", On Agreeing to the Amendment"
Agreed to,0.039943397997192265,0.0157587678405869,-411.0,17.0,-197.0,214.0,", On Agreeing to the Amendment"
Agreed to,0.03625972818442632,0.017428173041679745,-382.0,12.0,-185.0,197.0,", On Agreeing to the Amendment"
Agreed to,0.0394012378180957,0.0164702067213798,-411.0,19.0,-196.0,215.0,", On Agreeing to the Amendment"
Agreed to,0.039986006873331585,0.015823727583876145,-413.0,21.0,-196.0,217.0,", On Agreeing to the Amendment"
Failed,0.035329422900231916,0.02129200260491983,-381.0,-33.0,-207.0,174.0,", On Agreeing to the Amendment"
Failed,0.016046830650232307,0.03266102410971037,-225.0,-181.0,-203.0,22.0,", On Agreeing to the Amendment"
Failed,0.0273061629028808,0.025181113683465383,-315.0,-89.0,-202.0,113.0,", On Agreeing to the Amendment"
Failed,0.008555016214568513,0.038054180567070314,-166.0,-246.0,-206.0,-40.0,", On Agreeing to the Amendment"
Failed,0.021913418529504503,0.03040845377399191,-274.0,-144.0,-209.0,65.0,", On Agreeing to the Amendment"
Agreed to,0.03793915901181751,0.011357637956795914,-380.0,38.0,-171.0,209.0,", On Agreeing to the Amendment"
Agreed to,0.03800676382597181,0.010869447990558875,-377.0,51.0,-163.0,214.0,", On Agreeing to the Amendment"
Agreed to,0.02203449403805168,-0.03755378664937658,-112.0,308.0,98.0,210.0,", On Agreeing to the Amendment"
Agreed to,0.02276316097716803,-0.036754830347628234,-121.0,303.0,91.0,212.0,", On Agreeing to the Amendment"
Agreed to,0.023134213685237503,-0.035600765275331,-126.0,294.0,84.0,210.0,", On Agreeing to the Amendment"
Agreed to,0.03832460370341981,0.010767307611527612,-383.0,55.0,-164.0,219.0,", On Agreeing to the Amendment"
Agreed to,0.04005242592106504,0.018377418371217466,-422.0,2.0,-210.0,212.0,", On Agreeing to the Amendment"
Passed,0.01604595124204104,-0.026506962958550716,-84.0,204.0,60.0,144.0,"National Defense Authorization Act for Fiscal Year 2022, On Passage"
Failed,-0.040895771950405384,-0.017673733121070973,429.0,-9.0,210.0,-219.0,"Women’s Health Protection Act, On Motion to Recommit"
Passed,0.04056352929877576,0.017942454642067066,-428.0,8.0,-210.0,218.0,"Women’s Health Protection Act, On Passage"
Failed,-0.03933800575284386,-0.01281724809914926,397.0,-35.0,181.0,-216.0,", On Motion to Adjourn"
Passed,0.023698112875463882,-0.032291742834965415,-141.0,295.0,77.0,218.0,"Eliminating a Quantifiably Unjust Application of the Law Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.0165100000027685,-0.049282119638200554,-38.0,396.0,179.0,217.0,"To amend the Fentanyl Sanctions Act, to modify certain deadlines relating to the Commission on Combating Synthetic Opioid Trafficking, On Motion to Suspend the Rules and Pass"
Passed,0.01452691695107241,-0.0498600910697901,-19.0,403.0,192.0,211.0,"War Crimes Rewards Expansion Act, On Motion to Suspend the Rules and Pass"
Passed,0.018200975421639,-0.04460273597164352,-63.0,351.0,144.0,207.0,"Libya Stabilization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.014378049553305058,-0.04873550163733512,-20.0,386.0,183.0,203.0,"Cambodia Democracy Act of 2021, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.01690968016356677,-0.049071806015580144,-42.0,390.0,174.0,216.0,"Consider Teachers Act, On Motion to Suspend the Rules and Pass"
Passed,0.02018185968632773,-0.0439482877248755,-81.0,355.0,137.0,218.0,"Great Dismal Swamp National Heritage Area Act, On Motion to Suspend the Rules and Pass"
Passed,0.015861694847962654,-0.049586275817782584,-32.0,404.0,186.0,218.0,"Performance Enhancement Reform Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.040278238183839514,0.01750206779795543,-423.0,11.0,-206.0,217.0,"Providing for consideration of the bill (S. 1301) to provide for the publication by the Secretary of Health and Human Services of physical activity recommendations for Americans, On Ordering the Previous Question"
Passed,0.04004439582384826,0.01827593378308562,-422.0,2.0,-210.0,212.0,"Providing for consideration of the bill (S. 1301) to provide for the publication by the Secretary of Health and Human Services of physical activity recommendations for Americans, On Agreeing to the Resolution"
Passed,0.01675969731540801,-0.04876634600652261,-41.0,395.0,177.0,218.0,"Federal Rotational Cyber Workforce Program Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03701658091558001,0.003035290951638626,-349.0,89.0,-130.0,219.0,"District of Columbia Chief Financial Officer Salary Home Rule Act, On Motion to Suspend the Rules and Pass"
Failed,-0.04093653932198208,-0.01782067777984537,430.0,-8.0,211.0,-219.0,"Promoting Physical Activity for Americans Act, On Motion to Commit"
Passed,0.04049238904660906,0.017984476372117333,-425.0,7.0,-209.0,216.0,"Promoting Physical Activity for Americans Act, On Passage"
Passed,0.03804748681967224,0.005149069008249964,-362.0,80.0,-141.0,221.0,"Extending Government Funding and Delivering Emergency Assistance Act, On Motion to Concur in the Senate Amendment"
Passed,0.01347460475519533,-0.05079730724012169,-7.0,407.0,200.0,207.0,"To establish occupational series for Federal positions in software development, software engineering, data science, and data management, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.022579037177080655,-0.03741049442088473,-118.0,314.0,98.0,216.0,"Surface Transportation Extension Act, On Motion to Suspend the Rules and Pass"
Failed,-0.039816943068853174,-0.015029640496267146,411.0,-25.0,193.0,-218.0,", On Motion to Adjourn"
Passed,0.04046084209108512,0.017184630800517884,-425.0,13.0,-206.0,219.0,"Providing for consideration of H.R. 2119, the Family Violence and Services Improvement Act; H.R. 3110, PUMP for Nursing Mothers Act; H.R. 3992, POJA Act of 2021; relating to consideration of the Senate amendment to the House amendment to S. 1301, Promoting Physical Activity for Americans Act, and for other purposes, On Agreeing to the Resolution"
Passed,0.013227359754967265,-0.05088197110988269,-4.0,418.0,207.0,211.0,"Free Veterans from Fees Act, On Motion to Suspend the Rules and Pass"
Passed,0.01929287922188824,-0.04162862548543739,-78.0,328.0,125.0,203.0,"Darren Drake Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.023292476432126744,-0.037957177279818406,-122.0,312.0,95.0,217.0,"National Centers of Excellence in Advanced and Continuous Pharmaceutical Manufacturing Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.013257789490884539,-0.05030585810654186,-6.0,410.0,202.0,208.0,"DHS Software Supply Chain Risk Management Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.021662865762814752,-0.04174951347593644,-100.0,334.0,117.0,217.0,"State Opiod Response Grant Authorization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.018772541319758206,-0.04611016445850812,-65.0,365.0,150.0,215.0,"Drug-Free Communities Pandemic Relief Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.017520440356377794,-0.047148479601021906,-51.0,375.0,162.0,213.0,"Strengthening America’s Strategic National Stockpile Act, On Motion to Suspend the Rules and Pass"
Passed,0.013030222967342013,-0.05100298224087265,-2.0,416.0,207.0,209.0,"Secure Equipment Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.016832469279801,-0.04906174256164143,-41.0,393.0,176.0,217.0,"Open RAN Outreach Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.018997414188068336,-0.04622231845493815,-66.0,368.0,151.0,217.0,"Communications Security, Reliability, and Interoperability Council Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.01484287079548211,-0.05017053097306915,-21.0,399.0,189.0,210.0,"Information and Communication Technology Strategy Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04060854356235227,0.016848179547735848,-423.0,15.0,-204.0,219.0,"Relating to the consideration of House Report 117-152 and an accompanying resolution, On Ordering the Previous Question"
Passed,0.0406052519812601,0.016641198069793497,-422.0,16.0,-203.0,219.0,"Relating to the consideration of House Report 117-152 and an accompanying resolution, On Agreeing to the Resolution"
Passed,0.04054282805195388,0.014719461845719355,-413.0,27.0,-193.0,220.0,"Recommending that the House of Representatives find Stephen K. Bannon in contempt of Congress for refusal to comply with a subpoena duly issued by the Select Committee to Investigate the January 6th Attack on the United States Capitol, On Agreeing to the Resolution"
Failed,-0.039107894709801444,-0.016524614497572254,410.0,-24.0,193.0,-217.0,"PUMP for Nursing Mothers Act, On Motion to Recommit"
Passed,0.034972768378630656,-0.004397244224819486,-308.0,128.0,-90.0,218.0,"PUMP for Nursing Mothers Act, On Passage"
Passed,0.019116362718177352,-0.04544799923804787,-70.0,362.0,146.0,216.0,"Sovereign Debt Contract Capacity Act, On Motion to Suspend the Rules and Pass"
Passed,0.017569365673786898,-0.04772971638251895,-51.0,381.0,165.0,216.0,"Financial Transparency Act, On Motion to Suspend the Rules and Pass, as Amended"
