Hastert,-0.03625032919550655,0.027873739208515436,424.0,28.0,226.0,-198.0,", Election of the Speaker"
Failed,0.03641288140988633,-0.02799951074385991,-424.0,-28.0,-226.0,198.0,"Pension Protection Act, On Motion to Recommit with Instructions"
Passed,-0.03478885615020863,0.005799786415522294,283.0,163.0,223.0,-60.0,"Pension Protection Act, On Passage"
Passed,-0.03461397617907973,0.02837591889462714,409.0,15.0,212.0,-197.0,"Providing for the consideration of H.R. 4437, Border Protection, Antiterrorism, and Illegal Immigration Control Act, On Agreeing to the Resolution"
Passed,-0.030171869309888126,-0.030410574728355677,78.0,378.0,228.0,150.0,"Expressing the sense of the House of Representatives that those who celebrate Christmas believe that the symbols and traditions of Christmas should be protected, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02779572922345894,-0.0381206732007242,28.0,422.0,225.0,197.0,"Urging the President to issue a proclamation for the observance of an American Jewish History Month, On Motion to Suspend the Rules and Agree"
Failed,0.0359234864371192,-0.017076969573987865,-345.0,-91.0,-218.0,127.0,", On Agreeing to the Amendment"
Agreed to,-0.033066785159063264,0.01252327741624219,296.0,102.0,199.0,-97.0,", On Agreeing to the Amendment"
Passed,-0.02477298958783775,-0.03657424209974943,9.0,389.0,199.0,190.0,"Urging the Government of the Russian Federation to withdraw or modify proposed legislation that would have the effect of severely restricting the establishment, operations, and activities of domestic and foreign nongovernmental organizations in the Russian Federation, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02845248812685001,-0.0346493949843887,46.0,396.0,221.0,175.0,"National Defense Authorization Act, FY 06, On Closing Portions of the Conference"
Passed,0.027237625403653626,-0.030096238298581966,-350.0,40.0,-155.0,195.0,"National Defense Authorization Act, FY 06, On Motion to Instruct Conferees"
Passed,-0.035665671512670444,0.028126887186636248,420.0,22.0,221.0,-199.0,"Providing for consideration of the resolution (H. Res. 612) expressing the commitment of the House of Representatives to achieving victory in Iraq, On Ordering the Previous Question"
Passed,-0.035022247125139794,0.028133666174058127,412.0,16.0,214.0,-198.0,"Providing for consideration of the resolution (H. Res. 612) expressing the commitment of the House of Representatives to achieving victory in Iraq, On Agreeing to the Resolution"
Passed,-0.0336198765692934,0.027309854948554223,396.0,14.0,205.0,-191.0,"Providing for further consideration of the bill (H.R. 4437) to amend the Immigration and Nationality Act to strengthen enforcement of the immigration laws, to enhance border security, and for other purposes, On Agreeing to the Resolution"
Passed,-0.026727512034209467,-0.037768627258921675,19.0,411.0,215.0,196.0,"Calling on the international community to condemn the Laogai, the system of forced labor prison camps in the People’s Republic of China, as a tool for suppression maintained by the Chinese Government, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.03527943834266945,0.0037538274278446095,269.0,171.0,220.0,-49.0,"Expressing the commitment of the House of Representatives to achieving victory in Iraq, On Agreeing to the Resolution"
Passed,-0.02730035757999236,-0.03840854236483995,21.0,419.0,220.0,199.0,"Condemning the Government of Zimbabwe’s “Operation Murambatsvina” under which homes, businesses, religious structures, and other buildings and facilities were demolished in an effort characterized by the Government of Zimbabwe as an operation to “restore order” to the country, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02828264940744002,-0.03254177541027974,53.0,379.0,216.0,163.0,"Providing that Hamas and other terrorist organizations should not participate in elections held by the Palestinian Authority, and for other purposes, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.026320430614993274,-0.03749705842506602,18.0,406.0,212.0,194.0,"Recognizing the importance and credibility of an independent Iraqi judiciary in the formation of a new and democratic Iraq, On Motion to Suspend the Rules and Agree"
Passed,0.02353652897927059,-0.0321738960941997,-328.0,70.0,-129.0,199.0,"Budget Reconciliation, 2006, On Motion to Instruct Conferees"
Agreed to,-0.033881046261992925,0.010019719551213625,294.0,124.0,209.0,-85.0,", On Agreeing to the Amendment"
Agreed to,-0.027097919852189144,-0.03829764313663296,21.0,419.0,220.0,199.0,", On Agreeing to the Amendment"
Failed,-0.017321082703150362,0.028875134996345173,274.0,-92.0,91.0,-183.0,", On Agreeing to the Amendment"
Agreed to,-0.032746138807009405,0.019397060502649485,334.0,58.0,196.0,-138.0,", On Agreeing to the Amendment"
Agreed to,-0.035360166251932466,0.018611627164745712,352.0,78.0,215.0,-137.0,", On Agreeing to the Amendment"
Failed,0.03153540102978175,0.00908840822224832,-192.0,-246.0,-219.0,-27.0,", On Agreeing to the Amendment"
Failed,-0.014152306274060573,0.025663512559236365,211.0,-87.0,62.0,-149.0,", On Agreeing to the Amendment"
Failed,0.035473402130046974,-0.02755273522769693,-414.0,-24.0,-219.0,195.0,"Border Protection, Antiterrorism, and Illegal Immigration Control Act, On Motion to Recommit with Instructions"
Passed,-0.03122686920367708,0.018318891383557794,315.0,59.0,187.0,-128.0,"Border Protection, Antiterrorism, and Illegal Immigration Control Act, On Passage"
Passed,-0.026757083375822603,-0.036013737335529684,28.0,398.0,213.0,185.0,"Condemning actions by the Government of Syria that have hindered the investigation of the assassination of former Prime Minister of Lebanon Rafik Hariri conducted by the United Nations International Independent Investigation Commission (UNIIIC), expressing support for extending the UNIIIC’s investigative mandate, etc., On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.034188627422287815,0.02649501183543034,400.0,24.0,212.0,-188.0,"Providing for consideration of motions to suspend the rules, On Agreeing to the Resolution"
Passed,-0.02667261148319735,-0.03781143269224209,20.0,412.0,216.0,196.0,"Stem Cell Therapeutic and Research Act, Suspend the Rules and Agree to the Senate Amendment"
Passed,-0.03037781212749979,-0.024718811622483038,102.0,332.0,217.0,115.0,"National Defense Authorization Act, FY 06, On Agreeing to the Conference Report"
Passed,-0.0304592645020377,0.024873434613560452,340.0,14.0,177.0,-163.0,"Waiving points of order against the conference report on H.R. 2863, Department of Defense Appropriations, FY 2006, On Agreeing to the Resolution"
Passed,-0.02745062475189242,-0.03097211169436353,57.0,365.0,211.0,154.0,"Expressing the sense of Congress with respect to the 2005 presidential and parliamentary elections in Egypt, On Motion to Suspend the Rules and Agree, as Amended"
Failed,0.035159453473699594,-0.02345634690933696,-385.0,-49.0,-217.0,168.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2006, and for other purposes, Recommit conference report with instructions"
Passed,-0.029486212428235625,-0.006010531064783645,169.0,203.0,186.0,17.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2006, and for other purposes, On Agreeing to the Conference Report"
Passed,-0.03343352157231593,0.028354625385333218,400.0,8.0,204.0,-196.0,"Budget Reconciliation, 2006, On Agreeing to the Conference Report"
Passed,-0.021246178452491375,-0.033579662493152355,-1.0,349.0,174.0,175.0,"Expressing the sense of Congress regarding the education curriculum in the Kingdom of Saudi Arabia, On Motion to Suspend the Rules and Agree"
Passed,-0.036405701568450716,0.0282289902669108,426.0,26.0,226.0,-200.0,"Relating to consideration of the bill (S. 1932) to provide for reconciliation pursuant to section 202 (a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95), On Consideration of the Resolution"
Passed,-0.020692604126693506,-0.03198512014840449,6.0,328.0,167.0,161.0,"To eliminate floor privileges and access to Member exercise facilities for registered lobbyists who are former Members or officers of the House, On Motion to Suspend the Rules and Agree"
Passed,-0.0337043457843204,0.02944782284805121,403.0,3.0,203.0,-200.0,"Relating to consideration of the bill (S. 1932) to provide for reconciliation pursuant to section 202 (a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95), On Agreeing to the Resolution"
Passed,-0.025878434850632088,-0.034283728821193994,31.0,383.0,207.0,176.0,"Congratulating the National Football League champion Pittsburgh Steelers for winning Super Bowl XL and completing one of the greatest postseason runs in professional sports history, On Motion to Suspend the Rules and Agree"
Passed,-0.02655173592760016,-0.034707901962741164,35.0,391.0,213.0,178.0,"Honoring the contributions of Catholic schools, On Motion to Suspend the Rules and Agree"
Failed,0.03189411974653742,-0.025070083796410285,-369.0,-23.0,-196.0,173.0,"Tax Relief Extension Reconciliation Act, On Motion to Instruct Conferees"
Passed,-0.02736742110651143,-0.03641805613731139,32.0,406.0,219.0,187.0,"Expressing the Sense of Congress regarding the contribution of the USO to the morale and welfare of our servicemen and women of our armed forces and their families, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.027575836803577763,-0.03640013340417893,35.0,407.0,221.0,186.0,"To designate the facility of the United States Postal Service located at 57 Rolfe Square in Cranston, Rhode Island, shall be known and designated as the “Holly A. Charette Post Office”, On Motion to Suspend the Rules and Pass"
Passed,-0.02771751146309047,-0.037571749406644206,30.0,416.0,223.0,193.0,"Expressing the sense of Congress that no United States assistance should be provided directly to the Palestinian Authority if any representative political party holding a majority of parliamentary seats within the Palestinian Authority maintains a position calling for the destruction of Israel., On Motion to Suspend the Rules and Agree"
Passed,-0.026244048090759642,-0.03740859751341515,20.0,404.0,212.0,192.0,"Making supplemental appropriations for fiscal year 2006 for the Small Business Administration’s disaster loan program, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.028121010044211088,-0.035432309889046984,41.0,399.0,220.0,179.0,"Condemning the Government of Iran for violating its international nuclear nonproliferation obligations and expressing support for efforts to report Iran to the United Nations Security Council, On Agreeing to the Resolution"
Passed,-0.035140801311921654,0.026162083833305674,405.0,33.0,219.0,-186.0,", On Motion to Table"
Passed,-0.026981003317406667,-0.03572701839137969,33.0,397.0,215.0,182.0,"To establish the Thomas Edison National Historical Park in the State of New Jersey as the successor to the Edison National Historical Site, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02642975313896102,-0.03581861373306347,30.0,396.0,213.0,183.0,"Celebrating the 40th anniversary of the Texas Western’s 1966 NCAA Basketball Championship and recognizing the groundbreaking impact of the title game victory on diversity in sports and civil rights in America, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02673401370686414,-0.03596505650272639,31.0,399.0,215.0,184.0,"To authorize the President to award a gold medal on behalf of Congress, collectively, to the Tuskegee Airmen in recognition of their unique military record, which inspired revolutionary reform in the Armed Forces, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02703119005597862,-0.03701742248336581,26.0,410.0,218.0,192.0,"Honoring Justice Sandra Day O’Connor, On Motion to Suspend the Rules and Agree"
Passed,-0.03469846114928604,0.027679149930444888,408.0,20.0,214.0,-194.0,"Providing for the consideration of H.R. 4167, National Uniformity for Food Act, On Ordering the Previous Question"
Passed,-0.02816189936617739,-0.03637633297247842,41.0,411.0,226.0,185.0,"To designate the facility of the United States Postal Service located at 6110 East 51st Place in Tulsa, Oklahoma, as the “Dewey F. Bartlett Post Office”, On Motion to Suspend the Rules and Pass"
Passed,-0.032770873539759444,0.005472730166946323,259.0,143.0,201.0,-58.0,"USA PATRIOT Act Additional Reauthorizing Amendments Act, On Motion to Suspend the Rules and Pass"
Passed,-0.03591657830895995,0.02786012321152987,418.0,26.0,222.0,-196.0,"Providing for the further consideration of H.R. 4167, National Uniformity for Food Act, On Ordering the Previous Question"
Passed,0.017912693606815005,-0.03169420380703113,-286.0,106.0,-90.0,196.0,"Pension Protection Act of 2005, On Motion to Instruct Conferees"
Passed,-0.02455366696184388,-0.03778332532447099,6.0,396.0,201.0,195.0,"To authorize the Secretary of the Interior to designate the President William Jefferson Clinton Birthplace Home in Hope, Arkansas, as a National Historic Site and unit of the National Park System, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.027494762666447882,-0.03734304311692672,32.0,414.0,223.0,191.0,"To authorize the extension of nondiscriminatory treatment (normal trade relations agreement) to the products of Ukraine, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.027689227272145674,-0.03785067430846612,29.0,417.0,223.0,194.0,"Expressing support for the efforts of the people of the Republic of Belarus to establish a full democracy, the rule of law, and respect for human rights and urging the Government of Belarus to conduct a free and fair presidential election on March 19, 2006., On Motion to Suspend the Rules and Agree"
Passed,-0.026999066723707794,-0.03745448774026278,28.0,412.0,220.0,192.0,"Financial Services Regulatory Relief Act of 2005, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,-0.027057762412466057,-0.03788328086970196,24.0,416.0,220.0,196.0,", On Agreeing to the Amendment"
Failed,0.03228019138895736,-0.013614217926320562,-290.0,-92.0,-191.0,99.0,", On Agreeing to the Amendment"
Failed,0.03143822221330936,-0.011857535924037483,-271.0,-99.0,-185.0,86.0,", On Agreeing to the Amendment"
Agreed to,0.016165934950300654,-0.027062997995630774,-234.0,84.0,-75.0,159.0,", On Agreeing to the Amendment"
Failed,0.036942872487165886,-0.019066959633005795,-367.0,-85.0,-226.0,141.0,"National Uniformity for Food Act, On Motion to Recommit with Instructions"
Passed,-0.032580925775073016,0.005492250043689396,253.0,145.0,199.0,-54.0,"National Uniformity for Food Act, On Passage"
Passed,-0.03558942033458356,0.027290665990929112,411.0,29.0,220.0,-191.0,"Providing for consideration of the bill (H.R. 2829) to reauthorize the Office of National Drug Control Policy Act, On Ordering the Previous Question"
Agreed to,-0.02588230428052857,-0.03721808541985992,18.0,400.0,209.0,191.0,", On Agreeing to the Amendment"
Agreed to,-0.02534953068072099,-0.03753655843356619,13.0,399.0,206.0,193.0,", On Agreeing to the Amendment"
Failed,0.016002060141282044,0.023783900837612497,-4.0,-236.0,-120.0,-116.0,", On Agreeing to the Amendment"
Agreed to,-0.02664281305529644,-0.03508064884292708,33.0,389.0,211.0,178.0,", On Agreeing to the Amendment"
Passed,-0.026565000729621497,-0.03585144006850721,29.0,393.0,211.0,182.0,"To reauthorize the Office of National Drug Control Policy Act, On Passage"
Passed,-0.03282826616803471,-0.015093984726472439,161.0,283.0,222.0,61.0,"Expressing the continued support of Congress for requiring an institution of higher education to provide military recruiters with access to the institution’s campus and students at least equal in quality and scope to that which is provided to any other employer in order to be eligible for the receipt of Federal funds., On Motion to Suspend the Rules and Agree"
Passed,-0.0360531891847214,0.026855290038281725,415.0,33.0,224.0,-191.0,"Providing for consideration of the bill (H.R. 4939) making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes, On Ordering the Previous Question"
Passed,-0.02813802754084445,0.02019008372443831,315.0,19.0,167.0,-148.0,"Providing for consideration of the bill (H.R. 4939) making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes, On Agreeing to the Resolution"
Passed,-0.027607308485076143,-0.03683968196359518,33.0,409.0,221.0,188.0,"Expressing the sense of Congress that the Russian Federation should fully protect the freedoms of all religious communities without distinction, whether registered and unregistered, as stipulated by the Russian Constitution and international standards., On Motion to Suspend the Rules and Agree"
Failed,0.0199224064811493,0.03354406902958317,10.0,-338.0,-164.0,-174.0,", On Agreeing to the Amendment"
Passed,-0.027314546015794312,-0.036799248140403244,33.0,409.0,221.0,188.0,"Miscellaneous Trade and Technical Corrections Act, On Motion to Suspend the Rules and Pass"
Agreed to,-0.0315574432575665,0.015096793604588567,307.0,79.0,193.0,-114.0,", On Agreeing to the Amendment"
Agreed to,0.029885230284316847,-0.02744649173520726,-356.0,4.0,-176.0,180.0,", On Agreeing to the Amendment"
Failed,0.033083065839701636,-0.025172375025720395,-378.0,-24.0,-201.0,177.0,", On Agreeing to the Amendment"
Failed,0.011322732576634287,0.03223863052858955,58.0,-268.0,-105.0,-163.0,", On Agreeing to the Amendment"
Failed,0.008266663667916488,0.03430419957558831,92.0,-264.0,-86.0,-178.0,", On Agreeing to the Amendment"
Failed,0.007154228729524107,0.032622698660134786,96.0,-244.0,-74.0,-170.0,", On Agreeing to the Amendment"
Failed,0.032621011342110276,-0.02648406080687829,-381.0,-17.0,-199.0,182.0,", On Agreeing to the Amendment"
Failed,0.03245321164275439,-0.017216005038213925,-329.0,-75.0,-202.0,127.0,", On Agreeing to the Amendment"
Failed,0.032593230982147475,-0.028397199640470473,-393.0,-3.0,-198.0,195.0,", On Agreeing to the Amendment"
Agreed to,0.02106286494273662,-0.030497250175151557,-308.0,78.0,-115.0,193.0,", On Agreeing to the Amendment"
Passed,-0.03582840296180183,0.02711326433444198,415.0,31.0,223.0,-192.0,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes, On Sustaining the Ruling of the Chair"
Failed,0.03249254964290292,-0.028575640666309198,-391.0,-3.0,-197.0,194.0,", On Agreeing to the Amendment"
Failed,0.0031442398387189906,0.03580673321843485,142.0,-242.0,-50.0,-192.0,", On Agreeing to the Amendment"
Failed,0.03609190763935941,-0.026842753017313113,-414.0,-34.0,-224.0,190.0,", On Agreeing to the Amendment"
Failed,0.006030763018431487,0.03670822965323546,123.0,-265.0,-71.0,-194.0,", On Agreeing to the Amendment"
Failed,0.033109662201788674,-0.024211640272686758,-369.0,-33.0,-201.0,168.0,", On Agreeing to the Amendment"
Failed,0.03351746891899401,-0.027489735451532656,-397.0,-13.0,-205.0,192.0,", On Agreeing to the Amendment"
Failed,0.034831550760083874,-0.027729990434917785,-408.0,-20.0,-214.0,194.0,", On Agreeing to the Amendment"
Failed,0.03540919252205011,-0.024864747557996177,-390.0,-42.0,-216.0,174.0,", On Agreeing to the Amendment"
Failed,0.03622927919491145,-0.02505485012107246,-404.0,-46.0,-225.0,179.0,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes, On Motion to Recommit with Instructions"
Passed,-0.026635033218984097,-0.02073900479922345,95.0,277.0,186.0,91.0,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes, On Passage"
Passed,0.00967629964964576,-0.03368087804631071,-228.0,158.0,-35.0,193.0,"To make available funds included in the Deficit Reduction Act of 2005 for the Low-Income Home Energy Assistance Program for fiscal year 2006, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,0.02651831996880197,-0.028810938558199103,-342.0,34.0,-154.0,188.0,"Tax Relief Extension Reconciliation Act, On Motion to Instruct Conferees"
Passed,-0.026447344061729817,-0.03608567294995179,29.0,399.0,214.0,185.0,"Vietnam Veterans Memorial Visitor Center Deadline Enforcement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.01494471865918543,-0.011101516345330551,54.0,156.0,105.0,51.0,"Milk Regulatory Equity Act, On Motion to Suspend the Rules and Pass"
Passed,-0.036021568240470814,0.027728703659387902,420.0,28.0,224.0,-196.0,"Providing for consideration of the bill (H.R. 609) to amend and extend the Higher Education Act of 1965, On Agreeing to the Resolution"
Agreed to,-0.028524328775282215,0.0006704603981759773,214.0,160.0,187.0,-27.0,", On Agreeing to the Amendment"
Failed,0.001118384736243525,0.027796110236134926,121.0,-185.0,-32.0,-153.0,", On Agreeing to the Amendment"
Passed,-0.02833226135950977,-0.03827674251660907,32.0,426.0,229.0,197.0,"Expressing the sense of the House of Representatives that legal action in Afghanistan against citizens who have already converted or plan to convert to other religions is deplorable and unjust., On Motion to Suspend the Rules and Agree"
Failed,0.03558411708455521,-0.025858499900574667,-398.0,-38.0,-218.0,180.0,"Tax Relief Extension Reconciliation Act, On Motion to Instruct Conferees"
Passed,-0.035805053671725956,0.02636138873195915,411.0,37.0,224.0,-187.0,"Providing for the further consideration of H.R. 609, College Access and Opportunity Act, On Agreeing to the Resolution"
Passed,-0.03432427007753195,0.026738294770234605,396.0,24.0,210.0,-186.0,"Resolution Raising a Question of the Privileges of the House, On Motion to Table"
Agreed to,-0.027505997647417728,-0.03745595251589711,31.0,415.0,223.0,192.0,", On Agreeing to the Amendment"
Agreed to,-0.01709496802561609,-0.03707219898536572,-45.0,341.0,148.0,193.0,", On Agreeing to the Amendment"
Failed,0.003998494291591589,0.03604404323376411,135.0,-253.0,-59.0,-194.0,", On Agreeing to the Amendment"
Failed,0.03435623941320664,-0.027592160777679817,-399.0,-21.0,-210.0,189.0,", On Agreeing to the Amendment"
Passed,-0.0319774409159966,0.02375766302656806,356.0,24.0,190.0,-166.0,"College Access and Opportunity Act, On Passage"
Passed,-0.02690048883535984,-0.03655776530446512,28.0,406.0,217.0,189.0,"Providing for the appointment of Phillip Frost as a citizen regent of the Board of Regents of the Smithsonian Institution, On Motion to Suspend the Rules and Pass"
Passed,-0.026546461039205205,-0.036394328135635534,25.0,401.0,213.0,188.0,"Recognizing the 20th anniversary of the Chernobyl nuclear disaster and supporting continued efforts to control rediation and mitigate the adverse health consequences related to the Chernobyl nuclear power plant, On Motion to Suspend the Rules and Agree"
Passed,-0.026255231532382267,-0.035984976362801124,26.0,398.0,212.0,186.0,"Expressing support for the Good Friday Agreement of 1998 as the blueprint for lasting peace in Northern Ireland and support for continued police reform in Northern Ireland as a critical element in the peace process, On Motion to Suspend the Rules and Agree"
Passed,-0.03632730861905266,0.02789673811436064,423.0,29.0,226.0,-197.0,"Providing for consideration of the bill (H.R. 513) to amend the Federal Election Campaign Act of 1971 to clarify when organizations described in section 527 of the Internal Revenue Code of 1986 must register as political committees, and for other purposes, On Ordering the Previous Question"
Passed,-0.03579898279679347,0.02792681869228115,419.0,25.0,222.0,-197.0,"Providing for consideration of the bill (H.R. 513) to amend the Federal Election Campaign Act of 1971 to clarify when organizations described in section 527 of the Internal Revenue Code of 1986 must register as political committees, and for other purposes, On Agreeing to the Resolution"
Passed,-0.034779703573024186,0.02750363848243246,403.0,21.0,212.0,-191.0,", On Motion to Table"
Passed,-0.03167591645210255,0.02569345208661093,377.0,11.0,194.0,-183.0,"527 Reform Act, On Passage"
Passed,-0.028093111898085804,-0.03808607302595951,31.0,423.0,227.0,196.0,"Commending the people of the Republic of the Marshall Islands for the contributions and sacrifices they made to the U.S. nuclear testing program in the Marshall Islands, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02738119596714056,-0.037457786938132974,28.0,412.0,220.0,192.0,"Darfur Peace and Accountability Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03636203532492486,0.028076048619313686,424.0,28.0,226.0,-198.0,"Providing for the consideration of H. Con. Res. 376, Congressional Budget for FY 2007, On Ordering the Previous Question"
Passed,-0.03590731510848928,0.0274419911961976,418.0,30.0,224.0,-194.0,"Providing for the consideration of H. Con. Res. 376, Congressional Budget for FY 2007, On Agreeing to the Resolution"
Passed,0.022856741435815134,-0.03153195739661582,-321.0,69.0,-126.0,195.0,"Pension Protection Act of 2005, On Motion to Instruct Conferees"
Failed,0.035938110241703784,-0.026302094087298174,-403.0,-37.0,-220.0,183.0,"Tax Relief Extension Reconciliation Act, On Motion to Instruct Conferees"
Passed,-0.02844931858137772,-0.03831170850150709,33.0,427.0,230.0,197.0,"Concerning the Government of Romania’s ban on intercountry adoptions and the welfare of orphaned or abandoned children in Romania, On Motion to Suspend the Rules and Agree"
Passed,-0.028067065044691093,-0.03832847718487315,29.0,423.0,226.0,197.0,"Calling on the Government of the Socialist Republic of Vietnam to immediately and unconditionally release Dr. Pham Hong Son and other political prisoners and prisoners of conscience, and for other purposes, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02764317581884877,-0.0383111474530266,27.0,421.0,224.0,197.0,"Supporting the goals and ideals of Financial Literacy Month, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,-0.027401812028039332,-0.03834645697809881,24.0,418.0,221.0,197.0,"National Methamphetamine Prevention Week, On Motion to Suspend the Rules and Agree"
Passed,-0.027773299037181575,-0.03808285404827842,29.0,421.0,225.0,196.0,"To congratulate the National Aeronautics and Space Administration on the 25th anniversary of the first flight of the Space Transport System, honor Commander John Young and the Pilot Robert Crippen, who flew the Space Shuttle Columbia on April 12-14, 1981, and to commend the men and women of NASA, On Motion to Suspend the Rules and Agree"
Passed,-0.027663166668935788,-0.03668777893305583,34.0,410.0,222.0,188.0,"Approving the location of the commemorative work in the District of Columbia honoring former President Dwight D. Eisenhower, On Motion to Suspend the Rules and Pass"
Passed,-0.027375888665664778,-0.036659615779500956,32.0,408.0,220.0,188.0,"Telephone Records and Privacy Protection Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03633125775063242,0.026996651119540055,419.0,35.0,227.0,-192.0,"Providing for consideration of the bill (H.R. 5020) to authorize appropriations for fiscal year 2007 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes, On Ordering the Previous Question"
Passed,-0.0364466564713258,0.027881784743987465,424.0,30.0,227.0,-197.0,"Providing for consideration of the bill (H.R. 5020) to authorize appropriations for fiscal year 2007 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes, On Agreeing to the Resolution"
Passed,-0.02757654627091972,-0.038200167470250415,26.0,420.0,223.0,197.0,"Urging the Government of China to reinstate all licenses of Gao Zhisheng and his law firm, remove all legal and political obstacles for lawyers attempting to defend criminal cases in China, including politically sensitive cases, and reverse law and practice in China so that it conforms to international standards, On Motion to Suspend the Rules and Agree"
Passed,-0.026809405068423022,-0.033279312034508894,41.0,375.0,208.0,167.0,"To hold the current regime in Iran accountable for its threatening behavior and to support a transition to democracy in Iran, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,-0.032944717054568286,-0.018923221527859878,149.0,309.0,229.0,80.0,", On Agreeing to the Amendment"
Failed,0.03601582407981718,-0.02612972987502242,-406.0,-36.0,-221.0,185.0,"Intelligence Authorization for Fiscal Year 2007, On Motion to Recommit with Instructions"
Passed,-0.03412310918765397,-0.006763791581083067,212.0,230.0,221.0,9.0,"Intelligence Authorization for Fiscal Year 2007, On Passage"
Failed,0.036159251547419016,-0.025237890976584625,-395.0,-43.0,-219.0,176.0,"Tax Relief Extension Reconciliation Act, On Motion to Instruct Conferees"
Passed,-0.033500258321352366,0.028109721257270553,398.0,10.0,204.0,-194.0,"Providing for consideration of the bill (H.R. 4975) to provide greater transparency with respect to lobbying activities, and for othe purposes, On Agreeing to the Resolution"
Passed,-0.027452136135485288,-0.03658432859635572,34.0,408.0,221.0,187.0,"Congratulating the people and Government of Italy et al. upon the successful completion of the 2006 Olympic Winter Games in Turin, Italy, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.027603508870184788,-0.03699155800268381,34.0,412.0,223.0,189.0,"Recognizing the 58th anniversary of the independence of the State of Israel, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.023701286475743797,-0.03677723360802136,6.0,382.0,194.0,188.0,"Supporting the goals and ideals of World Water Day, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02688534848532513,-0.03809850916313306,22.0,416.0,219.0,197.0,"Authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run, On Motion to Suspend the Rules and Agree"
Passed,-0.018411785982895175,-0.0381178511671724,-40.0,354.0,157.0,197.0,"Federal Energy Price Protection Act, On Motion to Suspend the Rules and Pass"
Failed,-0.03642918148383217,0.024352924176885907,394.0,50.0,222.0,-172.0,"Refinery Permit Process Schedule Act, On Motion to Suspend the Rules and Pass"
Failed,-0.0018409885433855213,0.0348201959958133,171.0,-211.0,-20.0,-191.0,", On Agreeing to the Amendment"
Failed,0.03261246456397073,-0.028738368334445864,-388.0,-4.0,-196.0,192.0,"Lobbying Accountability and Transparency Act, On Motion to Recommit with Instructions"
Passed,-0.03212387865912567,0.02740006392645845,373.0,5.0,189.0,-184.0,"Lobbying Accountability and Transparency Act, On Passage"
Passed,-0.027735565545591975,-0.03739439450240075,31.0,415.0,223.0,192.0,"Congratulating charter schools and their students, parents, teachers, and administrators across the United States for their ongoing contributions to education, and for other purposes, On Motion to Suspend the Rules and Agree"
Failed,0.034903430423731854,-0.02667560885982299,-398.0,-28.0,-213.0,185.0,"Tax Relief Extension Reconciliation Act, On Motion to Instruct Conferees"
Passed,0.008540075524024951,-0.03438598824385267,-219.0,173.0,-23.0,196.0,"Pension Protection Act of 2005, On Motion to Instruct Conferees"
Passed,-0.03619061543476606,0.028022749966141163,423.0,27.0,225.0,-198.0,"Providing for consideration of H.R. 4954 to improve maritime and cargo security through enhanced layered defenses, and for other purposes., On Ordering the Previous Question"
