Foley,0.044791782620390554,0.03209696438548673,-426.0,96.0,-165.0,261.0,", ELECTION OF SPEAKER"
Passed,0.04236171149170023,0.03151747394833647,-391.0,87.0,-152.0,239.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 5678; COMMERCE, STATE, AND JUSTICE APPROPRIATIONS FOR FY 1993, On Agreeing to the Resolution"
Failed,-0.032530429935687555,0.04621307426298337,99.0,-367.0,-134.0,-233.0,", ON MOTION TO ADJOURN"
Passed,0.042400331708964366,0.026443053242799427,-380.0,104.0,-138.0,242.0,"COMMERCE, STATE, AND JUSTICE APPROPRIATIONS FOR FY 1993, ON MOTION TO RESOLVE INTO COMMITTEE"
Failed,-0.040229759988723995,0.015295064175564794,216.0,-262.0,-23.0,-239.0,", On Agreeing to the Amendment"
Agreed to,0.017611713214423518,-0.04416545287991216,-21.0,281.0,130.0,151.0,", On Agreeing to the Amendment"
Agreed to,0.015159828744292291,0.019310501820870147,-144.0,10.0,-67.0,77.0,", On Agreeing to the Amendment"
Failed,0.01275449611091573,0.026607304195623394,-143.0,-35.0,-89.0,54.0,", On Agreeing to the Amendment"
Passed,0.03496267402585423,0.020190826765157776,-271.0,87.0,-92.0,179.0,"COMMERCE, STATE, AND JUSTICE APPROPRIATIONS FOR FY 1993, On Passage"
Passed,0.03916388726012523,0.024421029518256192,-342.0,92.0,-125.0,217.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 4318; MISCELLLANEOUS TARIFF ACT, On Agreeing to the Resolution"
Failed,-0.03278438711264397,-0.005352480660768773,238.0,-136.0,51.0,-187.0,"MISCELLANEOUS TARIFF ACT OF 1992, On Motion to Recommit with Instructions"
Passed,0.032006723659904854,-5.212801674216264e-05,-206.0,160.0,-23.0,183.0,"MISCELLANEOUS TARIFF ACT OF 1992, On Passage"
Passed,0.02789059092130487,-0.047421536322523966,-64.0,354.0,145.0,209.0,"SMALL BUSINESS EQUITY ENHANCEMENT ACT OF 1992, On Passage"
Failed,-0.04051844098034434,-0.01920987541839177,301.0,-125.0,88.0,-213.0,", On Agreeing to the Amendment"
Failed,0.0057557587926330535,0.011759170911325265,-36.0,-8.0,-22.0,14.0,"REPEAL OCCUPATIONAL TAXES ON THE LIQUOR INDUSTRY, On Motion to Suspend the Rules and Pass"
Passed,0.005541376082405772,-0.03070538753876975,30.0,148.0,89.0,59.0,"SPECIAL PATENT TERM EXTENSIONS, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.04176460691125588,0.032682507667482784,-390.0,80.0,-155.0,235.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5334; HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1992, On Ordering the Previous Question"
Passed,0.04270640874303455,0.028700418337799218,-384.0,96.0,-144.0,240.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5334; HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1992, On Agreeing to the Resolution"
Failed,0.013995241712010416,0.048925718427823506,-192.0,-116.0,-154.0,38.0,", On Agreeing to the Amendment"
Failed,-0.044502884407219744,-0.02354329664282221,369.0,-129.0,120.0,-249.0,"HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1992, On Motion to Recommit with Instructions"
Passed,0.04100057649406914,-0.026431258455956466,-196.0,314.0,59.0,255.0,"HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1992, On Passage"
Failed,-0.025182730720519894,-0.019922329688144346,215.0,-45.0,85.0,-130.0,", On Agreeing to the Amendment"
Passed,0.03515941726918567,-0.02809426121758966,-166.0,298.0,66.0,232.0,"RURAL ELECTRIFICATION ADMINISTRATION IMPROVEMENT ACT OF 1992, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.042787021418327756,0.033561888619136185,-400.0,80.0,-160.0,240.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 3603; FAMILY PRESERVATION ACT OF 1992, On Ordering the Previous Question"
Passed,0.03549994754645049,0.04051810071728101,-339.0,23.0,-158.0,181.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 3603; FAMILY PRESERVATION ACT OF 1992, On Agreeing to the Resolution"
Failed,-0.03730177567520895,-0.0395535362795398,350.0,-38.0,156.0,-194.0,"FAMILY PRESERVATION ACT OF 1992, On Motion to Recommit with Instructions"
Passed,0.04055404349021485,0.02830505080154549,-342.0,92.0,-125.0,217.0,"FAMILY PRESERVATION ACT OF 1992, On Passage"
Passed,0.01372372799863759,-0.008632069705980728,-39.0,93.0,27.0,66.0,"FREEDOM SUPPORT ACT, On Passage"
Passed,0.030861210745533118,0.012959473893822777,-214.0,106.0,-54.0,160.0,"FAMILY PLANNING AMENDMENTS ACT OF 1992, On Agreeing to the Conference Report"
Passed,0.029937721066181935,-0.046197826634311864,-87.0,361.0,137.0,224.0,"SENSE OF CONGRESS WITH RESPECT TO TRADE AGREEMENTS, On Agreeing to the Resolution"
Passed,0.036807773498802654,0.010541859471588092,-279.0,131.0,-74.0,205.0,", On Approving the Journal"
Passed,0.030200031417557106,-0.05005284085419144,-75.0,377.0,151.0,226.0,"FOR THE RELIEF OF LLOYD B. GAMBLE, ON PASSAGE"
Passed,0.0325822090675685,-0.010949308330180197,-186.0,198.0,6.0,192.0,"AGRICULTURE APPROPRIATIONS FOR F.Y. 1993, On Agreeing to the Conference Report"
Passed,0.036694104188107965,0.019348038944108862,-296.0,104.0,-96.0,200.0,"AGRICULTURE APPROPRIATIONS FOR F.Y. 1993, RECEDE AND CONCUR WITHAN ADT IN SENATE ADT #16"
Passed,0.038087603332542554,-0.030337467246584388,-167.0,317.0,75.0,242.0,"NEW RIVER WILD AND SCENIC STUDY ACT OF 1992, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03997047751097243,0.029888805908253845,-374.0,78.0,-148.0,226.0,"PROVIDING FOR THE CONSIDERATION OF THE BILL H.R. 4323; NEIGHBORHOOD SCHOOLS IMPROVEMENT ACT, On Agreeing to the Resolution"
Failed,-0.041895603493214154,0.00890552118567105,253.0,-247.0,3.0,-250.0,", On Agreeing to the Amendment"
Failed,-0.04286263194332208,-0.022215291839024886,349.0,-125.0,112.0,-237.0,", On Agreeing to the Amendment"
Passed,0.043577516756334256,0.015270925653246364,-334.0,154.0,-90.0,244.0,"NEIGHBORHOOD SCHOOLS IMPROVEMENT ACT, On Passage"
Passed,0.018323933408388175,0.006720175141713898,-119.0,69.0,-25.0,94.0,"AIRLINE RESERVATION SYSTEM COMPETITION, On Passage"
Passed,0.034950014818457054,-0.0265204089274947,-160.0,282.0,61.0,221.0,"MARITIME ADMINISTRATION AUTHORIZATION, On Passage"
Passed,0.03788178281094427,0.008421437653998843,-276.0,150.0,-63.0,213.0,", On Approving the Journal"
Passed,0.039974891107017727,-0.013736542691441216,-225.0,257.0,16.0,241.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON S. 5; FAMILY MEDICAL LEAVE ACT OF 1992, On Agreeing to the Resolution"
Passed,0.03356362510606729,0.023366873775782608,-243.0,79.0,-82.0,161.0,"FAMILY MEDICAL LEAVE ACT, On Agreeing to the Conference Report"
Failed,-0.031048716739197388,-0.029733763196339014,288.0,-34.0,127.0,-161.0,", On Agreeing to the Amendment"
Passed,0.03259547800428107,-0.031795790707142155,-132.0,294.0,81.0,213.0,"INDIAN HEALTH CARE AMENDMENTS OF 1992, On Passage"
Passed,0.04205654776159524,0.03249809970351831,-399.0,77.0,-161.0,238.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5231; NATIONAL COMPETITIVENESS ACT, On Ordering the Previous Question"
Passed,0.04200878408593695,0.031750064273770945,-400.0,80.0,-160.0,240.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5231; NATIONAL COMPETITIVENESS ACT, On Agreeing to the Resolution"
Failed,-0.0013860775054263632,0.032152111003885014,-78.0,-154.0,-116.0,-38.0,"GOVERNMENT SECURITIES REFORM ACT, SUSPEND THE RULES AND PASS WITH AMENDMENT"
Failed,0.03073719848546823,0.017270993603130554,-224.0,88.0,-68.0,156.0,"WILLIAM O. DOUGLAS OUTDOOR CLASSROOM, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03898043687460687,0.0154347893260283,-314.0,128.0,-93.0,221.0,"WAIVING ALL POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON S. 12; CABLE TELEVISION CONSUMER PROTECTION AND COMPETITION ACT OF 1992, On Agreeing to the Resolution"
Passed,0.030015728734865823,-0.00193846513652879,-189.0,151.0,-19.0,170.0,"CABLE TELEVISION CONSUMER PROTECTION AND COMPETITION ACT OF 1992, On Agreeing to the Conference Report"
Passed,0.012371073738135278,-0.012142334187226145,-57.0,103.0,23.0,80.0,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS, 1993, On Agreeing to the Conference Report"
Failed,0.009850621191588683,0.01926789179909459,-107.0,-45.0,-76.0,31.0,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS, 1993, PREV QUES ON R & C IN S ADT 37 W/ADT"
Agreed to,0.005274276941995604,-0.02482442997408009,21.0,145.0,83.0,62.0,", ADT TO MOTION TO RECEDE AND CONCUR IN SENATE ADT 37 WITH ADT"
Passed,0.03461087382158526,0.014706745398854103,-279.0,105.0,-87.0,192.0,", On Approving the Journal"
Passed,0.03805704460488908,0.030228025440972296,-365.0,65.0,-150.0,215.0,"CONCERNING A PRIVILEGED RESOLUTION, ON MOTION TO TABLE"
Passed,0.03180777771185453,-0.05137836410824793,-82.0,392.0,155.0,237.0,"NATIONAL DEFENSE AUTHORIZATION ACT, CLOSING PORTIONS OF CONFERENCE"
Failed,-0.04348126899593169,-0.026898839693087758,385.0,-107.0,139.0,-246.0,", On Agreeing to the Amendment"
Failed,-0.040986818148667795,-0.018125315232784083,329.0,-127.0,101.0,-228.0,", On Agreeing to the Amendment"
Failed,-0.041323581303860255,-0.018407780763912272,340.0,-126.0,107.0,-233.0,", On Agreeing to the Amendment"
Passed,0.03308122583947098,-0.0515450398408158,-90.0,400.0,155.0,245.0,"FEDERAL FACILITIES COMPLIANCE ACT, On Agreeing to the Conference Report"
Failed,-0.04097509487926603,-0.029907701758950515,353.0,-83.0,135.0,-218.0,", On Agreeing to the Amendment"
Failed,-0.0430299113907797,-0.031439792653230283,400.0,-86.0,157.0,-243.0,"NATIONAL COMPETITIVENESS ACT, On Motion to Recommit with Instructions"
Passed,0.04412314907202343,0.01194217733855062,-322.0,164.0,-79.0,243.0,"NATIONAL COMPETITIVENESS ACT, On Passage"
Passed,0.041894201272174345,0.0277209758828481,-380.0,96.0,-142.0,238.0,", STRIKE ALL AFTER ENACTING CLAUSE; INSERT H.R. 5231"
Passed,0.042882300145295864,0.02050016225297761,-353.0,127.0,-113.0,240.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 5754; WATER RESOURCES DEVELOPMENT ACT, On Agreeing to the Resolution"
Agreed to,-0.0038892483640163866,-0.03411701894218463,116.0,132.0,124.0,8.0,", On Agreeing to the Amendment"
Failed,-0.03768388734014074,0.0032324701784120957,226.0,-198.0,14.0,-212.0,", On Agreeing to the Amendment"
Failed,-0.03639333778242272,-0.0057116428851487835,246.0,-156.0,45.0,-201.0,", On Agreeing to the Amendment"
Passed,0.03804006808500246,-0.012426790926760042,-216.0,238.0,11.0,227.0,"WATER RESOURCES DEVELOPMENT ACT, On Passage"
Passed,0.03265173160568236,-0.0527839805378978,-82.0,402.0,160.0,242.0,"DEPARTMENT OF DEFENSE APPROPRIATIONS FOR F.Y. 1993, CLOSING PORTIONS OF CONFERENCE"
Passed,-0.019002048553664982,-0.04275150023711579,193.0,63.0,128.0,-65.0,"DISTRICT OF COLUMBIA APPROPRIATIONS FOR F.Y. 1993, RECOMMIT CONF. REPT. WITH INSTRUCTIONS"
Passed,0.034589977441197885,-0.04469438241993345,-113.0,373.0,130.0,243.0,"INTERNATIONAL DOLPHIN CONSERVATION ACT, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03475209261203031,-0.048544038155935804,-102.0,388.0,143.0,245.0,"REAUTHORIZATION OF CRIME CONTROL PROGRAMS, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,-0.0008077970361370519,-0.037861837031682485,84.0,142.0,113.0,29.0,"TO PROMOTE TRANSITION TO DEMOCRACY IN CUBA, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03488192527875196,-0.044461388338138896,-109.0,371.0,131.0,240.0,"MAMMOGRAPHY QUALITY STANDARDS ACT OF 1992, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.034175841738733954,-0.04875337289585679,-100.0,388.0,144.0,244.0,"HEALTH CARE POLICY AND RESEARCH, SUSPEND THE RULES AND PASS, AS AMENDED"
Failed,0.02355319917840407,0.032451521720789814,-209.0,-5.0,-107.0,102.0,", On Agreeing to the Amendment"
Passed,0.03632184989484627,0.03369499006521669,-334.0,50.0,-142.0,192.0,"CONSUMER CREDIT REPORTING REFORM, ON MOTION TO RISE"
Passed,-0.00812398771442627,-0.04646337257498086,142.0,136.0,139.0,-3.0,"DISTRICT OF COLUMBIA APPROPRIATIONS FOR F.Y. 1993, RECEDE AND CONCUR IN SENATE ADT NO. 24 WITHADT"
Passed,0.03308337793896003,0.024227864036003816,-260.0,72.0,-94.0,166.0,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS, 1993, RECEDE AND CONCUR IN SENATE AMENDMENT #57 WITH AMENDMENT"
Passed,0.039852579925502646,0.024650974524841766,-337.0,99.0,-119.0,218.0,", POSTPONING PRESIDENTIAL VETO CONSIDERATION"
Passed,0.014949759583989978,0.015155110784460243,-115.0,17.0,-49.0,66.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT TO ACCOMPANY H.R. 5679; VA, HUD APPROPRIATIONS FOR FY 1993, On Agreeing to the Resolution"
Passed,0.024912763684987183,-0.01802439007898415,-102.0,188.0,43.0,145.0,"VA, HUD APPROPRIATIONS FOR FY 1993, On Agreeing to the Conference Report"
Passed,0.027508216537702992,0.024536526482055555,-217.0,41.0,-88.0,129.0,"VA, HUD APPROPRIATIONS FOR FY 1993, RECEDE AND CONCUR IN SENATE ADTS. NOS. 189 & 192"
Failed,-0.03344516235306735,0.005764829255740649,185.0,-191.0,-3.0,-188.0,"VA, HUD APPROPRIATIONS FOR FY 1993, CONCUR IN SENATE AMENDMENT NO. 267 WITHAMENDMENT"
Failed,0.008516361035141622,0.023529003692042333,-93.0,-55.0,-74.0,19.0,"VA, HUD APPROPRIATIONS FOR FY 1993, RECEDE AND CONCUR IN SENATE AMENDMENT NO. 268"
Failed,-0.023246970884061965,0.01642311315296039,115.0,-195.0,-40.0,-155.0,"APPROVING EXTENSION OF THE MOST FAVORED NATION TREATMENT TO THE PRODUCTS OF ROMANIA, SUSPEND THE RULES AND PASS"
Passed,0.02891219886477075,0.01863352155648463,-209.0,69.0,-70.0,139.0,"DISTRICT OF COLUMBIA APPROPRIATIONS FOR FY 1993, On Passage"
Passed,0.03819735884128938,0.036601769130635724,-366.0,44.0,-161.0,205.0,"PROVIDING FOR CONSIDERATION OF H.J.RES. 553; MAKING CONTINUING APPROPRIATIONS FOR FY 1993, On Ordering the Previous Question"
Passed,0.03318570556411907,0.0408475317345574,-330.0,8.0,-161.0,169.0,"PROVIDING FOR CONSIDERATION OF H.J.RES. 553; MAKING CONTINUING APPROPRIATIONS FOR FY 1993, On Agreeing to the Resolution"
Passed,0.03924327115850555,-0.0008933782591055129,-251.0,195.0,-28.0,223.0,"CONTINUING RESOLUTION FOR F.Y. 1992, On Passage"
Passed,0.034824477316333424,-0.019921970314229324,-186.0,270.0,42.0,228.0,"UNITED STATES CHINA ACT OF 1992, PASSAGE, OBJECTION OF THE PRESIDENT NOTWITHSTANDING"
Failed,-0.04393428000566777,-0.0334873091828799,409.0,-87.0,161.0,-248.0,"NEIGHBORHOOD SCHOOLS IMPROVEMENT ACT, RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS"
Failed,0.036111695493437235,0.025061927763849978,-266.0,88.0,-89.0,177.0,"FAMILY AND MEDICAL LEAVE ACT, PASSAGE, OBJECTION OF THE PRESIDENT NOTWITHSTANDING"
Failed,-0.0069174519430207785,0.042337327495043015,-52.0,-210.0,-131.0,-79.0,"NATIONAL AIR AND SPACE MUSEUM EXPANSION SITE SELECTION ACT OF 1992, SUSPEND THE RULES AND PASS, AS AMENDED"
Failed,0.033424150907757084,0.03551803800310239,-291.0,33.0,-129.0,162.0,"NATIVE HAWAIIAN HEALTH CARE, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.034617835178332966,0.0007688509497097507,-212.0,176.0,-18.0,194.0,"LINCOLN INTERPRETIVE CENTER, SUSPEND THE RULES AND PASS, AS AMENDED"
Failed,0.020495304375930883,0.04400292919590262,-227.0,-63.0,-145.0,82.0,"MIMBRES CULTURE MONUMENT, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03717170606017877,-0.001176591751699212,-225.0,185.0,-20.0,205.0,"COMMERCE, JUSTICE, STATE, JUDICIARY APPROPRIATIONS FOR FY 1993, On Agreeing to the Conference Report"
Passed,0.038120407695888876,0.005289173815302913,-253.0,165.0,-44.0,209.0,"TREASURY, POSTAL SERVICE APPROPRIATIONS FOR F.Y. 1993, On Agreeing to the Conference Report"
Agreed to,0.01994177963342674,-0.039129418150445024,-46.0,266.0,110.0,156.0,", ON AGREEING TO THE AMENDMENT TO THE AMENDMENT"
Passed,0.032137211507238674,-0.052520858236927176,-80.0,396.0,158.0,238.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT H.R. 5095; INTELLIGENCE AUTHORIZATION FOR F.Y. 1993, On Agreeing to the Resolution"
Failed,0.032016350578353836,0.0115342028289319,-219.0,117.0,-51.0,168.0,"FAMILY PLANNING REAUTHORIZATION, PASSAGE, OBJECTIONS OFTHE PRESIDENT NOTWITHSTANDING"
Passed,0.03274757853737119,-0.05224144977658896,-86.0,400.0,157.0,243.0,"LEGISLATIVE BRANCH APPROPRIATIONS, FY 1993, MOTION TO INSTRUCT CONFEREES"
Passed,0.04038572854040453,-0.005209218838298383,-252.0,222.0,-15.0,237.0,"EXPEDITIOUS CONSIDERATION OF LEGISLATION, On Agreeing to the Resolution"
Passed,0.037593957922219,0.006469625873549527,-264.0,158.0,-53.0,211.0,"MONTANA NATIONAL FOREST MANAGEMENT, On Passage"
Passed,0.03641528796968294,0.038021997348564915,-345.0,39.0,-153.0,192.0,"TASK FORCE ACTIVITIES, On Agreeing to the Resolution"
Passed,0.04003105592102476,-0.0278123575828189,-183.0,315.0,66.0,249.0,"LABOR, HEALTH, HUMAN SERVICES AND EDUCATION APPROPRIATIONS, FOR FISCAL YEAR 1993, On Agreeing to the Conference Report"
Passed,0.025292225844998076,0.02406295936449843,-205.0,33.0,-86.0,119.0,"MILITARY HEALTH CARE INITIATIVES ACT OF 1992, On Passage"
Passed,0.003576038756588999,-0.04921185578289405,82.0,216.0,149.0,67.0,"EXPEDITED CONSIDERATION OF PROPOSED RECISSIONS ACT OF 1992, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03930410331390398,-0.014359784392469245,-208.0,260.0,26.0,234.0,"INDIAN HEALTH CARE AMENDMENTS ACT, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.018495781492867854,-0.031984309685766064,-47.0,205.0,79.0,126.0,"NATIONAL DEFENSE AUTHORIZATION ACT, On Agreeing to the Conference Report"
Passed,0.014633129022311155,-0.0019832395855050805,-66.0,70.0,2.0,68.0,"FREEDOM SUPPORT ACT, On Agreeing to the Conference Report"
Passed,0.038787330515331786,0.020624598897150244,-307.0,109.0,-99.0,208.0,"LEGISLATIVE BRANCH APPROPRIATIONS, FY 1993, On Agreeing to the Conference Report"
Failed,-0.04002807093493646,0.007528653721717239,244.0,-232.0,6.0,-238.0,", "
Passed,0.03944494749333014,0.022498867526240772,-330.0,104.0,-113.0,217.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 918; MINING LAW REFORM, On Agreeing to the Resolution"
Failed,0.014351597642781573,0.03826324623442341,-161.0,-77.0,-119.0,42.0,", On Agreeing to the Amendment"
Failed,-0.040451397494412185,-0.020027749275475903,330.0,-122.0,104.0,-226.0,"MINING LAW REFORM, ON MOTION TO RISE"
Failed,-0.03832336186964095,-0.01847741224970952,293.0,-117.0,88.0,-205.0,", On Agreeing to the Amendment"
Passed,0.02867763109590991,-0.01467233736880501,-116.0,208.0,46.0,162.0,"FOREIGN ASSISTANCE APPROPRIATIONS FOR FY 1993, On Agreeing to the Conference Report"
Passed,0.0371643214107603,-0.03506240767270705,-153.0,343.0,95.0,248.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT TO ACCOMPANY H.R. 776; COMPREHENSIVE NATIONAL ENERGY POLICY ACT, On Agreeing to the Resolution"
Passed,0.02342346631675259,0.008354150215884539,-160.0,78.0,-41.0,119.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT AND ITS CONSIDERATION OF H.R. 5504; DEPARTMENT OF DEFENSE APPROPRIATIONS FOR F.Y. 1993, On Agreeing to the Resolution"
Failed,-0.023705253722777132,0.024403908275530906,108.0,-222.0,-57.0,-165.0,"COMPREHENSIVE NATIONAL ENERGY POLICY ACT, RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS"
Passed,0.03348931349202674,-0.032004673003707046,-135.0,303.0,84.0,219.0,"COMPREHENSIVE NATIONAL ENERGY POLICY ACT, On Agreeing to the Conference Report"
Passed,0.043755680272096927,0.0036160280428788206,-295.0,201.0,-47.0,248.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT AND ITS CONSIDERATION OF H.R. 5334; HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1992, On Agreeing to the Resolution"
Passed,0.0383129117684228,-0.03500946856250076,-159.0,339.0,90.0,249.0,"HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1992, On Agreeing to the Conference Report"
Passed,0.034280210676686115,-0.00502927063259132,-209.0,193.0,-8.0,201.0,"CABLE TELEVISION CONSUMER PROTECTION AND COMPETITION ACT OF 1992, PASSAGE, OBJECTIONS OFTHE PRESIDENT NOTWITHSTANDING"
Passed,0.031207662948347693,0.02893461676600915,-263.0,47.0,-108.0,155.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT AND ITS CONSIDERATION ON H.R. 429; RECLAMATION PROJECTS AUTHORIZATION AND ADJUSTMENT ACT OF 1991, On Ordering the Previous Question"
Passed,0.03781044683912577,0.01910583484329296,-297.0,115.0,-91.0,206.0,"WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT AND ITS CONSIDERATION ON H.R. 429; RECLAMATION PROJECTS AUTHORIZATION AND ADJUSTMENT ACT OF 1991, On Agreeing to the Resolution"
Failed,-0.03175035913798343,-0.020537934387849174,236.0,-84.0,76.0,-160.0,"RECLAMATIONS PROJECTS AUTHORIZATION AND ADJUSTMENT ACT OF 1991, RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS"
Passed,0.03138295338059388,0.032293184929313955,-299.0,23.0,-138.0,161.0,"PROVIDING FOR THE CONSIDERATION OF THE CONFERENCE REPORT ON H.R. 11, On Agreeing to the Resolution"
Passed,0.020873999797183487,0.023538768965253996,-173.0,7.0,-83.0,90.0,"REVENUE ACT OF 1992, On Agreeing to the Conference Report"
Passed,0.032293212271618583,-0.03079960028918174,-125.0,287.0,81.0,206.0,"EXPORT ENHANCEMENT ACT OF 1992, On Agreeing to the Conference Report"
Passed,0.03520589558748115,0.009696802598547069,-259.0,133.0,-63.0,196.0,"LOUISIANA LAND CONVEYANCE, SUSPEND THE RULES AND PASS, AS AMENDED"
Passed,0.03206108099721511,0.006869433691726518,-215.0,129.0,-43.0,172.0,"NATIONAL PARK SERVICE, SUSPEND THE RULES AND PASS, AS AMENDED"
Failed,-0.03699495559910827,-0.007391172812198428,270.0,-152.0,59.0,-211.0,", "
Passed,0.03677415484749238,0.003036243272201734,-253.0,171.0,-41.0,212.0,"TO AMEND THE WILD AND SCENIC RIVER ACT, On Motion to Suspend the Rules and Pass"
Passed,0.019464674847467122,-0.02928404887369375,-65.0,229.0,82.0,147.0,", "
