Foley,0.044791782620390554,0.03209696438548673,-426.0,96.0,-165.0,261.0,", ELECTION OF SPEAKER"
Passed,0.04300252006928794,0.031522609448454815,-410.0,86.0,-162.0,248.0,"RULES FOR THE 102ND CONGRESS, On Ordering the Previous Question"
Failed,-0.043889163930986574,-0.03088931322289232,416.0,-94.0,161.0,-255.0,"RULES FOR THE 102ND CONGRESS, COMMIT WITH INSTRUCTIONS"
Passed,0.041562187688669046,0.030581599819400115,-402.0,80.0,-161.0,241.0,"RULES FOR THE 102ND CONGRESS, On Agreeing to the Resolution"
Passed,0.03507106256379599,-0.004258956100241911,-221.0,193.0,-14.0,207.0,", On Approving the Journal"
Passed,0.043876149728525514,0.013541197745766956,-341.0,169.0,-86.0,255.0,"TO EXPRESS THE SENSE OF CONGRESS THAT CONGRESS MUST APPROVE ANY OFFENSIVE MILITARY ACTION AGAINST IRAQ, ON AGREEING TO THE RESOLUTION (BENNETT/DURBIN)"
Failed,0.0219645478321054,0.047127164061954586,-255.0,-69.0,-162.0,93.0,"REGARDING UNITED STATES POLICY TO REVERSE IRAQ’S OCCUPATION OF KUWAIT, ON AGREEING TO THE RESOLUTION (GEPHARDT/HAMILTON)"
Passed,-0.021894588709169282,-0.04729800538857625,255.0,69.0,162.0,-93.0,"TO AUTHORIZE THE USE OF UNITED STATES ARMED FORCES PURSUANT TO UNITED NATIONS SECURITY COUNCIL RESOLUTION 678, ON PASSAGE (MICHEL/SOLARZ)"
Passed,0.031711185957966626,-0.05237120605225623,-82.0,394.0,156.0,238.0,"SUPPORTING THE UNITED STATES PRESENCE IN THE PERSIAN GULF, SUSPEND THE RULES AND AGREE"
Passed,0.03373394331040232,-0.053643659472155464,-87.0,415.0,164.0,251.0,"CONDEMNING THE IRAQI ATTACK AGAINST ISRAEL, SUSPEND THE RULES AND AGREE"
Passed,0.034043382018428735,-0.053551802744870515,-89.0,417.0,164.0,253.0,"CONDEMNING THE TREATMENT BY THE GOVERNMENT OF IRAQ OF CAPTURED SERVICE MEMBERS OF THE U.S. AND ITS ALLIES IN THE PERSIAN GULF CONFLICT, SUSPEND THE RULES AND AGREE"
Passed,0.03367391765542588,-0.0533619035117693,-86.0,414.0,164.0,250.0,"EXTENSION OF TIME UNDER THE INTERNAL REVENUE LAWS FOR INDIVIDUALS PERFORMING SERVICES AS PART OF THE DESERT SHIELD OPERATION, On Motion to Suspend the Rules and Pass"
Passed,0.034295999063132555,-0.05399705812425682,-89.0,421.0,166.0,255.0,"VETERANS’ COMPENSATION AMENDMENTS OF 1991, On Motion to Suspend the Rules and Pass"
Passed,0.033623152120083676,-0.0538870278561577,-86.0,416.0,165.0,251.0,"CONDEMNING THE RECENT USE OF SOVIET MILITARY FORCE IN THE BALTIC STATES, SUSPEND THE RULES AND AGREE"
Passed,0.033903625123624125,-0.05222717461952279,-90.0,412.0,161.0,251.0,"AGENT ORANGE ACT OF 1991, On Motion to Suspend the Rules and Pass"
Passed,0.033985946440254614,-0.052480118437562284,-90.0,414.0,162.0,252.0,"SOLDIERS AND SAILORS CIVIL RELIEF ACT AMENDMENTS OF 1991, On Motion to Suspend the Rules and Pass"
Passed,0.031170863213842524,-0.05294590972419019,-73.0,397.0,162.0,235.0,"DEPARTMENT OF VETERANS AFFAIRS PHYSICIANS’ AND DENTISTS’ COMPENSATION AND LABOR RELATIONS ACT OF 1991, On Motion to Suspend the Rules and Pass"
Passed,0.03288148696395311,-0.05162569574984747,-87.0,401.0,157.0,244.0,"VETERANS EDUCATION AND EMPLOYMENT AMENDMENTS OF 1991, On Motion to Suspend the Rules and Pass"
Passed,0.032784347236268385,-0.05247865727223305,-84.0,404.0,160.0,244.0,"TRANSFER OF AN EXISTING U.S. MEMORIAL, PERSHING HALL, TO THE DEPARTMENT OF VETERANS AFFAIRS, On Motion to Suspend the Rules and Pass"
Passed,0.0333001407147404,-0.0532665194232263,-86.0,410.0,162.0,248.0,"VETERANS’ HOUSING AND MEMORIAL AFFAIRS AMENDMENTS OF 1991, SUSPEND RULES AND PASSAS AMENDED"
Passed,0.03365172533544682,-0.052733128108423656,-92.0,408.0,158.0,250.0,"DISPLAY OF AMERICAN FLAG IN SHOW OF SUPPORT FOR U.S. TROOPS IN THE PERSIAN GULF, SUSPEND THE RULES AND AGREE"
Passed,0.033547212712910335,-0.04945295822571142,-95.0,391.0,148.0,243.0,"REPORTS ON THE COST OF THE PERSIAN GULF OPERATIONS, On Motion to Suspend the Rules and Pass"
Passed,0.0325864366744124,-0.049874167126345285,-89.0,389.0,150.0,239.0,"RESOLUTION OF INQUIRY ON THE PERSIAN GULF CRISIS, MOTION TO TABLE"
Passed,0.033919521104647965,-0.05223568887696105,-94.0,410.0,158.0,252.0,"COMMEMORATING THE 200TH ANNIVERSARY OF U.S./PORTUGESE DIPLOMATIC RELATIONS, On Motion to Suspend the Rules and Pass"
Passed,0.03308023765354751,-0.052033083405952925,-90.0,402.0,156.0,246.0,"CONDEMNING CUBA’S HUMAN RIGHTS VIOLATIONS AND COMMENDING THE UN FOR ITS ATTENTION TO THE HUMAN RIGHTS SITUATION IN CUBA, On Agreeing to the Resolution"
Passed,0.0297982637149257,-0.048077510577917155,-78.0,368.0,145.0,223.0,"COMMODITY FUTURES IMPROVEMENTS ACT OF 1991, SUSPEND THE RULES AND PASS AS AMENDED"
Passed,0.03169718985281099,-0.05450872794748852,-75.0,403.0,164.0,239.0,"COMMEND PRESIDENT AND U.S. AND ALLIED TROOPS IN PERSIAN GULF, SUSPEND THE RULES AND AGREE"
Passed,0.034033176702576176,-0.05304416477380151,-92.0,416.0,162.0,254.0,"DEFENSE PRODUCTION ACT EXTENSION AND AMENDMENTS OF 1991, SUSPEND THE RULES AND PASS AS AMENDED"
Failed,-0.03311714702786308,0.04698585917630964,91.0,-373.0,-141.0,-232.0,", On Agreeing to the Amendment"
Failed,-0.03919602906018094,0.0027816719895869925,249.0,-209.0,20.0,-229.0,", On Agreeing to the Amendment"
Failed,-0.038761174151173944,-0.03366637602255849,359.0,-61.0,149.0,-210.0,", On Agreeing to the Amendment"
Failed,-0.035746626442030326,-0.027917667657299465,291.0,-69.0,111.0,-180.0,", On Agreeing to the Amendment"
Passed,0.03644117792128876,-0.03257404144968979,-147.0,321.0,87.0,234.0,"DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS, On Passage"
Passed,0.028207119971168055,-0.050965062653101814,-63.0,361.0,149.0,212.0,"SUPPLEMENTAL APPROPRIATIONS FOR OPERATION DESERT SHIELD/DESERT STORM, On Passage"
Passed,0.03182076838986496,-0.050210660780234125,-87.0,389.0,151.0,238.0,"PERMITTING USE OF THE ROTUNDA OF THE CAPITOL FOR A CEREMONY TO COMMEMORATE THE DAYS OF REMEMBRANCE OF VICTIMS OF THE HOLOCAUST, SUSPEND THE RULES AND AGREE AS AMENDED"
Passed,0.008423575869568134,-0.020739125033253383,-13.0,127.0,57.0,70.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 1315; TO PROVIDE ADDITIONAL FUNDING FOR THE RESOLUTION TRUST CORPORATION, On Agreeing to the Resolution"
Failed,0.020630140140913408,0.03851655231935629,-247.0,-53.0,-150.0,97.0,", ON AGREEING TO THE AMENDMENT"
Failed,-0.03359630864173874,-0.033895435694584836,325.0,-43.0,141.0,-184.0,", On Agreeing to the Amendment"
Failed,0.003222201140981194,0.051554036381055164,-134.0,-184.0,-159.0,-25.0,", ON AGREEING TO THE AMENDMENT"
Failed,-0.01689671722180705,-0.01876356835915242,175.0,-17.0,79.0,-96.0,"RESOLUTION TRUST CORPORATION FUNDING ACT OF 1991, On Passage"
Passed,0.038951070750754116,-0.0008452530434024143,-264.0,194.0,-35.0,229.0,", On Approving the Journal"
Passed,0.04145882259384478,0.03344529508587194,-393.0,75.0,-159.0,234.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 1175; DESERT STORM EMERGENCY AUTHORIZATION, On Agreeing to the Resolution"
Failed,-0.02489433030173741,-0.011979521571672928,209.0,-71.0,69.0,-140.0,", On Agreeing to the Amendment"
Failed,-0.04222115243220571,-0.03012357644068615,394.0,-94.0,150.0,-244.0,", On Agreeing to the Amendment"
Failed,-0.04426772154282293,-0.02270141627161505,363.0,-135.0,114.0,-249.0,"NATIONAL DEFENSE SUPPLEMENTAL AUTHORIZATION ACT FOR FISCAL YEAR 1991, On Motion to Recommit with Instructions"
Passed,0.03484526745493812,-0.044476719067418576,-117.0,371.0,127.0,244.0,"NATIONAL DEFENSE SUPPLEMENTAL AUTHORIZATION ACT FOR FISCAL YEAR 1991, On Passage"
Passed,0.014570606344554371,-0.043728395854453234,4.0,250.0,127.0,123.0,"PROVIDING FOR THE CONSIDERATION OF S. 419; TO AMEND THE FEDERAL HOME LOAN BANK ACT TO ENABLE THE RTC TO MEET ITS OBLIGATIONS, MOTION TO CONSIDER"
Agreed to,-0.010567827313634379,-0.019299789407052997,142.0,18.0,80.0,-62.0,", On Agreeing to the Amendment"
Passed,-0.008979124982445935,-0.01591988884891525,117.0,13.0,65.0,-52.0,"RESOLUTION TRUST CORPORATION FUNDING ACT OF 1991, On Passage"
Passed,0.041655881033935846,-0.014124301416841806,-249.0,269.0,10.0,259.0,"COMMITTEE FUNDING RESOLUTION FOR 1991, On Ordering the Previous Question"
Passed,0.04066508622850269,-0.024112667209377554,-204.0,304.0,50.0,254.0,"COMMITTEE FUNDING RESOLUTION FOR 1991, ON AGREEING TO THE RESOLUTION AS AMENDED"
Passed,0.03823943617497496,0.0018643438460024218,-269.0,179.0,-45.0,224.0,", On Approving the Journal"
Passed,0.035725688603072674,-0.042016298043580445,-125.0,363.0,119.0,244.0,"TO AMEND THE RECLAMATION STATES DROUGHT ASSISTANCE ACT OF 1988, On Passage"
Passed,-0.0072502350507792825,-0.02052245501177038,121.0,39.0,80.0,-41.0,"RESOLUTION TRUST CORPORATION FUNDING ACT OF 1991, On Agreeing to the Conference Report"
Passed,0.03263930171328234,-0.052430590984936645,-84.0,402.0,159.0,243.0,"SUPPLEMENTAL APPROPRIATIONS FOR OPERATION DESERT SHIELD/DESERT STORM, CLOSING PORTIONS OF CONFERENCE"
Passed,0.03168506627148636,-0.05161555631910301,-78.0,392.0,157.0,235.0,"PERSIAN GULF CONFLICT SUPPLEMENTAL AUTHORIZATION AND PERSONNEL BENEFITS ACT OF 1991, On Passage"
Passed,0.03222196539655397,-0.051534827983482426,-83.0,395.0,156.0,239.0,"DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS, MOTION TO INSTRUCT CONFEREES"
Failed,-0.037992964291812814,0.003871575978965418,239.0,-203.0,18.0,-221.0,", RECOMMIT THE CONFERENCE REPORT WITHINSTRUCTIONS"
Passed,0.030335323674818053,-0.03352926272285666,-99.0,291.0,96.0,195.0,"MAKING DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR FY 1991, On Agreeing to the Conference Report"
Passed,0.029204557953291344,-0.050767515425807444,-65.0,367.0,151.0,216.0,"SUPPLEMENTAL APPROPRIATIONS FOR OPERATION DESERT SHIELD/DESERT STORM, On Agreeing to the Conference Report"
Passed,0.03412500412953964,-0.05155272268562385,-96.0,404.0,154.0,250.0,"TO AWARD A GOLD MEDAL TO GENERAL H. NORMAN SCHWARZKOPF, On Motion to Suspend the Rules and Pass"
Passed,0.0336018145307494,-0.051053765770120815,-94.0,400.0,153.0,247.0,"TO AWARD A GOLD MEDAL FOR GENERAL COLIN L. POWELL, On Motion to Suspend the Rules and Pass"
Passed,0.034058989996524285,-0.04941794713520605,-101.0,395.0,147.0,248.0,"VETERANS BENEFITS IMPROVEMENT ACT, SUSPEND THE RULES AND PASS AS AMENDED"
Passed,0.033551521169629006,-0.04843072683276651,-102.0,384.0,141.0,243.0,"PROVIDING FOR THE CONSIDERATION OF H. CON. RES 121; REVISING THE CONGRESSIONAL BUDGET FOR THE U.S. GOVERNMENT FOR FY 1991 AND SETTING FORTH THE BUDGET FOR FY 1992 THRU 1996, On Agreeing to the Resolution"
Agreed to,0.03449828416528806,0.018693268321863934,-268.0,102.0,-83.0,185.0,", On Agreeing to the Amendment"
Failed,-0.04130603918030347,0.01166664047343841,242.0,-252.0,-5.0,-247.0,", On Agreeing to the Amendment"
Failed,-0.04134861986303534,-0.005330377271404433,286.0,-188.0,49.0,-237.0,", On Agreeing to the Amendment"
Failed,-0.040366306072128155,0.006221772872522968,276.0,-244.0,16.0,-260.0,", On Agreeing to the Amendment"
Passed,0.04146608099743631,0.026780515722277867,-353.0,99.0,-127.0,226.0,"REVISING THE CONGRESSIONAL BUDGET FOR THE U.S. GOVERNMENT FOR FY 1991 AND SETTING FORTH THE BUDGET FOR FY 1992 THRU 1996, On Agreeing to the Resolution"
Passed,0.03164719736307029,-0.05239779912536994,-81.0,395.0,157.0,238.0,"RAILROAD LABOR/MANAGEMENT DISPUTES, On Passage"
Passed,0.040378062825621605,0.004059425309358176,-283.0,181.0,-51.0,232.0,", On Approving the Journal"
Failed,-0.04247432944584843,-0.03146866522826291,402.0,-86.0,158.0,-244.0,", On Agreeing to the Amendment"
Passed,0.036314544738063906,-0.043411784788268855,-127.0,369.0,121.0,248.0,"NATIONAL FLOOD INSURANCE, MITIGATION, AND EROSION MANAGEMENT ACT OF 1991, On Passage"
Passed,0.0251737186339076,-0.04729442093724654,-50.0,324.0,137.0,187.0,"NATIONAL AERONAUTICS AND SPACE ADMINISTRATION MULTIYEAR AUTHORIZATION ACT OF 1991, On Passage"
Passed,0.040022812293777674,0.0009958095015907558,-270.0,192.0,-39.0,231.0,", On Approving the Journal"
Passed,0.03401031245452486,-0.05213729073409023,-96.0,408.0,156.0,252.0,"DESIGNATING THE CALIFORNIA NATIONAL HISTORIC TRAIL AND PONY EXPRESS NATIONAL HISTORIC TRAIL AS COMPONENTS OF THE NATIONAL TRAILS SYSTEM, SUSPEND THE RULES AND PASS AS AMENDED"
Passed,0.034610118104006014,-0.048293543900047295,-106.0,388.0,141.0,247.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 7, BRADY HANDGUN VIOLENCE PREVENTION ACT, On Agreeing to the Resolution"
Failed,-0.020969031966369234,-0.018212784717441755,144.0,-42.0,51.0,-93.0,", On Agreeing to the Amendment"
Failed,-0.03275904190741758,-0.01679672773827183,238.0,-104.0,67.0,-171.0,"BRADY HANDGUN PREVENTION ACT, On Motion to Recommit with Instructions"
Passed,0.02105271464796594,0.015219871356616928,-138.0,54.0,-42.0,96.0,"BRADY HANDGUN PREVENTION ACT, On Passage"
Passed,0.03409198573875974,-0.04280987080373312,-112.0,358.0,123.0,235.0,"DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR HUMANITARIAN ASSISTANCE TO REFUGEES AND DISPLACED PERSONS IN AND AROUND IRAQ FOR FY 1991, On Passage"
Failed,-0.04391238314357734,-0.01724867516265762,355.0,-151.0,102.0,-253.0,"CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FISCAL YEARS 1992, 1993, 1994, 1995 AND 1996, PREVIOUS QUESTION ON MOTION TO INSTRUCT CONFEREES"
Failed,-0.03760534462300572,-0.002239855548211077,243.0,-183.0,30.0,-213.0,", On Agreeing to the Amendment"
Failed,-0.03641227882808348,-0.00652558423721279,240.0,-158.0,41.0,-199.0,", On Agreeing to the Amendment"
Passed,0.038995626991349175,-0.015766419427069852,-212.0,260.0,24.0,236.0,"NIOBRARA SCENIC RIVER DESIGNATION ACT OF 1991, On Passage"
Agreed to,0.034215860419545066,0.03403993970723199,-334.0,38.0,-148.0,186.0,", On Agreeing to the Amendment"
Failed,-0.03111056252541599,-0.0365891326837214,306.0,-10.0,148.0,-158.0,", On Agreeing to the Amendment"
Agreed to,0.034204133697546865,-0.05313111228710625,-93.0,413.0,160.0,253.0,", On Agreeing to the Amendment"
Failed,-0.03802043108816365,-0.017915816489313917,271.0,-119.0,76.0,-195.0,", On Agreeing to the Amendment"
Failed,0.0012224763412903078,0.01066414960195321,-66.0,-36.0,-51.0,15.0,", On Agreeing to the Amendment"
Failed,-0.03094207905067325,-0.015745248749320352,212.0,-92.0,60.0,-152.0,", On Agreeing to the Amendment"
Passed,0.028434995667438807,-0.014793759491703772,-141.0,203.0,31.0,172.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 2100; DEPARTMENT OF DEFENSE AUTHORIZATION ACT FOR FY 1992 AND 1993, On Agreeing to the Resolution"
Failed,0.00636542223140024,0.04841339939239696,-146.0,-150.0,-148.0,-2.0,", On Agreeing to the Amendment"
Agreed to,0.009743932259177315,-0.0026681576336348286,-31.0,77.0,23.0,54.0,", On Agreeing to the Amendment"
Failed,-0.04259257304845882,-0.013693471366169389,330.0,-158.0,86.0,-244.0,", On Agreeing to the Amendment"
Agreed to,0.03392055539727473,0.02207818229036327,-270.0,96.0,-87.0,183.0,", On Agreeing to the Amendment"
Failed,0.015048102443263198,0.04497453948104993,-196.0,-90.0,-143.0,53.0,", On Agreeing to the Amendment"
Agreed to,0.03839967582853502,-0.02281174888176459,-204.0,298.0,47.0,251.0,", On Agreeing to the Amendment"
Failed,0.007080946386128861,0.04539746393698112,-154.0,-134.0,-144.0,10.0,", On Agreeing to the Amendment"
Passed,0.039671097460086055,0.0037904509163516264,-281.0,179.0,-51.0,230.0,", On Approving the Journal"
Failed,-0.04245071813935843,-0.027994112419000655,375.0,-103.0,136.0,-239.0,", On Agreeing to the Amendment"
Failed,-0.009767398495270163,0.04116097246444966,-8.0,-210.0,-109.0,-101.0,", On Agreeing to the Amendment"
Failed,-0.03789147281325021,-0.020198627315584188,279.0,-111.0,84.0,-195.0,", On Agreeing to the Amendment"
Failed,-0.031065479861691402,-0.03233762120485846,253.0,-33.0,110.0,-143.0,", On Agreeing to the Amendment"
Agreed to,0.023568042821420325,0.027479204162937258,-200.0,10.0,-95.0,105.0,", On Agreeing to the Amendment"
Passed,0.03881084427850038,0.01930282018463242,-333.0,107.0,-113.0,220.0,"NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEARS 1992 AND 1993, On Passage"
Passed,0.04415878543948542,0.032554758266463604,-420.0,92.0,-164.0,256.0,"WAIVING ALL POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON H. CON. RES. 121, CONGRESSIONAL BUDGET FOR U.S. GOVERNMENT FOR FY 92/96, On Agreeing to the Resolution"
Passed,0.038207200121691126,0.03287649551414283,-353.0,59.0,-147.0,206.0,"CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR FISCAL YEARS 1992, 1993, 1994, 1995 AND 1996, On Agreeing to the Conference Report"
Passed,0.03379875244227172,-0.04223128042395628,-103.0,353.0,125.0,228.0,"DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR HUMANITARIAN ASSISTANCE TO REFUGEES AND DISPLACED PERSONS IN AND AROUND IRAQ FOR FY 1991, On Agreeing to the Conference Report"
Passed,-0.0047244598658003605,-0.03726311461527814,129.0,125.0,127.0,-2.0,"PROVIDING FOR CONSIDERATION OF TWO RESOLUTIONS, H. RES. 101 AND H. RES. 146, ON THE SUBJECT OF FAST TRACK PROCEDURES FOR CONSIDERATION OF BILLS TO IMPLEMENT TRADE AGREEMENTS, On Agreeing to the Resolution"
Failed,0.01647499398782812,0.03164045454763901,-199.0,-41.0,-120.0,79.0,"DISAPPROVING THE EXTENSION OF FAST TRACK PROCEDURES TO BILLS TO IMPLEMENT TRADE AGREEMENTS, On Agreeing to the Resolution"
Passed,0.008532221703045012,-0.048750555846252375,59.0,245.0,152.0,93.0,"EXPRESSING THE SENSE OF THE HOUSE WITH RESPECT TO THE UNITED STATES OBJECTIVES ACHIEVED IN THE NEGOTIATION OF FUTURE TRADE AGREEMENTS, On Agreeing to the Resolution"
Failed,-0.0031833701555516957,0.01738731852097683,0.0,-88.0,-44.0,-44.0,", On Agreeing to the Amendment"
Failed,-0.03680407699476732,0.009900959894441399,213.0,-227.0,-7.0,-220.0,", On Agreeing to the Amendment"
Passed,0.03565272893185625,-0.04321531002857049,-127.0,369.0,121.0,248.0,"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR FY 1992, On Passage"
Passed,0.03390517237972167,-0.04791899606708383,-108.0,386.0,139.0,247.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 2426; MILITARY CONSTRUCTION APPROPRIATIONS FOR FY 1992, On Agreeing to the Resolution"
Passed,0.034842557734911385,-0.04573015504676633,-117.0,373.0,128.0,245.0,"MILITARY CONSTRUCTION APPROPRIATIONS FOR FY 1992, On Passage"
Passed,0.028727882043279283,-0.03972844494341286,-85.0,315.0,115.0,200.0,"PALO ALTO BATTLEFIELD NATIONAL HISTORIC SITE, SUSPEND THE RULES AND PASS AS AMENDED"
Passed,0.028212739025785187,-0.04123304146432433,-79.0,321.0,121.0,200.0,"FEDERAL FIRE PREVENTION AND CONTROL, SUSPEND THE RULES AND PASS"
Passed,0.029684060875664005,-0.03589539445850385,-99.0,301.0,101.0,200.0,"TACONIC MOUNTAINS PROTECTION ACT OF 1991, SUSPEND THE RULES AND PASS"
Passed,0.0445020625657114,0.03254782791453734,-421.0,93.0,-164.0,257.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 1; CIVIL RIGHTS ACT OF 1991, On Ordering the Previous Question"
Passed,0.040902149812093155,0.03317996842954346,-377.0,71.0,-153.0,224.0,"PROVIDING FOR THE CONSIDERATION OF H.R. 1; CIVIL RIGHTS ACT OF 1991, On Agreeing to the Resolution"
Failed,0.01223724543005241,0.049647096725431154,-181.0,-127.0,-154.0,27.0,", On Agreeing to the Amendment"
Failed,-0.04203637975300346,-0.028518901185443386,358.0,-102.0,128.0,-230.0,", On Agreeing to the Amendment"
Passed,0.04010381282069377,0.00773206072033984,-292.0,166.0,-63.0,229.0,", On Approving the Journal"
Agreed to,0.04114895734439434,0.026684989186809144,-339.0,97.0,-121.0,218.0,", On Agreeing to the Amendment"
Passed,0.04341647017794488,0.026721769062701774,-357.0,113.0,-122.0,235.0,"CIVIL RIGHTS ACT OF 1991, On Passage"
Failed,-0.03953678504268392,-0.01879247954071485,303.0,-125.0,89.0,-214.0,", ON AGREEING TO THE AMENDMENTS"
Failed,-0.031870888441624945,-0.03308808779222908,270.0,-30.0,120.0,-150.0,", On Agreeing to the Amendment"
Failed,-0.03796831456093927,-0.02735285926580031,307.0,-83.0,112.0,-195.0,", On Agreeing to the Amendment"
Failed,-0.04417756279859802,-0.014332930647402261,345.0,-163.0,91.0,-254.0,", On Agreeing to the Amendment"
Passed,0.04230162523454472,0.0034652282287552546,-287.0,197.0,-45.0,242.0,"LEGISLATIVE BRANCH APPROPRIATION, FY 1992, On Passage"
Passed,0.03594610561969176,-0.04710326446065267,-117.0,389.0,136.0,253.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 2519; VA, HUD APPROPRIATIONS FOR FISCAL YEAR 1992, On Agreeing to the Resolution"
Failed,0.0023662029966966076,0.04616997002952775,-108.0,-176.0,-142.0,-34.0,", On Agreeing to the Amendment"
Agreed to,-0.01114947529935777,-0.032740497390846106,145.0,69.0,107.0,-38.0,", ON AGREEING TO THE AMENDMENTS"
Agreed to,-0.0251484873088761,-0.04050899348172918,258.0,34.0,146.0,-112.0,", ON AGREEING TO THE AMENDMENTS"
Passed,0.02823841367816421,-0.042992039377973065,-71.0,323.0,126.0,197.0,"VA, HUD APPROPRIATIONS FOR FISCAL YEAR 1992, On Passage"
Failed,0.014270191845283517,0.03977862791715589,-174.0,-76.0,-125.0,49.0,", On Agreeing to the Amendment"
Passed,0.02879302098195057,-0.009748614276274744,-170.0,168.0,-1.0,169.0,"DEPARTMENT OF DEFENSE APPROPRIATIONS FOR FY 1992, On Passage"
Failed,-0.03443247705479142,-0.028169056005147727,278.0,-64.0,107.0,-171.0,", On Agreeing to the Amendment"
Passed,0.03414032245621462,-0.05129898698666493,-101.0,405.0,152.0,253.0,"MONEY LAUNDERING ENFORCEMENT AMENDMENTS OF 1991, On Motion to Suspend the Rules and Pass"
Agreed to,0.02661723391643735,0.023067222290419083,-208.0,44.0,-82.0,126.0,", On Agreeing to the Amendment"
Agreed to,0.024929782335025553,0.026526353816470654,-204.0,20.0,-92.0,112.0,", On Agreeing to the Amendment"
Failed,-0.019985069831064725,-0.007520139771206489,135.0,-69.0,33.0,-102.0,", On Agreeing to the Amendment"
Failed,-0.03299736775478614,-0.019036139358297052,259.0,-99.0,80.0,-179.0,", On Agreeing to the Amendment"
Failed,-0.04073473845042452,-0.0064991239521314005,274.0,-172.0,51.0,-223.0,", On Agreeing to the Amendment"
Failed,-0.040849810655640854,-0.022624164666155633,345.0,-115.0,115.0,-230.0,"DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE, JUDICIARY APPROPRIATIONS FOR FY 1992, On Motion to Recommit with Instructions"
Passed,0.040139726075261645,-0.01472640316016186,-217.0,257.0,20.0,237.0,"DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE, JUDICIARY APPROPRIATIONS FOR FY 1992, On Passage"
Agreed to,-0.0024239004187525484,-0.029038499770614602,59.0,99.0,79.0,20.0,", ON AGREEING TO THE AMENDMENT"
Passed,0.03969955117791056,0.004433831582678679,-277.0,179.0,-49.0,228.0,", On Approving the Journal"
Passed,0.04319473182495168,0.031950373320721634,-403.0,89.0,-157.0,246.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 2622; TREASURY, POSTAL SERVICE, EXECUTIVE AND INDEPENDENT AGENCIES APPROPRIATIONS FOR FISCAL YEAR 1992, On Ordering the Previous Question"
Passed,0.04330378182468486,0.0318990170337069,-405.0,89.0,-158.0,247.0,"WAIVING CERTAIN POINTS OF ORDER DURING CONSIDERATION OF H.R. 2622; TREASURY, POSTAL SERVICE, EXECUTIVE AND INDEPENDENT AGENCIES APPROPRIATIONS FOR FISCAL YEAR 1992, On Agreeing to the Resolution"
Agreed to,0.03426104631947501,-0.052283118015140066,-97.0,409.0,156.0,253.0,", On Agreeing to the Amendment"
Agreed to,0.0339418656522373,-0.05265616023808153,-94.0,410.0,158.0,252.0,", On Agreeing to the Amendment"
Agreed to,0.03381839616442605,-0.053017091572746096,-91.0,411.0,160.0,251.0,", On Agreeing to the Amendment"
Agreed to,0.030260009911650544,-0.051316057309466694,-61.0,381.0,160.0,221.0,", On Agreeing to the Amendment"
Agreed to,0.015713996353972304,-0.046456261531749476,18.0,288.0,153.0,135.0,", On Agreeing to the Amendment"
Passed,0.03761348672750323,-0.027020442617946706,-170.0,300.0,65.0,235.0,"TREASURY, POSTAL SERVICE, EXECUTIVE AND INDEPENDENT AGENCIES APPROPRIATIONS FOR FISCAL YEAR 1992, On Passage"
Passed,0.04153467513505458,0.005808279974362897,-294.0,180.0,-57.0,237.0,", On Approving the Journal"
Failed,-0.04216342321831674,-0.0241241261472268,376.0,-116.0,130.0,-246.0,", On Agreeing to the Amendment"
Agreed to,-0.022643422638451552,-0.03228308539766828,199.0,13.0,106.0,-93.0,", On Agreeing to the Amendment"
Agreed to,0.02807486183285289,-0.013918423119537829,-131.0,211.0,40.0,171.0,", On Agreeing to the Amendment"
Agreed to,0.02842242634988905,-0.001566516187075651,-164.0,154.0,-5.0,159.0,", On Agreeing to the Amendment"
Agreed to,0.03274593904018058,-0.05250986045238624,-88.0,400.0,156.0,244.0,", On Agreeing to the Amendment"
Agreed to,0.03316667467347692,-0.053006241286663605,-86.0,404.0,159.0,245.0,", On Agreeing to the Amendment"
Agreed to,0.034727358060799594,-0.05399124104933108,-95.0,419.0,162.0,257.0,", On Agreeing to the Amendment"
Failed,-0.026439758188317855,0.04634314193220889,53.0,-335.0,-141.0,-194.0,", On Agreeing to the Amendment"
