Ryan (WI),-0.037913457539032046,-0.004710463022300441,431.0,45.0,238.0,-193.0
Passed,-0.036629180264628095,-0.004085586303526344,412.0,44.0,228.0,-184.0
Passed,-0.03805702435443237,-0.004727270550620341,430.0,44.0,237.0,-193.0
Failed,0.037964617809669525,0.004798536655487988,-429.0,-43.0,-236.0,193.0
Passed,-0.0375366965082369,-0.004276406089590795,421.0,41.0,231.0,-190.0
Failed,0.037188408358823,0.0034012880224811378,-417.0,-53.0,-235.0,182.0
Passed,-0.037212669985414615,-0.002993976751419468,414.0,54.0,234.0,-180.0
Passed,-0.03744040792537264,-0.004020984655761728,419.0,47.0,233.0,-186.0
Passed,-0.03713326373850514,-0.004382517446711893,416.0,44.0,230.0,-186.0
Passed,-0.019401222817033544,0.03210279929317692,196.0,262.0,229.0,33.0
Agreed to,-0.03722968222055158,-0.003867232780730835,418.0,50.0,234.0,-184.0
Failed,0.03667698074202947,0.005653625694574789,-411.0,-37.0,-224.0,187.0
Failed,0.037205142178973465,0.004720947580312066,-417.0,-43.0,-230.0,187.0
Failed,0.036998782083358175,0.004389598608460575,-416.0,-46.0,-231.0,185.0
Failed,0.03718336381732766,0.0051799447104397284,-417.0,-39.0,-228.0,189.0
Failed,0.03760587963702907,0.004780816095408016,-424.0,-44.0,-234.0,190.0
Failed,0.036840078731245576,0.005430376882613606,-413.0,-37.0,-225.0,188.0
Failed,0.03770658225107652,0.004659470415011843,-425.0,-45.0,-235.0,190.0
Failed,0.03714813904668493,0.005349862484046988,-419.0,-39.0,-229.0,190.0
Agreed to,-0.036820954254840575,-0.005701184716730089,415.0,37.0,226.0,-189.0
Failed,0.03770658225107673,0.004659470415011764,-425.0,-45.0,-235.0,190.0
Passed,-0.03747725524018557,-0.0038405371168255776,420.0,50.0,235.0,-185.0
Passed,-0.007039016210244426,0.05457871816294687,49.0,405.0,227.0,178.0
Passed,-0.006764259822530281,0.054527362505159896,46.0,404.0,225.0,179.0
Passed,-0.03664550387642011,-0.0027930410836059317,411.0,55.0,233.0,-178.0
Passed,-0.037056481167267445,-0.003652316545446817,416.0,50.0,233.0,-183.0
Passed,-0.00729743620949445,0.010424048488320533,70.0,86.0,78.0,8.0
Failed,0.03478987063766904,-0.001712846761569954,-384.0,-82.0,-233.0,151.0
Failed,0.034552315006760335,-0.0026979631638778282,-382.0,-90.0,-236.0,146.0
Passed,-0.019921204889716566,0.03334166209504291,201.0,271.0,236.0,35.0
Passed,-0.0356366111519795,-0.0014949594511062241,400.0,64.0,232.0,-168.0
Passed,-0.03569501764148117,-0.001299940492552692,399.0,63.0,231.0,-168.0
Passed,-0.005477668069019178,0.051364450305077226,31.0,369.0,200.0,169.0
Agreed to,-0.037230387533893204,-0.003357367133082448,416.0,52.0,234.0,-182.0
Agreed to,-0.031241029890247237,0.0052740031944311806,339.0,99.0,219.0,-120.0
Failed,0.036853109004972046,0.00451866499032441,-412.0,-42.0,-227.0,185.0
Failed,0.03747500860098804,0.004717099683100965,-420.0,-42.0,-231.0,189.0
Failed,0.037449796597153424,0.0043082222600703745,-420.0,-46.0,-233.0,187.0
Failed,0.037342340514158835,0.004482981757638003,-417.0,-43.0,-230.0,187.0
Failed,0.03632612533342813,0.005773258614825492,-406.0,-32.0,-219.0,187.0
Failed,0.03755308027143378,0.0041950261901798885,-421.0,-47.0,-234.0,187.0
Failed,0.037207084091150165,0.0035347055610055575,-415.0,-51.0,-233.0,182.0
Failed,0.03760394267192618,0.004817704792179347,-423.0,-43.0,-233.0,190.0
Passed,-0.0369433895913716,-0.002770552948624167,411.0,55.0,233.0,-178.0
Failed,0.037639816416637786,0.004727667762222105,-423.0,-41.0,-232.0,191.0
Failed,0.037220093388340446,0.004556246504161238,-417.0,-41.0,-229.0,188.0
Failed,0.037699322679129246,0.005089275903864664,-423.0,-39.0,-231.0,192.0
Failed,0.037367290673537557,0.005516547718555507,-419.0,-35.0,-227.0,192.0
Failed,0.037473508662462796,0.005150355907698211,-421.0,-37.0,-229.0,192.0
Passed,-0.03670788011049639,-0.001737739282805491,407.0,59.0,233.0,-174.0
