Passed,0.03405758423559061,0.03484832626616663,423.0,13.0,218.0,-205.0
Gingrich,0.033781334572924794,0.0346425440894288,420.0,12.0,216.0,-204.0
Passed,0.034201067680833724,0.033819093058764536,422.0,20.0,221.0,-201.0
Failed,-0.03463841869787995,-0.03398208732186022,-423.0,-19.0,-221.0,202.0
Passed,0.035200146273614945,0.03366177090664647,417.0,25.0,221.0,-196.0
Passed,0.034247319454022776,0.03313838913942843,413.0,25.0,219.0,-194.0
Passed,0.023588060984470836,-0.038682962629357595,-26.0,366.0,170.0,196.0
Passed,0.02979015096779038,-0.03699181341240525,23.0,399.0,211.0,188.0
Passed,0.02822468326139869,-0.03128524345355358,39.0,347.0,193.0,154.0
Failed,-0.011359883879243431,0.03349064008914998,75.0,-255.0,-90.0,-165.0
Failed,-0.010588971282181066,0.033920568256971914,83.0,-251.0,-84.0,-167.0
Failed,-0.011564304879776267,0.03309190108764257,73.0,-253.0,-90.0,-163.0
Failed,-0.015069892416014627,0.03358882827669216,52.0,-280.0,-114.0,-166.0
Failed,-0.011476816106994098,0.0339595481790203,78.0,-258.0,-90.0,-168.0
Failed,-0.010776991785824981,0.03387290136763987,83.0,-253.0,-85.0,-168.0
Failed,-0.011662569451477348,0.03387144343030686,76.0,-258.0,-91.0,-167.0
Failed,-0.0093915612223503,0.03290482356021873,85.0,-243.0,-79.0,-164.0
Failed,-0.00977854513158644,0.030901472112508706,75.0,-231.0,-78.0,-153.0
Failed,-0.010949915219557934,0.009949503995757279,-37.0,-121.0,-79.0,-42.0
Failed,0.02338369628584839,0.023689471469486707,263.0,7.0,135.0,-128.0
Passed,-0.025470473699539985,-0.029665136898986817,-287.0,11.0,-138.0,149.0
Passed,0.02964319244911436,0.02476123021606478,291.0,37.0,164.0,-127.0
Passed,0.029065408799471823,-0.029613879325053417,49.0,341.0,195.0,146.0
Passed,0.03110947013153216,-0.03843202677060846,23.0,415.0,219.0,196.0
Passed,0.031127431610162466,-0.038537750885221524,22.0,416.0,219.0,197.0
Passed,0.01241297257931823,-0.03641393256906342,-86.0,274.0,94.0,180.0
Passed,0.026736570198031384,-0.024141922422106298,62.0,294.0,178.0,116.0
Passed,0.03116549163981418,-0.038711394114848585,21.0,415.0,218.0,197.0
Passed,0.03115672997516096,-0.03891080206303267,20.0,416.0,218.0,198.0
Passed,0.036208020987744415,0.007061299912794966,253.0,171.0,212.0,-41.0
Failed,-0.030886914463877566,0.006165728880266096,-170.0,-218.0,-194.0,-24.0
Passed,0.029643295781784484,-0.024310269633342152,79.0,311.0,195.0,116.0
Passed,0.029793231835710976,-0.0350881863485501,30.0,382.0,206.0,176.0
Failed,-0.032216426744065906,0.006730169199616877,-181.0,-227.0,-204.0,-23.0
Passed,0.03181339657497253,-0.03793378182798598,29.0,413.0,221.0,192.0
Passed,0.028776694996515546,-0.03694543627172041,20.0,386.0,203.0,183.0
Passed,0.031481063969855644,-0.03845675924602548,24.0,414.0,219.0,195.0
Passed,0.029587877211665174,-0.026526832898205753,68.0,326.0,197.0,129.0
Failed,-0.032833154641591616,0.02911012961380717,-75.0,-365.0,-220.0,-145.0
Passed,0.0351292624642046,0.03358217504005585,423.0,27.0,225.0,-198.0
Passed,0.03503414600494577,0.033967387826789416,425.0,25.0,225.0,-200.0
Failed,-0.03499969625860912,-0.03397963384713288,-424.0,-24.0,-224.0,200.0
Passed,0.035305227441429866,0.032102420217808576,408.0,34.0,221.0,-187.0
Passed,0.031688259774418095,0.032715051115846834,387.0,5.0,196.0,-191.0
Agreed to,0.030403028769019923,0.03103885126670578,365.0,7.0,186.0,-179.0
Agreed to,0.030332855348602618,0.02584781708112859,334.0,32.0,183.0,-151.0
Passed,0.03069811333001033,0.01855014438765938,288.0,74.0,181.0,-107.0
Passed,0.0338710632407314,0.03115229852368234,399.0,33.0,216.0,-183.0
Passed,0.0290162505027227,-0.03648942985896939,19.0,393.0,206.0,187.0
Failed,-0.03145703905813144,-0.026642499559405935,-322.0,-38.0,-180.0,142.0
Passed,0.032362982265476556,-0.03630597060715694,40.0,408.0,224.0,184.0
Passed,0.031290052200310545,-0.03924584632834566,21.0,421.0,221.0,200.0
Passed,0.03511337023002739,0.03207261603560681,405.0,35.0,220.0,-185.0
Agreed to,0.030652083596742964,-0.035193501784445004,32.0,388.0,210.0,178.0
Agreed to,0.0225384423440593,-0.0380125451719916,-35.0,353.0,159.0,194.0
Failed,-0.03425830583285955,-0.026802007397604712,-364.0,-56.0,-210.0,154.0
Failed,-0.03510299441306728,-0.030521059423598833,-396.0,-44.0,-220.0,176.0
Passed,0.031822480334113286,0.03235059061123042,370.0,12.0,191.0,-179.0
Failed,-0.03386729320378217,-0.03006733512965717,-387.0,-39.0,-213.0,174.0
Passed,0.03449973934966941,0.025982619635855957,338.0,60.0,199.0,-139.0
Passed,0.03339637166470977,0.022201723738605912,305.0,73.0,189.0,-116.0
Passed,0.036559752582826816,0.02078160297108645,329.0,101.0,215.0,-114.0
Failed,-0.033266390956802665,-0.01228191289876859,-254.0,-134.0,-194.0,60.0
Passed,0.03607989304695856,0.009615030900611964,261.0,159.0,210.0,-51.0
Failed,0.031036549721438232,0.03388675504744877,400.0,-2.0,199.0,-201.0
Passed,0.027084519690351243,-0.021264577888896855,72.0,278.0,175.0,103.0
Passed,0.033605091337208175,0.030107144222014336,394.0,40.0,217.0,-177.0
Failed,-0.03290502220608507,-0.02940409682005677,-385.0,-39.0,-212.0,173.0
Passed,0.03237065308667648,0.029550318988740085,381.0,35.0,208.0,-173.0
Passed,0.027844691584041233,-0.0377568113360328,3.0,383.0,193.0,190.0
Passed,0.0315440002078931,-0.03703483862709282,32.0,408.0,220.0,188.0
Passed,0.033246211372033714,0.03297070459538995,408.0,18.0,213.0,-195.0
Passed,0.03214092971588071,-0.03327929180327863,51.0,381.0,216.0,165.0
Passed,0.03135930482471527,-0.03787529084120077,26.0,412.0,219.0,193.0
Passed,0.03127432935581128,-0.037748580259598236,27.0,411.0,219.0,192.0
Failed,0.03275184113582028,0.02736200526018145,343.0,43.0,193.0,-150.0
Passed,0.03471560397322852,0.03342548155668429,419.0,25.0,222.0,-197.0
Passed,0.030214994279991077,-0.03980861574330627,9.0,413.0,211.0,202.0
Passed,0.032105671552868004,-0.03941378476530018,24.0,426.0,225.0,201.0
Passed,0.03466900773622139,0.030837821019073303,404.0,38.0,221.0,-183.0
Passed,0.03490043765910339,0.033517234807974985,419.0,25.0,222.0,-197.0
Passed,0.03278448314118036,-0.004776034323687337,194.0,216.0,205.0,11.0
Failed,0.006022562854294421,0.017168599935356035,118.0,-50.0,34.0,-84.0
Failed,0.0023772609617085834,0.011015723525745001,68.0,-40.0,14.0,-54.0
Failed,0.003246955822427836,0.018398654364192926,102.0,-76.0,13.0,-89.0
Agreed to,0.006744803273802971,0.004348988604882201,58.0,26.0,42.0,-16.0
Failed,-0.005179203028256363,0.021253831302838654,56.0,-148.0,-46.0,-102.0
Failed,-0.020341749464468047,0.013313588106019807,-63.0,-195.0,-129.0,-66.0
Failed,-0.030610828530333208,-0.025520495431436786,-328.0,-40.0,-184.0,144.0
Passed,0.032998256784638115,-0.00712104544768046,176.0,234.0,205.0,29.0
Passed,0.031711914856072,-0.03846754572419867,26.0,418.0,222.0,196.0
Passed,0.021786282579072832,-0.03908216249553864,-41.0,351.0,155.0,196.0
Passed,0.02994094926772934,-0.03893748087042806,12.0,406.0,209.0,197.0
