"CLINTON, William Jefferson (Bill)",democrat,-0.004132940585944822,-0.006892457488513304
"CALLAHAN, Herbert Leon (Sonny)",republican,0.06908447197120926,-0.0033703925155180725
"CRAMER, Robert E. (Bud), Jr.",democrat,0.02678795545845747,-0.05772296597533344
"EVERETT, Robert Terry",republican,0.07042818126767646,6.009070128372429e-05
"BACHUS, Spencer T., III",republican,0.06854696306257267,-0.0039571980749598615
"HILLIARD, Earl Frederick",democrat,-0.014799598072081666,-0.0655527395623088
"RILEY, Robert",republican,0.06596390618552818,0.001625715726628882
"ADERHOLT, Robert",republican,0.07059659329828599,-0.0005700172745540236
"YOUNG, Donald Edwin",republican,0.05683227675174539,-0.0032928236337980096
"STUMP, Robert Lee",republican,0.06780167110866621,0.008165455804268286
"KOLBE, James Thomas",republican,0.05989502226028978,-0.012812625063907547
"PASTOR, Ed",democrat,-0.004148899154912308,-0.07495965887749717
"SALMON, Matthew James",republican,0.06354706033351448,0.009219352984968433
"SHADEGG, John B.",republican,0.06571324601099837,0.010288447632885642
"HAYWORTH, John D., Jr.",republican,0.07102272487040281,0.0013389825742444576
"DICKEY, Jay W., Jr.",republican,0.06810136312922341,-0.0014194237160765095
"BERRY, Robert Marion",democrat,0.0094082748753055,-0.061597965225858156
"SNYDER, Victor F.",democrat,0.004311156330280166,-0.0752791748784035
"HUTCHINSON, Asa",republican,0.06690492952060721,-0.004719165305038107
"BROWN, George Edward, Jr.",democrat,-0.01710101845397915,-0.06787572046273371
"DELLUMS, Ronald V.",democrat,-0.010432117804320651,-0.03591124297298612
"STARK, Fortney Hillman (Pete), Jr.",democrat,-0.020298527324105323,-0.06367072695632553
"MILLER, George",democrat,-0.023137553006617222,-0.0641983047122541
"WAXMAN, Henry Arnold",democrat,-0.017542138988006026,-0.07262424631072463
"DIXON, Julian Carey",democrat,-0.006600000299633606,-0.07372700238411437
"FAZIO, Victor Herbert, Jr.",democrat,-0.01239816695617121,-0.06956949684964406
"LEWIS, Charles Jeremy (Jerry)",republican,0.06457415226441866,-0.00971150300842457
"MATSUI, Robert T.",democrat,-0.004627680169441111,-0.07865769904761742
"THOMAS, William Marshall",republican,0.06792449536228809,-0.007555591384652843
"DREIER, David Timothy",republican,0.0699337866881728,-0.0026653248442543138
"HUNTER, Duncan Lee",republican,0.06565008919199619,0.0030347112046291984
"LANTOS, Thomas Peter",democrat,-0.00808893411690585,-0.07602321881628847
"MARTÍNEZ, Matthew G.",democrat,-0.006524073696821162,-0.06324232140684079
"BERMAN, Howard Lawrence",democrat,-0.005697956995542507,-0.06945918900427123
"PACKARD, Ronald C.",republican,0.07079277208111664,-0.0055404428403430465
"TORRES, Esteban Edward",democrat,-0.01600409868244826,-0.06550756710650353
"GALLEGLY, Elton W.",republican,0.06941489646368916,-0.008737621807114215
"HERGER, Walter William (Wally)",republican,0.06700667666936473,0.005133909782221739
"PELOSI, Nancy",democrat,-0.018484146019082062,-0.07214931118375936
"CAMPBELL, Thomas J.",republican,0.04446890272991162,-0.011242019586465587
"COX, Charles Christopher",republican,0.06367203485719226,0.002069634848502714
"ROHRABACHER, Dana",republican,0.06263162878417149,0.0073258785237387955
"CONDIT, Gary Adrian",democrat,0.021068635182461073,-0.05274064934815212
"RIGGS, Frank D.",republican,0.0603450014237498,-0.0023071069955392627
"DOOLITTLE, John Taylor",republican,0.06549504961750617,0.005589021581138913
"DOOLEY, Calvin M.",democrat,0.007123940699969095,-0.06911503377896483
"WATERS, Maxine",democrat,-0.023260443983015234,-0.06131185142365409
"CUNNINGHAM, Randall (Duke)",republican,0.06900693051153682,-0.0033822880636659187
"WOOLSEY, Lynn C.",democrat,-0.017167309596517008,-0.0752005395344217
"POMBO, Richard William",republican,0.0633250920265196,0.007000854837658065
"ESHOO, Anna Georges",democrat,-0.011763499155983502,-0.07376302314476375
"FARR, Sam",democrat,-0.011850191138965814,-0.0711604801965129
"McKEON, Howard P. (Buck)",republican,0.07133143557497418,-8.43385855057093e-05
"BECERRA, Xavier",democrat,-0.021502813913797825,-0.06849182339889026
"ROYBAL-ALLARD, Lucille",democrat,-0.014813362308640691,-0.07752368225059898
"HARMAN, Jane L.",democrat,-0.001491738859392075,-0.05856621256986998
"HORN, John Stephen (Steve)",republican,0.055183825906569006,-0.024297315528378514
"ROYCE, Edward Randall",republican,0.05868965651881386,0.009496082623842182
"KIM, Jay C.",republican,0.06917499098199247,-0.009995631255300048
"CALVERT, Ken",republican,0.07205003774303458,-0.005950129935360628
"FILNER, Bob",democrat,-0.02614300715348027,-0.06462622212649356
"LOFGREN, Zoe",democrat,-0.009812169118796213,-0.07363030141755166
"RADANOVICH, George P.",republican,0.06750263634223129,0.002179890403758494
"BONO, Sonny",republican,0.03632166223005341,-0.0012599454308730238
"BILBRAY, Brian P.",republican,0.05993863555584949,-0.011439915404854319
"MILLENDER-McDONALD, Juanita",democrat,-0.013188596398593414,-0.07594484522689163
"TAUSCHER, Ellen O'Kane",democrat,0.0013091020347201351,-0.07392769340036026
"CAPPS, Walter Holden",democrat,-0.0008035376443492463,-0.035588499871920094
"SHERMAN, Brad",democrat,0.0052394846787570315,-0.07162976366012631
"ROGAN, James E.",republican,0.06739080973233924,0.0006358945380204483
"SANCHEZ, Loretta",democrat,-0.0009263933870306386,-0.07356353614169592
"CAPPS, Lois",democrat,-0.0015841656836359586,-0.0335308113480237
"BONO, Mary",republican,0.02567984329217539,0.0005709513931131572
"LEE, Barbara",democrat,-0.01079577424865652,-0.027247597924025268
