Hastert,1.3215424060851825e-17,1.3063709289354278e-17
Failed,-1.5894927910409876e-15,-6.745192427124935e-17
Passed,3.7562942748147267e-16,-3.117961233857604e-17
Passed,1.2062037980279471e-16,-8.752865286102293e-16
Failed,-2.5841037630994334e-17,6.187098128081853e-17
Passed,1.1246842456674074e-17,3.2977065849933494e-17
Passed,-1.936898053639885e-16,-2.6305933878098093e-16
Failed,6.93642093949635e-17,2.6789833907708714e-17
Passed,-1.4633649953234611e-16,-3.214170922614019e-16
Failed,-2.038908947056013e-17,-1.5952382809081618e-17
Passed,-1.1512329438120376e-16,6.284378425226536e-17
Passed,3.813131895041419e-17,-3.59762573597205e-17
Passed,2.7217498451074018e-18,-1.0146649738770118e-16
Passed,3.341865319649221e-17,-2.989027222784956e-16
Failed,1.7996200441251248e-17,-3.1697564402218006e-16
Failed,-1.0281377583204337e-16,2.1785204158396877e-17
Failed,-2.260439384519591e-17,-1.380394750824662e-16
Passed,-1.5610353632189384e-16,-6.670516227028798e-17
Passed,1.0033281804647606e-16,4.3537762763341655e-17
Passed,8.55604197774839e-17,1.4462873825838085e-16
Passed,-1.234967388704665e-16,2.29317171503229e-17
Passed,2.9202111429427956e-18,3.198328057675044e-17
Passed,2.335311485720768e-16,-1.5395993067941843e-17
Passed,-1.372739533244415e-17,1.2714194203435994e-16
Passed,2.902528100169564e-17,4.787962878486426e-17
Failed,-6.058613379624475e-17,1.0651012651869746e-16
Failed,-9.336041991908751e-17,-8.318209861442468e-17
Failed,9.547637824479804e-17,2.4935534857431558e-17
Passed,2.7144054415633337e-17,1.3594634380237996e-16
Failed,-3.7752611706573565e-18,-5.2689213821912356e-17
Passed,4.9001862800129335e-17,-4.28423707408992e-17
Passed,2.773584005096384e-17,-3.816090140059222e-17
Passed,9.237961329122262e-18,4.4001539555764244e-18
Passed,-1.882902549821709e-18,-3.162915370822944e-18
Passed,3.66770027972899e-18,2.7855415413856985e-18
Failed,-6.252389642307036e-18,-8.667686670418779e-18
Failed,-3.187863557207792e-18,-1.4485020693778333e-18
Passed,9.68458844539647e-19,1.6229455510698437e-18
Passed,-3.0060297624560707e-20,-1.2789311986619911e-18
Passed,-1.2514199828011665e-19,6.010474321879057e-18
Passed,9.154577242068829e-18,6.8173861350475955e-18
Passed,1.7376761903911024e-18,-1.1108412859172958e-18
