Boehner,-0.02922694898919777,0.004836111866541515,360.0,24.0,192.0,-168.0,", Election of the Speaker"
Agreed to,-0.02916588103157045,-0.0005840452867524721,348.0,68.0,208.0,-140.0,", On Agreeing to the Amendment"
Failed,-0.026297547117173338,0.019107834674970545,318.0,-50.0,134.0,-184.0,", On Agreeing to the Amendment"
Failed,-0.01292051341020312,0.03788597797389608,163.0,-197.0,-17.0,-180.0,", On Agreeing to the Amendment"
Failed,0.03079007855465572,-0.0006694991890230576,-367.0,-67.0,-217.0,150.0,", On Agreeing to the Amendment"
Failed,-0.02613536412461082,0.013489027513040324,316.0,-28.0,144.0,-172.0,", On Agreeing to the Amendment"
Failed,-0.014175171169675354,0.0373953231806644,180.0,-192.0,-6.0,-186.0,", On Agreeing to the Amendment"
Failed,-0.014609464902450384,0.03603572441420935,182.0,-182.0,0.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.013579940704593894,0.03721167667019137,170.0,-192.0,-11.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.014813709461764562,0.03561314560798291,184.0,-178.0,3.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.013576704451225682,0.03726098397341517,170.0,-192.0,-11.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.013477616507695031,0.03713190407944595,169.0,-191.0,-11.0,-180.0,", On Agreeing to the Amendment"
Failed,-0.01350570171653749,0.03850199393882685,170.0,-200.0,-15.0,-185.0,", On Agreeing to the Amendment"
Failed,-0.013323485552896369,0.03821942078127113,168.0,-198.0,-15.0,-183.0,", On Agreeing to the Amendment"
Failed,-0.023768682058109628,0.01965933503557032,293.0,-61.0,116.0,-177.0,", On Agreeing to the Amendment"
Failed,-0.0168131152524721,0.03367418449125523,208.0,-162.0,23.0,-185.0,", On Agreeing to the Amendment"
Failed,-0.015856659195103474,0.034386458806711685,197.0,-169.0,14.0,-183.0,", On Agreeing to the Amendment"
Agreed to,-0.03268064833305544,0.0048912180600673115,398.0,44.0,221.0,-177.0,", On Agreeing to the Amendment"
Passed,-0.013420399107940247,-0.044599226560122884,140.0,312.0,226.0,86.0,"To clarify that certain provisions of the Border Patrol Agent Pay Reform Act of 2014 will not take effect until after the Director of the Office of Personnel Management promulgates and makes effective regulations relating to such provisions, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03350282556534529,-0.00013680095782963957,-405.0,-75.0,-240.0,165.0,", On Agreeing to the Amendment"
Agreed to,-0.031958656821069235,0.000918638506309252,386.0,68.0,227.0,-159.0,", On Agreeing to the Amendment"
Agreed to,-0.03206529229678614,0.00521363729404869,385.0,43.0,214.0,-171.0,", On Agreeing to the Amendment"
Agreed to,-0.017401137183239317,-0.03723705649307003,196.0,282.0,239.0,43.0,", On Agreeing to the Amendment"
