Foley,-0.04381996798968467,0.011321740632679178,428.0
Passed,-0.03950913700924653,0.014813797979700753,379.0
Passed,-0.043092950520915566,0.012348117544212143,418.0
Failed,0.041572661330155525,-0.015630066042122578,396.0
Passed,-0.038511350613439806,0.01960242167955923,365.0
Passed,-0.03520943470536378,0.0008964259022297394,317.0
Passed,-0.04132303956659245,0.013788240144750556,394.0
Failed,-0.02420436384206947,0.024826033352640785,220.0
Passed,-0.0367044064720353,0.0029421576569250234,340.0
Passed,-0.043419817213015965,0.01261103304495207,415.0
Passed,-0.041339066598695816,0.00638995570143533,378.0
Passed,-0.043873456052129764,0.011848685107842774,424.0
Failed,0.038368277548543356,-0.01340579320222614,333.0
Failed,0.03712804933207979,-0.013512433161206623,329.0
Agreed to,0.03561203131022493,-0.02540271212766002,328.0
Agreed to,-0.03648566630962723,0.003896898809341936,300.0
Agreed to,0.03594817396949673,-0.025095687375487143,330.0
Agreed to,-0.03667398648206197,0.0035561312543825516,299.0
Failed,0.04343663907306232,-0.01142653714867449,417.0
Passed,-0.03557768677053741,0.0035514884158666573,290.0
Passed,-0.043184382043044166,0.01145611707078014,416.0
Passed,-0.04282220248051823,0.011106251153853918,414.0
Failed,0.04317601234944406,-0.009889794966069353,412.0
Passed,-0.03940186256310783,0.0057314817347129815,349.0
Passed,-0.04086727378685881,0.009005105684117524,389.0
Passed,-0.038546964848893486,0.013531906662656407,350.0
Passed,-0.033416257178920036,0.0036845932909536387,268.0
Passed,-0.01540132153807631,-0.05368016303802579,67.0
Passed,-0.02556066372158829,-0.032997509057900824,173.0
Passed,-0.03712565587604934,-0.001282947451991348,327.0
Passed,-0.016657032468081985,-0.05824710043298574,76.0
Passed,-0.04296427753813933,0.01156548330540116,415.0
Passed,-0.03674765433417519,0.0030028128891208005,331.0
Passed,-0.03666184570480391,0.005897136080811096,338.0
Failed,0.03774500539616775,-0.001971106242554045,346.0
Passed,-0.042627777756533466,0.012023312302137398,414.0
Passed,-0.041929796903017104,0.01390097570212865,400.0
Failed,0.040889818722821616,-0.01630479033612734,379.0
Passed,-0.03751670506548097,0.005351708493242156,321.0
Failed,-0.039798693930063,-0.00037536862985079744,357.0
Passed,-0.016499776648174452,-0.0573818646069481,75.0
Passed,-0.024984486214022945,-0.04135704432015466,164.0
Passed,-0.017153960594123004,-0.057232528723625255,81.0
Passed,-0.017807710440877228,-0.0562024546192909,90.0
Passed,-0.017970460323854593,-0.05592673209696533,91.0
Passed,-0.04020436044681244,0.006246565694667385,368.0
Passed,-0.03791908009863193,0.004847471640396325,345.0
Passed,-0.042614107935967385,0.010382987822150538,405.0
Passed,-0.041598985864257594,0.00906088395125881,395.0
Passed,-0.031976824023125384,-0.024444153128442815,245.0
Passed,-0.035926059422070375,0.004638676237576602,305.0
Passed,-0.01622815888475911,-0.056707609365147474,74.0
Passed,-0.028225616967319372,-0.030243739019718417,210.0
Passed,-0.03894433792839268,0.0038369508334731048,355.0
Passed,-0.03826804810510817,0.004073551636003133,346.0
Passed,-0.042738801732432594,0.011093223549628689,410.0
Passed,-0.04205642649167947,0.010626265871490244,395.0
Agreed to,-0.03320055947261863,0.006518597484666759,270.0
Agreed to,-0.032470348932245485,0.002537096608689287,257.0
Failed,0.0357933271235066,-0.01531013167692786,317.0
Passed,-0.037814317834585186,0.005165277497544666,345.0
Agreed to,-0.031352983211177465,0.0025592724206901373,252.0
Agreed to,-0.025764617640210978,-0.03367544012307711,176.0
Agreed to,-0.023566812273483364,-0.02064483518624153,163.0
Agreed to,-0.017561550753217494,-0.05534669565205566,87.0
Agreed to,0.01944168004121343,-0.037484335026844985,186.0
Passed,-0.03381868485746468,-0.007030529446001723,267.0
Passed,9.211289092696327e-05,-0.0531046353472554,43.0
Passed,-0.02303076340425561,-0.04225102165393645,141.0
Passed,-0.01690275391129455,-0.05639383737396074,83.0
Passed,-0.03785682972527989,0.0022176561151707698,340.0
Passed,-0.04015811030134352,0.005707926942267056,367.0
Failed,0.028371424923263236,0.03019473419370633,213.0
Passed,-0.043581135129785044,0.011493155386176698,419.0
Passed,-0.04374524659038684,0.011437476206087056,422.0
Passed,-0.043300720647263445,0.011296156472605167,419.0
Failed,0.02720774653257265,0.0351785946864227,193.0
Failed,0.038086523745207455,0.0045537893472606065,338.0
Failed,0.018892064525644382,0.051261233472496705,117.0
Failed,0.03697011516077985,0.009501940833997356,316.0
Failed,-0.004978769337477507,0.049418488119580946,80.0
Passed,-0.04239275665582667,0.014354489402147666,404.0
Passed,-0.042130486044497435,0.015245960376875927,399.0
Failed,0.04224134984745348,-0.013731143300609212,393.0
Passed,-0.04060355839248917,0.01633835086813354,375.0
Passed,-0.03839807640059657,0.0034668602448007842,349.0
Passed,-0.042645781637225155,0.009350925134311145,405.0
Passed,-0.04107210650885919,0.010215568851528117,373.0
Passed,-0.042428321903090434,0.009382328370710522,388.0
Failed,0.022114394983870623,0.045108506756125884,135.0
Agreed to,-0.03213710420433642,0.003939110636782071,259.0
Agreed to,-0.018419128673512704,-0.05338440371038409,95.0
Agreed to,-0.03005293038401876,0.0016792317066852379,232.0
Passed,-0.03549685749072268,-0.007849921334547174,310.0
Passed,-0.035277655109404345,-0.0023113093151826128,322.0
Passed,-0.037192610869288524,0.005712657849631294,347.0
Failed,0.018522872742264586,0.05305502093492048,97.0
Failed,0.03306414472919895,0.0031469665013172006,257.0
Agreed to,-0.01679970654167545,-0.05865729251598977,77.0
Agreed to,-0.030889082986681936,0.0007320451106316778,245.0
Agreed to,-0.016684374912016076,-0.058490243337321335,76.0
