,-0.016200194516323745,0.03308594890910311,-184.0,120.0,-32.0,152.0
,-0.010973147508416329,0.034802609695788314,-167.0,73.0,-47.0,120.0
,-0.009819918163727875,0.012659896036395763,-60.0,70.0,5.0,65.0
,-0.019268064996243523,0.02107802562769459,-165.0,161.0,-2.0,163.0
,-0.008879834156321154,0.03133997167223444,-221.0,49.0,-86.0,135.0
,-0.013488304319472632,0.027821579011784524,-201.0,95.0,-53.0,148.0
,-0.010036634614549006,0.027519500127112594,-238.0,64.0,-87.0,151.0
,-0.0188729590409613,0.023590281609499025,-153.0,161.0,4.0,157.0
,-0.007758517212259923,0.03311615672120842,-127.0,49.0,-39.0,88.0
,-0.00714115618757912,0.03379072575775016,-85.0,37.0,-24.0,61.0
,-0.004922257183260508,0.029164992715356317,-114.0,22.0,-46.0,68.0
,-0.017002659758110585,0.023719653821393228,-248.0,130.0,-59.0,189.0
,-0.01855832516407918,0.027023635656935996,-166.0,150.0,-8.0,158.0
,-0.01434486064566504,0.032155970439212575,-148.0,104.0,-22.0,126.0
,-0.016250535933134837,0.03165710533218903,-163.0,119.0,-22.0,141.0
,-0.00905027190523245,0.025434699086249055,-200.0,44.0,-78.0,122.0
,-0.01914102349907821,0.024920045662223448,-149.0,159.0,5.0,154.0
,-0.011744145751058192,0.03048425779612554,-97.0,79.0,-9.0,88.0
,-0.007542625310919544,0.03240082796977139,-165.0,43.0,-61.0,104.0
,-0.007481484484635102,0.03242374643007993,-90.0,34.0,-28.0,62.0
,-0.012332090323439389,0.02683294341613678,-179.0,89.0,-45.0,134.0
,-0.010765039819304257,0.03284496389186341,-290.0,56.0,-117.0,173.0
,-0.019114825622603852,0.027693892777286372,-161.0,153.0,-4.0,157.0
,-0.015369895936863238,0.025658028944629936,-101.0,115.0,7.0,108.0
,-0.013295090741524716,0.0259452078300655,-186.0,100.0,-43.0,143.0
,-0.014178071596932367,0.038452702558114005,-288.0,90.0,-99.0,189.0
,-0.012638746381766958,0.03634053254472676,-164.0,86.0,-39.0,125.0
,-0.013937674835168577,0.028120337265670124,-146.0,104.0,-21.0,125.0
,-0.005065848641900245,0.028945007842671226,-170.0,22.0,-74.0,96.0
,-0.0075141096793719265,0.026791367243057078,-92.0,48.0,-22.0,70.0
,-0.013401266074060858,0.02113451441041099,-97.0,111.0,7.0,104.0
,-0.015193200342309098,0.031111746499031052,-198.0,106.0,-46.0,152.0
,-0.012477557161398431,0.02987346978220857,-268.0,82.0,-93.0,175.0
,-0.0148530823876165,0.029711282312548108,-240.0,112.0,-64.0,176.0
,-0.017526148711558387,0.032203022379494996,-249.0,129.0,-60.0,189.0
,-0.008488865145842014,0.023977636636118026,-204.0,64.0,-70.0,134.0
,-0.017377946814097205,0.029591271595880812,-230.0,142.0,-44.0,186.0
,-0.014349704213065612,0.025692126494116594,-141.0,115.0,-13.0,128.0
